龍泉編碼	實體經名	洪武南藏編碼	卷序号	实际卷数	起始冊碼	终止冊碼	備註
LQ1708	三彌底部論	HUNZ0881	3	3	150	150	
LQ1574	分別功德論	HUNZ0882	3	3	150	150	
LQ1706	四諦論	HUNZ0883	4	4	150	150	
LQ1709	辟支佛因緣論	HUNZ0884	1	1	150	150	
LQ3605	十八部論	HUNZ0885	1	1	150	150	
LQ3606	部異執論	HUNZ0886	1	1	150	150	
LQ3604	異部宗輪論	HUNZ0887	1	1	150	150	
LQ0186	佛所行讃經	HUNZ0888	5	5	150	150	
LQ0187	佛本行經	HUNZ0889	7	7	150	150	
LQ0194	撰集百緣經	HUNZ0890	10	10	151	151	
LQ0206	出曜經	HUNZ0891	20	20	152	152	
LQ0196	賢愚因緣經	HUNZ0892	13	13	152	152	封頁名為“大集月藏經”
LQ0534	道地經	HUNZ0893	1	1	152	152	
LQ0533	修行道地經	HUNZ0894	8	8	153	153	
LQ0188	僧伽羅剎所集佛行經	HUNZ0895	5	5	153	153	
LQ0862	大乘修行菩薩行門諸經要集	HUNZ0896	3	3	153	153	
LQ0213	菩薩本緣經	HUNZ0897	4	4	153	153	
LQ0203	百喻經	HUNZ0898	2	2	153	153	
	付法藏因緣經	HUNZ0899	6	6	153	154	
LQ0525	坐禪三昧經	HUNZ0900	2	2	154	154	
LQ0583	佛說佛醫經	HUNZ0901	1	1	154	154	
LQ0573	惟日雜難經	HUNZ0902	1	1	154	154	序
LQ0197	雜寶藏經	HUNZ0903	8	8	154	154	
LQ0524	五門禪經要用法	HUNZ0904	1	1	154	154	
LQ0530	達摩多羅禪經	HUNZ0905	2	2	154	154	
LQ0526	禪法要解經	HUNZ0906	2	2	154	154	
LQ0527	禅要呵欲經	HUNZ0907	1	1	154	154	
LQ0531	內身觀章句經	HUNZ0908	1	1	154	154	
LQ0532	法觀經	HUNZ0909	1	1	154	154	
LQ0528	思维要略法	LQ0528	1	1	154	154	
LQ0189	十二遊經	HUNZ0911	1	1	154	154	
LQ0199	雜譬喻經	HUNZ0912	2	2	154	154	
LQ0202	眾經撰雜譬喻	HUNZ0913	2	2	154	154	
LQ3630	阿育王譬喻經	HUNZ0914	1	1	154	154	
LQ3629	阿育王經	HUNZ0915	10	10	154	155	
LQ3628	阿育王傳	HUNZ0915	5	5	155	155	
LQ3631	阿育王子法益壞目因緣經	HUNZ0916	1	1	155	155	
LQ1573	四阿含暮抄經	HUNZ0917	2	2	155	155	
LQ0204	法句經	HUNZ0918	2	2	155	155	
LQ0205	法句譬喻經	HUNZ0919	4	4	155	155	
LQ3599	迦葉結經	HUNZ0920	1	1	155	155	
LQ3598	撰集三藏及雜藏傳	HUNZ0921	1	1	155	155	
LQ0810	三慧經	HUNZ0922	1	1	155	155	
LQ1626	阿毗曇五法行經	HUNZ0923	1	1	155	155	
LQ1750	一百五十讚佛頌	HUNZ0924	1	1	155	155	
LQ1074	讚觀世音菩薩頌	HUNZ0925	1	1	155	155	
LQ0329	文殊師利發願經	HUNZ0926	1	1	155	155	
LQ0618	六菩薩名亦當誦持	HUNZ0927	1	1	155	155	
LQ0535	小道地經	HUNZ0928	1	1	155	155	
LQ1575	阿含口解十二因緣經	HUNZ0929	1	1	155	155	
LQ3623	釋迦譜	HUNZ0930	10	10	156	156	
LQ3624	釋迦氏譜	HUNZ0931	1	1	156	156	
LQ3887	經律異相	HUNZ0932	50	50	156	158	
LQ1384	陀羅尼雜集	HUNZ0933	10	10	158	158	
LQ3890	諸經要集	HUNZ0934	20	20	158	160	
LQ3958	出三藏記集	HUNZ0935	15	15	160	160	
LQ3959	衆經目錄（隋法經譯）	HUNZ0936	7	7	160	161	
LQ3607	歷代三寶紀	HUNZ0937	15	15	161	161	
LQ3960	衆經目錄（隋仁壽年翻經沙門譯）	HUNZ0938	5	5	161	161	
LQ3962	大唐內典錄	HUNZ0939	10	10	161	162	
LQ3965	大周刊定衆經目錄	HUNZ0940	14	14	162	163	
LQ3965-1	大周刊定偽經目錄	HUNZ0941	1	1	163	163	
LQ3964	續古今譯經圖紀	HUNZ0943	1	1	163	163	卷上
LQ3963	古今譯經圖紀	HUNZ0944	4	4	163	163	卷中
LQ3966	開元釋教錄	HUNZ0945	20	20	163	164	卷下
LQ3943-1	一切經音義	HUNZ0946	25	25	164	165	
LQ3944-1	新譯大方廣佛華嚴經音義	HUNZ0947	2	2	166	166	
LQ3777	大唐西域記	HUNZ0948	12	12	166	166	
LQ3802	續集古今佛道論衡	HUNZ0949	1	1	166	166	
LQ3801	集古今佛道論衡實錄	HUNZ0950	4	4	166	166	
LQ3803	集神州塔寺三寶感通錄	HUNZ0951	3	3	167	167	
LQ3818	集沙門不應拜俗等事	HUNZ0952	6	6	167	167	
LQ3639	大唐大慈恩寺三藏法師傳	HUNZ0953	10	10	167	167	
LQ3661	大唐西域求法高僧傳	HUNZ0954	2	2	167	167	
LQ3775	法顯傳	HUNZ0955	1	1	167	167	
LQ3653	髙僧傳	HUNZ0956	14	14	167	168	
LQ3654	續髙僧傳	HUNZ0957	31	31	168	170	
LQ3820	辨正論	HUNZ0958	8	8	170	170	
LQ3821	十門辯惑論	HUNZ0959	2	2	170	170	
LQ3799	弘明集	HUNZ0960	14	14	170	171	
LQ3800	廣弘明集	HUNZ0961	30	30	171	173	
LQ3842	集諸經禮懺悔文	HUNZ0962	2	2	173	173	
LQ3892	南海寄歸內法傳	HUNZ0963	4	4	173	173	
LQ3671	比丘尼傳	HUNZ0964	4	4	173	173	
LQ2693	說罪要行法	HUNZ0965	1	1	173	173	
LQ2692	受用三水要行法	HUNZ0966	1	1	173	173	
LQ2691	護命放生軌儀法	HUNZ0967	1	1	173	173	
LQ3967	開元釋教錄略出	HUNZ0968	4	4	173	173	
LQ3888	法苑珠林	HUNZ0969	100	100	173	178	
LQ1072	佛說大乘莊嚴寶王經	HUNZ0970	4	4	178	178	
LQ0954	佛說大乘聖無量壽決定光明王如來陀羅尼經	HUNZ0971	1	1	178	178	
LQ1202	佛說大乘聖吉祥持世陀羅尼經	HUNZ0972	1	1	178	178	
LQ0960	佛說無能勝旛王如來莊嚴陀羅尼經	HUNZ0973	1	1	178	178	
LQ0990-1	最勝佛頂陀羅尼經	HUNZ0974	1	1	178	178	
LQ0288	聖佛母小字般若波羅蜜多經	HUNZ0975	1	1	178	178	
LQ1752	七佛讚唄伽陀	HUNZ0976	1	1	178	178	
LQ0331	大方廣總持寶光明經	HUNZ0977	5	5	178	178	
LQ1284	出生一切如來法眼遍照大力明王經	HUNZ0978	1	1	178	178	
LQ1021	佛說守護大千國土經	HUNZ0979	3	3	178	178	
LQ0787	 佛說樓閣正法甘露鼓經 	HUNZ0980	1	1	178	178	
LQ0641	 佛說大乘善見變化文殊師利問法經	HUNZ0981	1	1	178	178	
LQ0084	分別善惡報應經	HUNZ0982	2	2	179	179	
LQ1046	觀察一切如來心陀羅尼經	HUNZ0983	2	2	179	179	
LQ0365	佛說大乘日子王所問經	HUNZ0984	1	1	179	179	
LQ0684	佛說金耀童子經	HUNZ0985	1	1	179	179	
LQ0572	佛說較量壽命經	HUNZ0986	1	1	179	179	
LQ0516	嗟韈曩法天子受三歸依獲免惡道經 	HUNZ0987	1	1	179	179	
LQ1745	讚法界偈	HUNZ0988	1	1	179	179	
LQ1184	聖虛空藏菩薩陀羅尼經	HUNZ0989	1	1	179	179	
LQ1070	佛說大護明大陀羅尼經	HUNZ0990	1	1	179	179	
LQ1438	大寒林聖難拏陀羅尼經	HUNZ0991	1	1	179	179	
LQ0571	佛說諸行有為經	HUNZ0992	1	1	179	179	
LQ1169	息除中夭陀羅尼經	HUNZ0993	1	1	179	179	
LQ1043	一切如來正法秘密篋印心陀羅尼經	HUNZ0994	1	1	179	179	
LQ1448	消除一切閃電障難隨求如來陀羅尼經	HUNZ0995	1	1	179	179	
LQ1400	佛說聖最上燈明如來陀羅尼經	HUNZ0996	1	1	179	179	
LQ0804	妙法聖念處經	HUNZ0997	8	8	179	179	
LQ1762	勝軍化世百喻伽陀經	HUNZ0998	1	1	179	179	
LQ0545	六道伽陀經	HUNZ0998-1	1	1	179	179	
LQ0207	法集要頌經	HUNZ0999	4	4	179	179	
LQ1732	菩提行經	HUNZ1000	4	4	179	179	
LQ1139	讚揚聖德多羅菩薩一百八名經	HUNZ1001	1	1	179	179	
LQ1076	聖觀自在菩薩一百八名經	HUNZ1002	1	1	179	179	
LQ0382	佛說大迦葉問大寶積正法經	HUNZ1003	5	5	179	179	
LQ1534	佛說沙彌十戒儀則經	HUNZ1005	1	1	179	179	
LQ1203	聖持世陀羅尼經	HUNZ1006	1	1	179	179	
LQ0576	佛說法集名數經	HUNZ1007	1	1	179	179	
LQ1138	聖多羅菩薩一百八名陀羅尼經	HUNZ1008	1	1	179	179	
LQ1528	佛說目連所問經	HUNZ1009	1	1	179	179	
LQ0861	外道問聖大乘法無我義經	HUNZ1010	1	1	179	179	
LQ0540	十二緣生祥瑞經	HUNZ1011	2	2	179	179	
LQ1147	毗俱胝菩薩一百八名經	HUNZ1012	1	1	179	179	
LQ1219	大方廣菩薩藏文殊師利根本儀軌經	HUNZ1013	20	20	179	180	
LQ1540	苾芻五法經	HUNZ1014	1	1	180	180	
LQ1541	佛説苾芻迦尸迦十法經	HUNZ1015	1	1	180	180	
LQ0935	諸佛心印陀羅尼經	HUNZ1016	1	1	180	180	
LQ1701	金剛針論	HUNZ1017	1	1	180	180	
LQ0913	妙臂菩薩所問經	HUNZ1018	4	4	180	180	
LQ0604	大乘寶月童子問法經	HUNZ1019	1	1	180	180	
LQ1457	佛說蓮華眼陀羅尼經	HUNZ1020	1	1	180	180	
LQ0289	佛說觀想佛母般若波羅蜜多菩薩經	HUNZ1021	1	1	180	180	
LQ1449	佛說如意摩尼陀羅尼經	HUNZ1022	1	1	180	180	
LQ0720	佛為娑伽羅龍王所說大乘法經	HUNZ1023	1	1	180	180	
LQ1149	廣大蓮華莊嚴曼拏羅滅一切罪陀羅尼經	HUNZ1024	1	1	180	180	
LQ1160	佛說普賢菩薩陀羅尼經	HUNZ1025	1	1	180	180	
	大金剛妙高山樓閣陀羅尼經	HUNZ1026	1	1	180	180	
LQ0907	一切如來大秘密王未曾有最上微妙大曼拏羅經	HUNZ1027	5	5	180	180	
LQ1298	佛說大摩里支菩薩經	HUNZ1028	7	7	180	180	
LQ1325	佛說聖寶藏神儀軌經	HUNZ1029	2	2	180	180	
LQ1324	佛說寶藏神大明曼拏羅儀軌經	HUNZ1030	2	2	180	180	
LQ1459	佛說尊勝大明王經	HUNZ1031	1	1	180	180	
LQ1443	佛說智光滅一切業障陀羅尼經	HUNZ1032	1	1	180	180	
LQ1450	佛說如意寶㧾持王經	HUNZ1033	1	1	180	180	
LQ1417	佛說持明藏八大㧾持王經	HUNZ1034	1	1	180	180	
LQ1277	聖無能勝金剛火陀羅尼經	HUNZ1035	1	1	180	180	
LQ1418	聖無能聖大㧾持王經	HUNZ1036	1	1	180	180	
LQ1454	最上意陀羅尼經	HUNZ1037	1	1	180	180	
LQ1423	聖莊嚴陀羅尼經	HUNZ1038	2	2	181	181 	
LQ1069	聖六字大明王陀羅尼經	HUNZ1039	1	1	181	181 	
LQ1058	千轉大明陀羅尼經	HUNZ1040	1	1	181	181 	
LQ1402	佛說花積樓閣陀羅尼經	HUNZ1041	1	1	181	181 	
LQ1456	聖旙瓔珞陀羅尼經	HUNZ1042	1	1	181	181 	
LQ1756	賢聖集伽陀一百頌	HUNZ1043	1	1	181	181 	
LQ1159	佛說普賢曼拏羅經	HUNZ1044	1	1	181	181 	
LQ0185	佛說眾許摩訶帝經	HUNZ1045	13	13	181	181 	
LQ0076	長者施報經	HUNZ1046	1	1	181	181 	
LQ0004	毗婆尸佛經	HUNZ1047	2	2	181	181 	
LQ1286	佛說毘沙門天王經	HUNZ1048	1	1	181	181 	
LQ0021	佛說大三摩惹經	HUNZ1049	1	1	181	181 	
LQ0226	佛說月光菩薩經	HUNZ1050	1	1	181	181 	
LQ1077	佛說聖觀自在菩薩梵讚	HUNZ1051	1	1	181	181 	
LQ1749	佛一百八名讚	HUNZ1052	1	1	181	181 	
LQ0796	佛說布施經	HUNZ1053	1	1	181	181 	
LQ1344	佛說聖曜毋陀羅尼經	HUNZ1054	1	1	181	181 	
LQ1237	佛說文殊師利一百八名梵讚	HUNZ1055	1	1	181	181 	
LQ0134	佛說解憂經	HUNZ1056	1	1	181	181 	
LQ1753	犍稚梵讚	HUNZ1057	1	1	181	181 	
LQ0003	佛說七佛經	HUNZ1058	1	1	181	181 	
LQ0393	佛說大乘無量壽莊嚴經	HUNZ1059	3	3	181	181 	二經同卷第一
LQ0268	佛說徧照般若波羅密經	HUNZ1060	1	1	181	181 	二經同卷第二 
LQ1140	聖多羅菩薩梵讚	HUNZ1061	1	1	181	181 	二經同卷第一，卷首經文前有“此經重譯二卷”字，卷末應為257頁
LQ0797	大乘舍黎娑擔摩經	HUNZ1062	1	1	181	181 	二經同卷第二
LQ0276	佛說帝釋般若波羅密多心經	HUNZ1063	1	1	181	181 	
LQ0609	佛說諸佛經	HUNZ1064	1	1	181	181 	三經同卷第一，卷末應為300頁
LQ0149	佛說四無所畏經	HUNZ1065	1	1	181	181 	三經同卷第二
LQ0976	佛說一切如來頂輪王一百八名讚	HUNZ1066	1	1	181	181 	三經同卷第三，封頁名為“菩薩本業經”
LQ1419	增慧陁羅尼經	HUNZ1067	1	1	181	181 	 三經同卷第一 
LQ1071	聖六字增壽大明陁羅尼經	HUNZ1068	1	1	181	181 	三經同卷第二，封頁名為“菩薩十住行道經”
LQ1564	佛說大乘戒經	HUNZ1069	1	1	181	181 	三經同卷第三，封頁名為“菩薩十住經”
LQ1455	佛說聖最勝陀羅尼經	HUNZ1070	1	1	181	181 	
LQ0274	佛說五千頌聖般若菠蘿蜜經	HUNZ1071	1	1	181	181 	
LQ1141-1	聖救度佛母二十一種禮讚經	HUNZ1072	1	1	181	181 	
LQ1162	金剛手菩薩降伏一切部多大教王經	HUNZ1073	3	3	181	181 	
LQ1161	最上大乘金剛大教寶王經	HUNZ1074	2	2	181	181 	
LQ0032	薩鉢多酥哩踰捺野經	HUNZ1075	1	1	181	181 	
LQ1000	一切如來鳥瑟膩沙最勝惣持經	HUNZ1076	1	1	181	181 	
LQ1733	菩提心觀釋	HUNZ1077	1	1	181	181 	
LQ0255	佛母寶德藏般若波羅蜜經	HUNZ1078	3	3	181	181 	
LQ1209	佛說金剛香菩薩大明成就儀軌經	HUNZ1079	3	3	182	182	
LQ1313	金剛薩埵說頻那夜迦天成就儀軌經	HUNZ1080	4	4	182	182	二經同卷，十住經第六卷
LQ0909	佛說幻化綱大瑜伽教十忿怒明王大明觀想儀軌經	HUNZ1081	1	1	182	182	二經同卷，顯無邊佛土功德經
LQ1255	佛說妙吉祥最勝根本教經	HUNZ1082	3	3	182	182	卷下
LQ1447	佛說大金剛香陀羅尼經	HUNZ1084	1	1	182	182	
LQ0353	佛說護國尊者所問大乘經卷	HUNZ1083	4	4	182	182	
LQ1208	佛說持明蔵瑜伽大教尊那菩薩大明成就儀軌經	HUNZ1086	4	4	182	182	
LQ0956	佛說大乘觀想曼拏羅凈諸惡趣經	HUNZ1087	2	2	182	182	
LQ1283	佛說妙吉祥瑜伽大教金剛陪囉縛輪觀想成就儀軌經	HUNZ1088	1	1	182	182	
LQ1073	佛說一切佛攝相應大教王聖觀自在菩薩念誦儀軌經	HUNZ1089	1	1	182	182	
LQ1206-1	大乘八大曼拏羅經	HUNZ1090	1	1	182	182	
LQ1164	金剛手菩薩一百八名梵讚	HUNZ1091	1	1	182	182	
LQ0321	較量一切佛剎功德經	HUNZ1092	1	1	182	182	
LQ1761	迦業仙人說醫女人經	HUNZ1093	1	1	182	182	
LQ1378	囉嚩拏說救療小児疾病經	HUNZ1094	1	1	182	182	
LQ0908	佛說瑜伽大教王經	HUNZ1095	5	5	182	182	
LQ1426	佛說大愛陀羅尼經	HUNZ1096	1	1	182	182	
LQ0145	佛說阿羅漢具德經	HUNZ1097	1	1	182	182	
LQ1431	佛說俱枳陀羅尼經	HUNZ1098	1	1	182	182	
LQ1446	佛說消除一切災障寶髻陀羅尼經	HUNZ1099	1	1	182	182	
LQ1432	佛說妙色陀羅尼經	HUNZ1100	1	1	182	182	
LQ1433	佛說栴檀香身陀羅尼經	HUNZ1101	1	1	182	182	
LQ1430	佛說缽蘭那賖嚩哩大陀羅尼經	HUNZ1102	1	1	182	182	
LQ1429	佛說宿命智陀羅尼經	HUNZ1103	1	1	182	182	
LQ1178	佛說慈氏菩薩誓願陀羅尼經	HUNZ1104	1	1	182	182	
LQ1445	佛說滅除五逆罪大陀羅尼經	HUNZ1105	1	1	182	182	
LQ0951	佛說無量功德陀羅尼經	HUNZ1106	1	1	182	182	
LQ1151	佛說十八臂陀羅尼經	HUNZ1107	1	1	182	182	
LQ1436	佛說洛叉陀羅尼經	HUNZ1108	1	1	182	182	
LQ1453	佛說辟除諸惡陀羅尼經	HUNZ1109	1	1	182	182	
LQ1755	佛說八大靈塔名号經	HUNZ1110	1	1	182	182	
LQ1754	八大靈塔梵讚	HUNZ1111	1	1	182	182	
LQ1747	三身梵讚	HUNZ1112	1	1	182	182	
LQ0160	佛說尊那經	HUNZ1113	1	1	182	182	
LQ0658	寶授菩薩菩提行經	HUNZ1114	1	1	182	182	
LQ1748	佛三身讚	HUNZ1115	1	1	182	182	
LQ1236	曼殊室利菩薩吉祥伽陀經	HUNZ1116	1	1	182	182	
LQ1227	佛說妙吉祥菩薩陀羅尼	HUNZ1117	1	1	182	182	
LQ1435	佛說無量壽大智陀羅尼	HUNZ1118	1	1	182	182	
LQ1428	佛說宿命智陀羅尼	HUNZ1119	1	1	182	182	
LQ1177	佛說慈氏菩薩陀羅尼	HUNZ1120	1	1	182	182	
LQ1185	佛說虛空菩薩陀羅尼	HUNZ1121	1	1	182	182	
LQ0011	大正句王經	HUNZ1122	2	2	182	182	
LQ0009	佛說人仙經	HUNZ1123	1	1	182	182	
LQ0043	頻婆娑羅王經	HUNZ1124	1	1	182	182	
LQ0117	佛說舊城喻經	HUNZ1125	1	1	182	182	
LQ0127	佛說信解智力經	HUNZ1126	1	1	182	182	
LQ1371	佛說善樂長者經	HUNZ1127	1	1	182	182	
LQ1137	佛說聖多羅菩薩經	HUNZ1128	1	1	182	182	
LQ1427	佛說大吉祥陀羅尼經	HUNZ1129	1	1	183	183	
LQ1326	佛說寶賢陀羅尼經	HUNZ1130	1	1	183	183	
LQ1413	佛說秘密八名陀羅尼經	HUNZ1131	1	1	183	183	
LQ1150	觀自在菩薩母陀羅尼經	HUNZ1132	1	1	183	183	
LQ0136	佛說戒香經	HUNZ1133	1	1	183	183	
LQ1172	佛說延壽妙陀羅尼經	HUNZ1134	1	1	183	183	
LQ0020	佛說信佛功德經	HUNZ1135	1	1	183	183	
LQ1395	佛說一切如來名号陀羅尼經	HUNZ1136	1	1	183	183	
LQ1451	息除賊難陀羅尼經	HUNZ1137	1	1	183	183	卷上
LQ0808	佛說法身經	HUNZ1138	1	1	183	183	卷下
LQ0270	佛說最上根本大樂金剛不空三昧大教王經	HUNZ1139	7	7	183	183	
LQ1329	佛說最上祕密那天經	HUNZ1140	3	3	183	183	
LQ0064	佛說解夏經	HUNZ1141	1	1	183	183	
LQ0017	佛說帝釋所問經	HUNZ1142	1	1	183	183	
LQ0574	佛說決定義經	HUNZ1143	1	1	183	183	
LQ0071	佛說護國經	HUNZ1144	1	1	183	183	
LQ3702	景德傳燈錄	HUNZ1145	30	30	183	184	卷上，封頁名為“方等泥洹經”
LQ0727	未曾有正法經	HUNZ1146	5	5	185	185	卷下，封頁名為“方等泥洹經”
LQ0016	佛說大生義經	HUNZ1147	1	1	185	185	卷上
LQ0088	佛說分別布施經	HUNZ1148	1	1	185	185	卷中
LQ0165	佛說分別緣生經	HUNZ1149	1	1	185	185	卷下
LQ0109	佛說法印經	HUNZ1150	1	1	185	185	
LQ0254	佛母出生三法藏般若波羅密多經	HUNZ1151	25	25	185	185	
LQ0376	佛說大方廣善巧方便經	HUNZ1152	4	4	185	185	
LQ0859	佛說大乘不思議神通境界經	HUNZ1153	3	3	185	185	
LQ0853	佛說發菩提心破諸魔經	HUNZ1154	2	2	185	185	
LQ0283	佛說聖佛母般若波羅密多經	HUNZ1155	1	1	185	185	序
LQ0153	佛說給孤長者女得度因緣經	HUNZ1156	3	3	186	186	
LQ0013	佛說大集法門經	HUNZ1157	2	2	186	186	
LQ1728	集諸法寶最上義論	HUNZ1158	2	2	186	186	
LQ1731	菩提心離相論	HUNZ1159	1	1	186	186	
LQ0085	佛說淨意優婆塞所問經 	HUNZ1160	1	1	186	186	
LQ1644	大乗破有論	HUNZ1161	1	1	186	186	
LQ0905	佛說無二平等最上瑜伽大教王經	HUNZ1162	6	6	186	186	
LQ1727	集大乗相論	HUNZ1163	2	2	186	186	
LQ1190	佛說佛母般若波羅蜜多大明觀想儀軌	HUNZ1164	1	1	186	186	
LQ0500	佛說光明童子因縁經	HUNZ1165	4	4	186	186	
LQ0754	佛說入無分別法門經   	HUNZ1166	1	1	186	186	
LQ1645	六十頌如理論	HUNZ1167	1	1	186	186	
LQ1424	佛說寶帶陀羅尼經   	HUNZ1168	1	1	186	186	
LQ1460	佛說金身陀羅尼經	HUNZ1169	1	1	186	186	
LQ0904	佛說金剛場莊嚴般若波羅蜜多教中一分	HUNZ1170	1	1	186	186	
LQ1751	佛吉祥德讃	HUNZ1171	1	1	186	186	
LQ0474	佛說初分說經	HUNZ1172	2	2	186	186	
LQ0090	佛說息諍因縁經	HUNZ1173	1	1	186	186	
LQ0363	 佛說無畏授所問大乗經	HUNZ1174	3	3	186	186	
LQ0142	佛說月喻經	HUNZ1175	1	1	186	186	
LQ0123	佛說醫喻經	HUNZ1176	1	1	186	186	實體經文名為“無量義經序”
LQ1646	大乗二十頌論	HUNZ1177	1	1	186	186	
LQ0902	佛說秘密相經	HUNZ1178	3	3	186	186	
LQ1585	佛母般若波羅密多圓集要義釋論	HUNZ1179	4	4	186	186	
LQ0233	佛說福力太子因縁經	HUNZ1180	3	3	186	186	
LQ0012	佛說尼拘陀梵志經	HUNZ1181	2	2	186	186	
LQ1584	佛母般若波羅蜜多圓集要義論      	HUNZ1182	1	1	186	186	
LQ0211	佛說灌頂王喻經	HUNZ1183	1	1	186	186	
LQ1476	廣大發願頌	HUNZ1184	1	1	186	186	
LQ0010	佛說白衣金幢二婆羅門縁起經	HUNZ1185	3	3	186	186	
LQ0900	佛說一切如來眞實攝大乗現證三昧大教王經	HUNZ1186	30	30	186	187	
LQ2293	大乗本生心地觀經	HUNZ1187	8	8	187	187	
LQ1725	大乗寶要義論	HUNZ1188	10	10	188	188	
LQ0662	佛說除蓋障菩薩所問經	HUNZ1189	20	20	188	188	
LQ0603	 佛說大乗大方廣佛冠經	HUNZ1190	2	2	188	188	
LQ0570	佛說身毛喜豎經	HUNZ1191	3	3	188	188	
LQ1583	聖佛母般若波羅蜜多九頌精義論	HUNZ1192	2	2	188	188	
LQ1565	佛說八種長養功德經	HUNZ1193	1	1	188	188	
LQ1242	不動使者陀羅尼秘密法	HUNZ1194	1	1	188	188	
LQ1055	金剛恐怖集會方廣軌儀觀自在菩薩三丗最勝心明王經	HUNZ1195	1	1	188	188	
LQ0883	金剛頂一切如來眞實攝大乗現證大教王經	HUNZ1196	3	3	188	188	卷上
LQ1268	金剛恐怖集會方廣軌儀觀自在菩薩三丗最勝心明王大威力鳥樞瑟摩明王經	HUNZ1197	3	3	188	188	卷下
LQ0894	金剛頂經瑜伽修習毗盧遮那三摩地法	HUNZ1198	1	1	188	188	
LQ0970	一字竒特佛頂經	HUNZ1199	3	3	188	188	
LQ1061	阿唎多羅陀羅尼阿嚕力品	HUNZ1200	1	1	188	188	
LQ0822	金剛頂瑜伽念珠經   	HUNZ1201	1	1	189	189	
	佛說大方廣曼殊室利經   	HUNZ1202	1	1	189	189	
LQ1025	大樂金剛不空眞實三麼耶般若波羅蜜多理趣經	HUNZ1203	1	1	189	189	
LQ1095	十一面觀自在菩薩心密言念誦儀軌經	HUNZ1204	3	3	189	189	
LQ0454	 百千頌大集經地藏菩薩請問法身贊 	HUNZ1205	1	1	189	189	
LQ1294	佛說大吉祥天女十二契一百八名無垢大乗經 	HUNZ1206	1	1	189	189	
LQ0328	普賢菩薩行願贊	HUNZ1207	1	1	189	189	
LQ1210-1	金剛頂經瑜伽文殊菩師利菩薩法一品	HUNZ1208	1	1	189	189	
LQ0967	菩提場所說一字頂輪王經	HUNZ1209	5	5	189	189	
LQ1240-1	底哩三昧耶不動尊威怒王使者念誦法	HUNZ1210	1	1	189	189	
LQ1038	佛說出生無邊門陀羅尼經         	HUNZ1211	1	1	189	189	
LQ1044-1	一切如來心秘密全身舍利寶篋印陀羅尼經	HUNZ1212	1	1	189	189	
LQ1293-1	佛說大吉祥天女十二名號經	HUNZ1213	1	1	189	189	
	佛說一切如來金剛壽命陀羅尼經	HUNZ1214	1	1	189	189	
LQ0887	金剛頂瑜伽經十八會指歸	HUNZ1215	1	1	189	189	
LQ0272	仁王護國般若波羅蜜經	HUNZ1216	2	2	189	189	序
LQ1027-1	大寶廣博樓閣善住秘密陀羅尼經	HUNZ1217	3	3	189	189	
LQ1014	大雲輪請雨經	HUNZ1218	2	2	189	189	
LQ0800	慈氏菩薩所說大乗縁生稻簳喻經	HUNZ1219	1	1	189	189	
LQ1305-1	佛說穰麌黎童女經   	HUNZ1220	1	1	189	189	
LQ1201	佛說雨寶陀羅尼經	HUNZ1221	1	1	189	189	
LQ1030	菩提場莊嚴陀羅尼經	HUNZ1222	1	1	189	189	
LQ1133	 葉衣觀自在菩薩經   	HUNZ1223	1	1	189	189	
LQ1285	毗沙門天王經   	HUNZ1224	1	1	189	189	
LQ1302	訶利帝母眞言法	HUNZ1225	1	1	189	189	
LQ0358	佛說三十五佛名禮懺文            	HUNZ1226	1	1	189	189	
LQ1354	佛說救拔焰口餓鬼陀羅尼經	HUNZ1227	1	1	189	189	序
LQ1059	觀自在菩薩說普賢陀羅尼經	HUNZ1228	1	1	189	189	第一卷的序
LQ1207	八大菩薩曼荼羅經	HUNZ1229	1	1	189	189	
LQ1372	能淨一切眼疾病陀羅尼經	HUNZ1230	1	1	189	189	
LQ1370	除一切疾病陀羅尼經	HUNZ1231	1	1	189	189	
LQ0891	金剛頂蓮華部心念誦儀軌	HUNZ1232	1	1	189	189	
LQ1078	金剛頂瑜伽千手千眼觀自在菩薩修行儀軌經	HUNZ1233	1	1	189	189	
LQ0938	阿閦如來念誦供養法   	HUNZ1234	1	1	189	189	
LQ0988	佛頂尊勝陀羅尼念誦儀軌	HUNZ1235	1	1	189	189	
LQ1157	普賢金剛薩埵瑜伽念誦儀   	HUNZ1236	1	1	189	189	
LQ0637	文殊問經字母品第十四	HUNZ1237	1	1	189	189	
LQ1165	金剛王菩薩秘密念誦儀軌   	HUNZ1238	1	1	189	189	
LQ1156	金剛頂勝初瑜伽普賢菩薩念誦法經	HUNZ1239	1	1	189	189	
LQ0776	大乗密嚴經	HUNZ1240	3	3	190	190	
LQ1025	大樂金剛不空真實三昧邪經般若波羅密多理趣釋	HUNZ1241	2	2	190	190	上
LQ0926-1	金剛頂瑜伽護摩儀軌	HUNZ1242	1	1	190	190	中
LQ1158	金剛頂瑜伽金剛薩埵五秘密修行念誦儀軌	HUNZ1243	1	1	190	190	下
LQ1041	大方廣佛華嚴經入法界品四十二字觀            	HUNZ1244	1	1	190	190	
LQ1026	般若波羅蜜多理趣經大安樂不空三昧眞實金剛菩薩等一十七聖大曼荼羅義述 	HUNZ1245	1	1	190	190	
LQ0921-1	 陀羅尼門諸部要目	HUNZ1246	1	1	190	190	
