龍泉編碼	高麗編碼	實體經名	卷序号	實際卷數	卷序号	起始册碼	終止冊碼	備註	
LQ0071	GL1267	佛說護國經	1	1	1	62	62		
LQ0270	GL1268	佛說最上根本大樂金剛不空三昧大教王經	7	7	7	62	62		
LQ3947	GL1269	新集藏經音義隨凾錄	30	30	30	62	63		
LQ3914	GL1270	御製蓮華心輪廻文偈頌	25	25	25	64	64		
LQ3911	GL1271	御製祕藏詮	30	30	30	64	64		
LQ3915	GL1272	御製逍遙詠	11	11	11	64	64		
LQ3916	GL1273	御製緣識	5	5	5	64	64		
LQ0324	GL1274	大方廣佛華嚴經	40	40	40	64	64		
LQ2009	GL1275	新華嚴經論	40	40	40	64	65		
LQ1270	GL1276	穢跡金剛禁百變法經	1	1	1	65	65		
LQ1269	GL1277	穢跡金剛說神通大滿陀羅尼法術靈要門	1	1	1	65	65		
LQ1268	GL1278	大威力烏樞瑟摩明王經	3	3	3	65	65		
LQ0279	GL1279	普遍智藏般若波羅蜜多心經	1	1	1	65	65		
LQ0894	GL1280	金剛頂經瑜伽修習毘盧遮那三摩地法	1	1	1	65	65		
LQ1084-1	GL1281	千手千眼觀世音菩薩大身咒本	1	1	1	65	65		
LQ1083	GL1282	千手千眼觀自在菩薩廣大圓滿無礙大悲心陀羅尼呪本	1	1	1	65	65		
LQ1242	GL1283	不動使者陀羅尼秘密法	1	1	1	65	65		
LQ1215-1	GL1284	大乘瑜伽金剛性海曼殊室利千臂千鉢大教王經	10	10	10	65	65		
LQ0822	GL1285	金剛頂瑜伽念珠經	1	1	1	65	65		
LQ0883	GL1286	金剛頂一切如來眞實攝大乘現證大教王經	3	3	3	65	65		
LQ0269	GL1287	大樂金剛不空眞實三摩耶經	1	1	1	65	65		
LQ1134	GL1288	佛說大方廣曼殊室利經	1	1	1	65	65		
LQ0970	GL1289	一字奇特佛頂經	3	3	3	65	65		
LQ1055	GL1290	金剛恐怖集會方廣軌儀觀自在菩薩三世最勝心明王經	1	1	1	65	65		
LQ1039	GL1291	出生無邊門陀羅尼經	1	1	1	65	65		
LQ1210-1	GL1292	金剛頂經瑜伽文殊師利菩薩法一品	1	1	1	65	65		
LQ1061	GL1293	阿唎多羅陀羅尼阿嚕力經	1	1	1	65	65		
LQ0328	GL1294	普賢菩薩行願讚	1	2	1	65	65		
LQ0454	GL1295	百千頌大集經地藏菩薩請問法身讚	1	1	1	65	65		
LQ1294	GL1296	大吉祥天女十二契一百八名無垢大乘經	1	1	1	65	65		
QL1240-1	GL1297	底哩三昧耶不動尊威怒王使者念誦法	1	1	1	65	65	358-366頁缺失。	
QL1095	GL1298	十一面觀自在菩薩心密言儀軌經	3	3	3	65	65		
QL1044-1	GL1299	一切如來心祕密全身舍利寳篋印陀羅尼經	1	1	1	65	65		
QL1293-1	GL1300	佛說大吉祥天女十二名號經	1	1	1	65	65		
QL0887	GL1301	金剛頂經瑜伽十八會指歸	1	1	1	65	65		
QL0967	GL1302	菩提場所說一字頂輪王經	5	5	5	65	65		
QL0888	GL1303	略述金剛頂瑜伽分別聖位修證法門	1	1	1	65	65		
QL1170	GL1304	佛說一切如來金剛壽命陀羅尼經	1	1	1	65	65		
QL1004	GL1305	佛母大孔雀明王經	3	3	3	65	65		
QL1013	GL1306	大雲輪請雨經	2	2	2	65	65		
QL1201	GL1307	佛說雨寶陀羅尼經	1	1	1	65	65		
QL1305-2	GL1308	觀自在菩薩化身蘘麌哩曳童女銷伏毒害陀羅尼經	1	1	1	65	65		
QL0800	GL1309	慈氏菩薩所說大乘緣生稻簳喩經	1	1	1	65	65		
QL1029-1	GL1310	大寶廣博樓閣善住秘密陀羅尼經	3	3	3	65	65		
QL1030	GL1311	菩提場莊嚴陀羅尼經	1	1	1	65	65		
QL1370	GL1312	除一切疾病陀羅尼經	1	1	1	65	65		
QL1372	GL1313	能淨一切眼疾病陀羅尼經	1	1	1	65	65		
QL1354	GL1314	佛說救拔焰口餓鬼陀羅尼經	1	1	1	65	65		
QL0358	GL1315	佛說三十五佛名禮懺文	1	1	1	65	65		
QL1207	GL1316	八大菩薩曼荼羅經	1	1	1	65	65		
QL1133	GL1317	葉衣觀自在菩薩經	1	1	1	65	65		
QL1302	GL1318	訶利帝母眞言經	1	1	1	65	65		
QL1285	GL1319	毘沙門天王經	1	1	1	65	65		
QL1059	GL1320	觀自在菩薩說普賢陀羅尼經	1	1	1	65	65		
QL0637	GL1321	文殊問經字母品	1	1	1	65	65		
QL0891	GL1322	金剛頂蓮華部心念誦儀軌	1	1	1	65	65		
QL1078	GL1323	金剛頂瑜伽千手千眼觀自在菩薩修行儀軌經	2	2	2	65	65		
QL0947	GL1324	無量壽如來觀行供養儀軌	1	1	1	65	65		
QL0938	GL1325	阿閦如來念誦供養法	1	1	1	65	65		
QL0988	GL1326	佛頂尊勝陀羅尼念誦儀軌法	1	1	1	65	65		
QL1156	GL1327	金剛頂勝初瑜伽普賢菩薩念誦法	1	1	1	65	65		
QL1165	GL1328	金剛王菩薩秘密念誦儀軌	1	1	1	65	65		
QL1157	GL1329	普賢金剛薩埵略瑜伽念誦儀軌	1	1	1	65	65		
QL1158	GL1330	金剛頂瑜伽金剛薩埵五密秘修行念誦儀軌	1	1	1	65	65		
QL1166	GL1331	金剛壽命陀羅尼念誦法	1	1	1	65	65		
QL0972	GL1332	一字頂輪王瑜伽觀行儀軌	1	1	1	65	65		
QL0971-1	GL1333	一字頂輪王念誦儀軌	1	1	1	65	65		
QL1017	GL1334	仁王般若念誦法	1	1	1	65	65		
QL1117-1	GL1335	觀自在菩薩如意輪念誦儀軌	1	1	1	65	65		
QL1181	GL1336	大虛空藏菩薩念誦法	1	1	1	65	65		
QL1054	GL1337	瑜伽蓮華部念誦法	1	1	1	65	65		
QL1251	GL1338	甘露軍茶利菩薩供養念誦成就儀軌	1	1	1	65	65		
QL1053	GL1339	聖觀自在菩薩心眞言瑜伽觀行儀軌	1	1	1	65	65		
QL1135	GL1340	金剛頂經多羅菩薩念誦法	1	1	1	65	65		
QL1041	GL1341	大方廣佛華嚴經入法界品四十二字觀門	1	1	1	65	65		
QL1235	GL1342	大聖文殊師利菩薩讚佛法身禮	1	1	1	65	65		
QL0932	GL1343	受菩提心戒儀	1	1	1	65	65		
QL0896	GL1344	金剛頂經金剛界大道場毘盧遮那如來自受用身內證智眷屬法身異名佛最上乘秘密三摩地禮懺文	1	1	1	65	65		
QL1025	GL1345	大樂金剛不空眞實三昧耶經般若波羅蜜多理趣釋	2	2	2	65	65		
QL1026	GL1346	般若波羅蜜多理趣經大樂不空三昧眞實金剛薩埵菩薩等一十七聖大曼茶羅義述	1	1	1	65	65		
QL0926-1	GL1347	金剛頂瑜伽護摩儀軌	1	1	1	65	65		
QL0921-2	GL1348	都部陀羅尼目	1	1	1	65	65		
QL1712	GL1349	大乘緣生論	1	1	1	65	65		
QL1103	GL1350	七倶胝佛母所說准提陀羅尼經	1	1	1	65	65		
QL0444	GL1351	大集大虚空藏菩薩所问经	8	8	8	66	66		
QL1844	GL1352	仁王護國般若波羅蜜多經	2	2	2	66	66		
QL0351	GL1353	大聖文殊師利菩薩佛剎功德莊嚴經	3	4	3	66	66	卷下	
QL1016	GL1354	仁王護國般若波羅蜜多經陀羅尼念誦儀軌	1	1	1	66	66		
QL1022	GL1355	成就妙法蓮華經王瑜伽觀智儀軌	1	1	1	66	66		
QL0776	GL1356	大乘密嚴經	3	3	3	66	66	唐不空譯	
QL1213	GL1357	五字陀羅尼頌	1	1	1	66	66		
QL1153-1	GL1358	金剛頂勝初瑜伽經中略出大樂金剛薩埵念誦儀	1	1	1	66	66		
QL1152	GL1359	大樂金剛薩埵修行成就儀軌	1	1	1	66	66		
QL1301	GL1360	大藥叉女歡喜母并愛子成就法	1	1	1	66	66		
QL1191	GL1361	普遍光明清淨熾盛如意寶印心無能勝大明王大隨求陀羅尼經	2	2	2	66	66	卷下	
QL1211	GL1362	金剛頂超勝三界經說文殊五字真言勝相	1	1	1	66	66		
QL1254-1	GL1363	聖閻曼德迦威怒王立成大神驗念誦法	1	1	1	66	66		
QL1317	GL1364	文殊師利菩薩根本大教王經金翅鳥王品	1	1	1	66	66		
QL1129;1131	GL1365	不空羂索毗盧遮那佛大灌頂光真言	1	1	1	66	66		
QL1296-1	GL1366	佛說摩利支天菩薩陀羅尼經	1	1	1	66	66		
QL1263-1	GL1367	聖迦柅忿怒金剛童子菩薩成就儀軌經	3	3	3	66	66	卷下	
QL1266	GL1368	大威怒鳥蒭瑟麼儀軌經	1	1	1	66	66		
QL0671	GL1369	佛為優填王說王法政論經	1	1	1	66	66		
QL0974	GL1370	金剛頂經一字頂輪王瑜伽一切時處念誦成佛儀軌	1	1	1	66	66		
QL0761	GL1371	大方廣如來藏經	1	2	1	66	66		
QL1143	GL1372	佛說一髻尊陀羅尼經	1	1	1	66	66		
LQ1318	GL1373	速疾立验魔醯首羅天說阿尾奢法	1	1	1	66	66		
LQ0874	GL1374	大日經略攝念誦隨行法	1	1	1	66	66		
LQ1210-2	GL1375	金剛頂經瑜伽文殊師利菩薩供養儀軌	1	1	1	66	66		
LQ0873	GL1376	大毗盧遮那成佛神變加持經略示七支念誦隨行法	1	1	1	66	66		
LQ1214	GL1377	曼殊室利童子菩薩五字瑜伽法	1	1	1	66	66		
LQ1062	GL1378	金剛頂降三世大儀軌	1	1	1	66	66		
LQ1340	GL1379	文殊師利菩薩及諸仙所說吉凶時日善惡宿曜經	2	2	2	66	66		
LQ0949	GL1380	金剛頂經觀自在王如來修行法	1	1	1	66	66		
LQ1735	GL1381	金剛頂瑜伽中發阿耨多羅三藐三菩提心論	1	1	1	66	66		
LQ0898	GL1382	瑜伽金剛頂經釋字母品	1	1	1	66	66		
LQ1189	GL1383	修習般若波羅蜜菩薩觀行念誦儀軌	1	1	1	66	66		
LQ0965	GL1384	金輪王佛頂要略念誦法	1	1	1	66	66		
LQ1018	GL1385	仁王般若陀羅尼釋	1	1	1	66	66		
LQ1051	GL1386	觀自在大悲成就瑜伽蓮華部念誦法們	1	1	1	66	66		
LQ1010-1	GL1387	佛說大孔雀明王畫像壇場儀軌	1	1	1	66	66		
LQ1239	GL1388	金剛手光明灌頂經最勝立印聖無動尊大威怒王念誦儀軌法品	1	1	1	66	66		
LQ1295	GL1389	末利支提婆華鬘經	1	1	1	66	66		
LQ1307	GL1390	大聖天歡喜雙身毗那夜迦法	1	1	1	66	66		
LQ1118	GL1391	觀自在菩薩如意輪瑜伽	1	1	1	66	66		
LQ1249	GL1392	金剛頂瑜伽降三世成就極深密門	1	1	1	66	66		
LQ0291	GL1393	大乘理趣六波羅密多經	10	10	10	66	66		
LQ0685	GL1394	大花嚴長者問佛那羅延力經	1	1	1	66	66		
LQ0246	GL1395	般若波羅蜜多經	1	1	1	66	66		
LQ1019	GL1396	守護國界主陀羅尼經	10	10	10	66	66		
LQ0219	GL1397	大唐新翻譯大乘本生心地觀經	8	8	8	66	66		
LQ0125	GL1398	佛說十力經	1	1	1	66	66		
LQ1020	GL1399	佛說迴向輪經	1	1	1	66	66		
LQ0318	GL1400	佛說十地經	9	9	9	66	66		
LQ1509	GL1401	根本說一切有部毗奈耶藥事	18	18	18	66	67		
LQ1511	GL1402	根本說一切有部毗奈耶破僧事	20	20	20	67	67		
LQ1505	GL1403	根本說一切有部毗奈耶出家事	4	4	4	67	67		
LQ1506	GL1404	根本說一切有部毗奈耶安居事	1	1	1	67	67		
LQ1507	GL1405	根本說一切有部毗奈耶隨意事	1	1	1	67	67		
LQ1508	GL1406	根本說一切有部毗奈耶皮革事	2	2	2	67	67	卷下	
LQ1510	GL1407	根本說一切有部毗奈耶羯耻那衣事	1	1	1	67	67		
LQ1739	GL1408	大宗地玄文本論	20	20	20	67	67		
LQ1738	GL1409	釋摩訶衍論	10	10	10	67	67		
LQ3969	GL1410	大唐貞元續開元釋教錄	3	3	3	67	67	卷下	
LQ3971	GL1411	大唐保大乙巳歲續貞元釋教錄	1	1	1	67	67		
LQ3637	GL1412	唐護法沙門法琳別傳	3	3	3	67	67	卷下	
LQ3970	GL1413	貞元新定釋教目錄	30	30	30	67	68		
LQ4011	GL1414	高麗國新雕大藏校正別錄	30	30	30	68	68		
LQ0410	GL1415	大般涅槃經	36	36	36	68	69		劉宋慧嚴等
LQ0611	GL1416	佛名經	30	30	30	69	69		失譯
LQ4009	GL1417	大藏目錄	3	3	3	69	69		
LQ3888	GL1418	法苑珠林	100	100	100	69	71		
LQ0109	GL1419	法印經	1	1	1	71	71		
LQ0727	GL1420	未曾有正法經	6	6	6	71	71		
LQ0165	GL1421	分別緣生經	1	1	1	71	71		
LQ0016	GL1422	大生義經	1	1	1	71	71		
LQ0088	GL1423	分別布施經	1	1	1	71	71		
LQ0464	GL1424	大集會正法經	5	5	5	71	71		
LQ0030	GL1425	園生樹經	1	1	1	71	71		
LQ1075	GL1426	聖觀自在菩薩功德讚	1	1	1	71	71		
LQ0273	GL1427	了義般若波羅蜜多經	1	1	1	71	71		
LQ0957	GL1428	帝釋巖祕密成就儀軌	1	1	1	71	71		
LQ0666	GL1429	勝軍王所問經	1	1	1	71	71		
LQ0903	GL1430	一切如來金剛三業最上祕密大教王經	7	7	7	71	71		
LQ1228	GL1431	最勝妙吉祥根本智最上祕密一切名義三摩地分	2	2	2	71	71	卷下	
LQ1717	GL1432	諸教決定名義論	1	1	1	71	71		
LQ0860	GL1433	大方廣未曾有經善巧方便品	1	1	1	71	71		
LQ0040	GL1434	輪王七寶經	1	1	1	71	71		
LQ0254	GL1435	佛母出生三法藏般若波羅蜜多經	25	25	25	71	71		
LQ0376	GL1436	大方廣善巧方便經	4	4	4	71	71		
LQ0859	GL1437	大乘不思議神通境界經	3	3	3	71	71	卷下	
LQ0853	GL1438	發菩提心破諸魔經	2	2	2	71	71	卷下	
LQ0283	GL1439	聖佛母般若波羅蜜多經	1	1	1	71	71		
LQ0153	GL1440	給孤長者女得度因綠經	3	3	3	71	71	卷下	
LQ0013	GL1441	大集法門經	2	2	2	71	71	卷下	
LQ1728	GL1442	集諸法寶最上義論	2	2	2	71	71	卷下	
LQ0085	GL1443	淨意優婆塞所問經	1	1	1	71	71		
LQ1731	GL1444	菩提心離相論	1	1	1	71	71		
LQ1644	GL1445	大乘破有論	1	1	1	71	71		
LQ0905	GL1446	無二平等最上瑜伽大教王教	6	6	6	71	71		
LQ1727	GL1447	集大乘相論	2	2	2	71	71	卷下	
LQ1190	GL1448	佛母般若波羅蜜多大明觀想儀軌	1	1	1	71	71		
LQ0500	GL1449	光明童子因綠經	4	4	4	71	71		
LQ0754	GL1450	入無分別法門經	1	1	1	71	71		
LQ1424	GL1451	寶帶陀羅尼經	1	1	1	72	72		
LQ1460	GL1452	金身陀羅尼經	1	1	1	72	72		
LQ1645	GL1453	六十頌如理論	1	1	1	72	72		
LQ0904	GL1454	金剛場莊嚴般若波羅蜜多教中一分	1	1	1	72	72		
LQ1751	GL1455	佛吉祥德讚	3	3	3	72	72	卷下	
LQ0090	GL1456	息諍因綠經	1	1	1	72	72		
LQ1646	GL1457	大乘二十頌論	1	1	1	72	72		
LQ0123	GL1458	醫喩經	1	1	1	72	72		
LQ0142	GL1459	月喩經	1	1	1	72	72		
LQ0474	GL1460	初分說經	2	2	2	72	72	卷下	
LQ1734	GL1461	廣釋菩提心論	4	4	4	72	72		
LQ2312	GL1462	如幻三摩地無量印法門經	3	3	3	72	72	卷下	
LQ0140	GL1463	蟻喩經	1	1	1	72	72		
LQ0906	GL1464	一切祕密最上名義大教王儀軌	2	2	2	72	72	卷下	
LQ0008	GL1465	大堅固婆羅門綠起經	2	2	2	72	72	卷下	
LQ0901	GL1466	祕密三昧大教王經	4	4	4	72	72		
LQ0275	GL1467	聖八千頌般若波羅蜜多一百八名眞實圓義陀羅尼經	1	1	1	72	72		
LQ1128	GL1468	聖觀自在菩薩不空王祕密心陀羅尼經	1	1	1	72	72		
LQ1420	GL1469	施一切無畏陀羅尼經	1	1	1	72	72		
LQ1584;1585	GL1470	佛母般若波羅蜜多圓集要義論	1	1	1	72	72		
LQ1584	GL1471	佛母般若波羅蜜多圓集要義釋論	4	4	4	72	72		藏经对勘表中有相同两个经名文件1584.1585
LQ0211	GL1472	灌頂王喩經	1	1	1	72	72		
LQ1746	GL1473	廣大發願頌	1	1	1	72	72		
LQ	GL1474	祕密相經	3	3	3	72	72	卷下	
LQ0012	GL1475	尼拘陀梵志經	2	2	2	72	72	卷下	
LQ0010	GL1476	白衣金幢二婆羅門綠起經	3	3	3	72	72	卷下	
LQ0758	GL1477	金光明經	4	4	4	72	72		
LQ0900	GL1478	一切如來眞實攝大乘現證三昧大教王經	30	30	30	72	72		
LQ0233	GL1479	福力太子因緣經	4	4	4	72	72		
LQ0363	GL1480	無畏授所問大乘經	3	3	3	72	72	卷下	
LQ0225	GL1481	頂生王因緣經	6	6	6	72	72		
LQ0120	GL1482	勝義空經	1	1	1	72	72		
LQ0150	GL1483	五大施經	1	1	1	72	72		
LQ0110	GL1484	隨勇尊者經	1	1	1	72	72		
LQ0126	GL1485	佛十力經	1	1	1	72	72		
LQ0128	GL1486	淸淨心經	1	1	1	72	72		
LQ1725	GL1487	大乘寶要義論	10	10	10	72	72		
LQ0662	GL1488	除蓋障菩薩所問經	20	20	20	72	72		
LQ0570	GL1489	身毛喜豎經	3	3	3	72	72	卷下	
LQ1583	GL1490	聖佛母般若波羅蜜多九頌精義論	2	2	2	72	72	卷下	
LQ0603	GL1491	大乘大方廣佛冠經	2	2	2	72	72	卷下	
LQ1565	GL1492	八種長養功德經	1	1	1	72	72		
LQ0442	GL1493	海意菩薩所問淨印法門經	18	18	18	72	72		
LQ1637	GL1494	大乘中觀釋論	18	18	18	72	73		
LQ0501	GL1495	金色童子因緣經	12	12	12	73	73		
LQ1607	GL1496	施設論	7	7	7	73	73		
LQ0290	GL1497	開覺自性般若波羅蜜多經	4	4	4	73	73		
LQ0344	GL1498	如來不思議祕密大乘經	20	20	20	73	73		
LQ0348	GL1499	大乘菩薩藏正法經	40	40	40	73	73		
LQ1726	GL1500	大乘集菩薩學論	25	25	25	73	73		
LQ0387	GL1501	大乘入諸佛境界智光明莊嚴經	5	5	5	73	73		
LQ0546	GL1502	六趣輪廻經	1	1	1	73	73		
LQ0547	GL1503	十不善業道經	1	1	1	73	73		
LQ1702	GL1504	尼乾子問無我義經	1	1	1	73	73		
LQ1757	GL1505	事師法五十頌	1	1	1	73	73		
LQ0548	GL1506	諸法集要經	10	10	10	73	73		
LQ1741	GL1507	福蓋正行所集經	12	12	12	73	73		
LQ0352	GL1508	父子合集經	20	20	20	73	73		
LQ3946	GL1509	續一切經音義	10	10	10	73	73		
LQ3945	GL1510	一切經音義	100	100	100	74	77		
LQ3008	GL1511	宗鏡錄	100	100	100	77	77		
LQ3564	GL1512	南明泉和尚頌證道歌事實	3	3	3	78	78		
LQ1987	GL1513	金剛三昧經論	3	3	3	78	78	卷下	
LQ2622	GL1514	法界圖記叢髓錄	4	4	4	78	78		
LQ3701	GL1515	祖堂集	20	20	20	78	78		
LQ3981	GL1516	大藏一覽集	10	10	10	78	78		
LQ3549	GL1517	禪門拈頌集	30	31	30	79	79		
LQ1993	GL1518	大方廣佛華嚴經搜玄分齊通智方軌	5	5	5	79	79		
LQ2650	GL1519	十句章圓通記	2	2	2	79	79		
LQ2651	GL1520	釋華嚴旨歸章圓通鈔	2	2	2	79	79		
LQ2652	GL1521	華嚴經三寶章圓通記	2	2	2	79	79		
LQ2653	GL1522	釋華嚴教分記圓通鈔	10	10	10	80	80		
LQ3846	GL1523	禮念彌陀道場懺法	10	10	10	80	80		
LQ2703	GL1524	慈悲道場懺法	10	10	10	80	80		
LQ1995	GL1525	華嚴經探玄記	20	20	20	80	80		
LQ4010-1	GL1526	高麗大藏經補遺目錄	1	1	1	80	80		
