龍泉編碼	磧砂藏实体经名	磧砂编码	经文名称	卷序号	实际卷数	起始册号	起始页码	终止册号	终止页码	
LQ1079	千手千眼觀世音菩薩姥陀羅尼身經	QS0313	千手千眼觀世音菩薩姥陀羅尼身經	1	1	34	359	34	376	
LQ1114	觀世音菩薩秘密藏神呪經	QS0314	觀世音菩薩秘密藏神呪經	1	1	34	377	34	384	
LQ1115	觀世音菩薩如意摩尼陀羅尼經	QS0315	觀世音菩薩如意摩尼陀羅尼經	1	1	34	384	34	388	
LQ1082-1	千手千眼觀世音菩薩廣大圓滿無礙大悲心陀羅尼經	QS0316	千手千眼觀世音菩薩廣大圓滿無礙大悲心陀羅尼經	1	1	34	390	34	404	
LQ1127	不空羂索神呪心經	QS0317	不空羂索神呪心經	1	1	34	404	34	413	
LQ1113	佛說觀自在菩薩如意心陀羅尼呪經	QS0318	佛說觀自在菩薩如意心陀羅尼呪經	1	1	34	414	34	416	
LQ1112	如意輪陀羅尼經	QS0320	如意輪陀羅尼經	1	1	34	418	34	436	
LQ1220	大方廣菩薩藏經中文殊師利根本一字陀羅尼法	QS0321	大方廣菩薩藏經中文殊師利根本一字陀羅尼法	1	1	34	437	34	439	
LQ1221	曼殊室利菩薩呪藏中一字呪王經	QS0322	曼殊室利菩薩呪藏中一字呪王經	1	1	34	440	34	442	
LQ1394	稱讚如來功德神呪經	QS0323	稱讚如來功德神呪經	1	1	34	442	34	444	
LQ1393	十二佛名神呪校量功德除障滅罪經	QS0324	十二佛名神呪校量功德除障滅罪經	1	1	34	445	34	449	
LQ1005	佛說孔雀王呪經	QS0325	佛說孔雀王呪經	2	2	34	463	34	480	
		QS0326	大孔雀王神呪經	1	1	34	482	34	485	
LQ1008	佛說大金色孔雀王呪經	QS0327	佛說大金色孔雀王呪經	1	1	34	486	34	492	
LQ1007	大金色孔雀王呪經	QS0329	大金色孔雀王呪經	1	1	34	493	34	500	
LQ1006	佛說大孔雀呪王經	QS0330	佛說大孔雀呪王經	3	3	34	531	34	541	
LQ0919	佛說陀羅尼集經	QS0331	佛說陀羅尼集經	12	12	34	108	35	139	
LQ1104	佛說七俱胘佛母大準提陀羅尼經	QS0332	佛說七俱胘佛母大準提陀羅尼經	1	1	35	140	35	142	
LQ1057	千轉陁羅尼觀世音菩薩呪	QS0333	千轉陁羅尼觀世音菩薩呪	1	1	35	143	35	145	
LQ1056	呪五首經	QS0334	呪五首經	1	1	35	145	35	145	
LQ1218	六字大陀羅尼呪經	QS0335	六字大陀羅尼呪經	1	1	35	146	35	147	
		QS0336	摩利支天經	1	1	35	148	35	148	
LQ1102	佛說七俱胝佛母准提大明陀羅尼經	QS0337	佛說七俱胝佛母准提大明陀羅尼經	1	1	35	149	35	161	
LQ1096	佛說十一面觀世音神呪經	QS0338	佛說十一面觀世音神呪經	1	1	35	161	35	168	
LQ1097	十一面神呪心經	QS0339	十一面神呪心經	1	1	35	169	35	175	
LQ0985-2	呪三首經	QS0340	呪三首經	1	1	35	176	35	176	
LQ1136-3	觀自在菩薩怛縛多唎隨心陀羅尼經	QS0341	觀自在菩薩怛縛多唎隨心陀羅尼經	1	1	35	177	35	194	
LQ1385	種種雜呪經	QS0342	種種雜呪經	1	1	35	195	35	201	
LQ0984	佛頂尊勝陀羅尼經	QS0343	佛頂尊勝陀羅尼經	1	1	35	201	35	206	
LQ0985-1	佛頂最勝陀羅尼經	QS0344	佛頂最勝陀羅尼經	1	1	35	207	35	212	
LQ0983	佛頂尊勝陀羅尼經	QS0345	佛頂尊勝陀羅尼經	1	1	35	212	35	219	
LQ1032	佛說無量門微密持經	QS0346	佛說無量門微密持經	1	1	35	220	35	225	
LQ1033	佛說出生無量門持經	QS0347	佛說出生無量門持經	1	1	35	226	35	231	
LQ0987	佛說佛頂尊勝陀羅尼經	QS0348	佛說佛頂尊勝陀羅尼經	1	1	35	232	35	237	
LQ0986	佛說最勝佛頂陀羅尼淨除業障經	QS0349	佛說最勝佛頂陀羅尼淨除業障經	1	1	35	238	35	248	
LQ1035	阿難陀目佉尼呵離陀經	QS0350	阿難陀目佉尼呵離陀經	1	1	35	249	35	256	
LQ1037	舍利弗陀羅尼經	QS0351	舍利弗陀羅尼經	1	1	35	257	35	263	
LQ1034	阿難陀目佉尼呵離陀鄰尼經	QS0352	阿難陀目佉尼呵離陀鄰尼經	1	1	35	264	35	271	
LQ1036	佛說無量門破魔陀羅尼經	QS0353	佛說無量門破魔陀羅尼經	1	1	35	272	35	280	
LQ1031	佛說一向出生菩薩經	QS0354	佛說一向出生菩薩經	1	1	35	281	35	290	
LQ1038	出生無邊門陀羅尼經	QS0355	出生無邊門陀羅尼經	1	1	35	291	35	302	
LQ1410	勝幢臂印陀羅尼經	QS0356	勝幢臂印陀羅尼經	1	1	35	302	35	303	
LQ1411	妙臂印幢陀羅尼經	QS0357	妙臂印幢陀羅尼經	1	1	35	304	35	305	
LQ1389	佛說無崖際總持法門經	QS0358	佛說無崖際總持法門經	1	1	35	305	35	316	
LQ1390	尊勝菩薩所問一切諸法入無量門陀羅尼經	QS0359	尊勝菩薩所問一切諸法入無量門陀羅尼經	1	1	35	317	35	330	
LQ1392	金剛上味陀羅尼經	QS0360	金剛上味陀羅尼經	1	1	35	331	35	341	
LQ1391	金剛場陀羅尼經	QS0361	金剛場陀羅尼經	1	1	35	342	35	352	
LQ1182	虛空藏菩薩問七佛陀羅尼呪經	QS0362	虛空藏菩薩問七佛陀羅尼呪經	1	1	35	353	35	361	
LQ1403	華積陀羅尼神呪經	QS0364	華積陀羅尼神呪經	1	1	35	362	35	363	
LQ1404	師子奮迅菩薩所問經	QS0365	師子奮迅菩薩所問經	1	1	35	364	35	365	
LQ1405	佛說華聚陀羅尼呪經	QS0366	佛說華聚陀羅尼呪經	1	1	35	366	35	367	
LQ1066	六字呪王經	QS0367	六字呪王經	1	1	35	368	35	371	
LQ1067-2	六字神呪王經	QS0368	六字神呪王經	1	1	35	371	35	376	
LQ1183	如來方便善巧呪經	QS0369	如來方便善巧呪經	1	1	35	377	35	384	
LQ1398	佛說持句神呪經	QS0370	佛說持句神呪經	1	1	35	384	35	385	
LQ1399	佛說陁鄰尼鉢經	QS0371	佛說陁鄰尼鉢經	1	1	35	386	35	387	
		QS0373	東方最勝燈王如來遣二菩薩送呪奉釋迦如來護持世間經	1	1	35	388	35	397	
LQ1174	善法方便陁羅尼呪經	QS0374	善法方便陁羅尼呪經	1	1	35	399	35	402	
LQ1175-2	金剛秘密善門陁羅尼經	QS0375	金剛秘密善門陁羅尼經	1	1	35	402	35	406	
LQ1173	護命法門神呪經	QS0376	護命法門神呪經	1	1	35	407	35	415	
LQ1045	無垢淨光大陀羅尼經	QS0377	無垢淨光大陀羅尼經	1	1	35	416	35	425	
LQ1065	請觀世音菩薩消伏毒害陁羅尼呪經	QS0378	請觀世音菩薩消伏毒害陁羅尼呪經	1	1	35	426	35	434	
LQ0824	內藏百寶經	QS0379	內藏百寶經	1	1	35	434	35	439	
LQ0794	溫室洗浴眾僧經	QS0380	溫室洗浴眾僧經	1	1	35	440	35	442	
LQ0361	佛說須賴經	QS0381	佛說須賴經	1	1	35	443	35	457	
		QS0382	菩薩道樹經	1	1	35	458	35	467	
LQ0676	菩薩生地經	QS0383	菩薩生地經	1	1	35	468	35	470	
LQ0697	梵女首意經	QS0384	梵女首意經	1	1	35	471	35	474	
LQ0812	佛說四不可得經	QS0386	佛說四不可得經	1	1	35	475	35	478	
LQ0731	成具光明定意經	QS0387	成具光明定意經	1	1	35	479	35	495	
LQ0606	佛說寶網經	QS0388	佛說寶網經	1	1	35	496	35	515	
LQ0760	大方等如來藏經	QS0389	大方等如來藏經	1	1	35	516	35	523	
LQ0777	佛說諸德福田經	QS0390	佛說諸德福田經	1	1	35	524	35	528	
LQ0849	佛語經	QS0391	佛語經	1	1	35	529	35	531	
LQ0222	金色王經	QS0392	金色王經	1	1	35	532	35	538	
LQ0838	演道俗業經	QS0393	演道俗業經	1	1	35	539	35	546	
LQ0607	百佛名經	QS0394	百佛名經	1	1	35	547	35	551	
LQ0360	佛說須賴經	QS0395	佛說須賴經	1	1	35	552	35	562	
		QS0396	菩薩行五十緣身經	1	1	35	563	35	566	
LQ0362	菩薩修行經	QS0397	菩薩修行經	1	1	35	567	35	572	
LQ0595	稱揚諸佛功德經	QS0398	稱揚諸佛功德經	3	3	35	602	35	616	
LQ0713	須真天子經	QS0399	須真天子經	2	2	35	635	35	652	
LQ0418	摩訶摩耶經	QS0400	摩訶摩耶經	2	2	35	664	35	674	
LQ0805	除恐灾患經	QS0401	除恐灾患經	1	1	35	675	35	687	
LQ0404	觀世音菩薩得大勢菩薩受記經	QS0403	觀世音菩薩得大勢菩薩受記經	1	1	35	688	35	698	
LQ0823	佛說孛經抄	QS0404	佛說孛經抄	1	1	36	1	36	15	
LQ0718	佛說海龍王經	QS0405	佛說海龍王經	4	4	36	59	36	73	
LQ0742	佛說首楞嚴三昧經	QS0406	佛說首楞嚴三昧經	3	3	36	100	36	113	
LQ0308	佛說觀普賢菩薩行法經	QS0407	佛說觀普賢菩薩行法經	1	1	36	114	36	126	
LQ1199	佛說觀藥王藥上二菩薩經	QS0407	佛說觀藥王藥上二菩薩經	1	1	36	127	36	141	
LQ0654	不思議光菩薩所說經	QS0408	不思議光菩薩所說經	1	1	36	142	36	152	
LQ0341	十住斷結經	QS0409	十住斷結經	14	14	36	332	36	352	
LQ0827	諸佛要集經	QS0410	諸佛要集經	2	2	36	368	36	386	
LQ0806	佛說未曾有因緣經	QS0411	佛說未曾有因緣經	2	2	36	401	36	418	
LQ0755	菩薩瓔珞經	QS0412	菩薩瓔珞經	13	13	36	14	37	23	
		QS0413	超日明三昧經	2	2	37	44	37	61	
LQ0594	賢劫經	QS0414	賢劫經	10	10	37	196	37	213	
LQ1387	大法炬陀羅尼經	QS0415	大法炬陀羅尼經	20	20	37	430	37	442	
LQ1388	大威德陀羅尼經	QS0416	大威德陀羅尼經	20	20	37	643	37	649	
LQ0610	佛說佛名經	QS0417	佛說佛名經	12	12	38	171	38	189	
LQ0614	三劫三千佛名經	QS0418	三劫三千佛名經(又名：賢結千佛名經)	3	3	38	220	38	235	
LQ0613	五千五百佛名神呪除障滅罪經	QS0419	五千五百佛名神呪除障滅罪經	8	8	38	317	38	329	
LQ0608	佛說不思議功德諸佛所護念經	QS0420	佛說不思議功德諸佛所護念經	2	2	38	342	38	356	
LQ0756	佛說華手經	QS0421	佛說華手經	10	10	38	525	38	541	
LQ1386	大方等陀羅尼經	QS0422	大方等陀羅尼經	4	4	38	578	38	?	
LQ0465	僧伽吒經	QS0423	僧伽吒經	4	4	38	620	38	627	
LQ0747	力莊嚴三昧經	QS0424	力莊嚴三昧經	3	3	38	649	38	649	
LQ0857	大方廣圓覺修多羅了義經	QS0425	大方廣圓覺修多羅了義經	1	1	38	無	38	682	
LQ0743	觀佛三昧海經	QS0426	觀佛三昧海經	10	10	39	114	39	123	
LQ0216	大方便佛報恩經	QS0427	大方便佛報恩經	7	7	39	211	39	222	
LQ0215	菩薩本行經	QS0428	菩薩本行經	3	3	39	248	39	260	
LQ0807	法集經	QS0429	法集經	6	6	39	341	39	358	
LQ0749	觀察諸法行經	QS0430	觀察諸法行經	4	4	39	392	39	408	
LQ0419	菩薩處胎經	QS0431	菩薩處胎經	5	5	39	487	39	504	
LQ0735	弘道廣顯三昧經	QS0432	弘道廣顯三昧經	4	4	39	537	39	546	
LQ0795	佛說施燈功德經	QS0433	佛說施燈功德經	1	1	39	547	39	558	
LQ0139	央掘魔羅經	QS0434	央掘魔羅經	4	4	39	609	39	624	
LQ0655	無所有菩薩經	QS0435	無所有菩薩經	4	4	39	662	39	675	
LQ0439	佛說明度五十校計經	QS0436	佛說明度五十校計經	2	2	40	16	40	30	
LQ0420	中陰經	QS0437	中陰經	2	2	40	43	40	54	
LQ0301	大法鼓經	QS0438	大法鼓經	2	2	40	66	40	79	
LQ0636	文殊師利所問經	QS0439	文殊師利所問經	2	2	40	100	40	119	
LQ0651	月上女經	QS0440	月上女經	2	2	40	131	40	140	
LQ0839	大方廣如來秘密藏經	QS0441	大方廣如來秘密藏經	2	2	40	151	40	160	
LQ0775	大乘密嚴經	QS0442	大乘密嚴經	3	3	40	192	40	208	
LQ0854	占察善惡業報經	QS0443	占察善惡業報經	2	2	40	221	40	231	
LQ0421	佛說蓮華面經	QS0444	佛說蓮華面經	2	2	40	241	40	249	
LQ0629	文殊師利問菩薩署經	QS0445	文殊師利問菩薩署經	1	1	40	250	40	265	
LQ0786	大乘造像功德經	QS0446	大乘造像功德經	2	2	40	275	40	282	
LQ1027-2	廣大寶樓閣善住秘密陀羅尼經	QS0447	廣大寶樓閣善住秘密陀羅尼經	3	3	40	308	40	317	
LQ0968	一字佛頂輪王經	QS0448	一字佛頂輪王經	6	6	40	397	40	413	
LQ1222	大陀羅尼末法中一字心呪經	QS0449	大陀羅尼末法中一字心呪經	1	1	40	414	40	425	
LQ0962	大佛頂如來密因修證了義諸菩薩萬行首楞嚴經	QS0450	大佛頂如來密因修證了義諸菩薩萬行首楞嚴經	10	10	40	521	40	530	
LQ0865	大毗盧遮那成佛神變加持經	QS0451	大毗盧遮那成佛神變加持經	7	7	40	623	40	643	
LQ0914-1	蘇婆呼童子經	QS0452	蘇婆呼童子經	3	3	40	673	40	684	
LQ0911-1	蘇悉地羯羅經	QS0453	蘇悉地羯羅經	3	3	41	51	41	71	
LQ1028	牟梨曼陀羅呪經	QS0454	牟梨曼陀羅呪經	1	1	41	72	41	97	
LQ0884	金剛頂瑜伽中略出念誦經	QS0455	金剛頂瑜伽中略出念誦經	4	4	41	155	41	171	
LQ1382	七佛所說神呪經	QS0456	七佛所說神呪經	4	4	41	212	41	228	
LQ1383	大吉義神呪經	QS0457	大吉義神呪經	2	2	41	244	41	259	
LQ1226	文殊師利寶藏陀羅尼經	QS0458	文殊師利寶藏陀羅尼經	1	1	41	260	41	280	
LQ1048-1	金剛光焰止風雨陀羅尼經	QS0459	金剛光焰止風雨陀羅尼經	1	1	41	281	41	296	
LQ1278	阿吒婆拘鬼神大將上佛陀羅尼神呪經	QS0460	阿吒婆拘鬼神大將上佛陀羅尼神呪經	1	1	41	298	41	301	
LQ1414	佛說大普賢陀羅尼經	QS0461	佛說大普賢陀羅尼經	1	1	41	301	41	303	
LQ1415	佛說大七寶陀羅尼經	QS0462	佛說大七寶陀羅尼經	1	1	41	303	41	303	
LQ1068	六字大陀羅尼呪經	QS0463	六字大陀羅尼呪經	1	1	41	303	41	304	
LQ1440	佛說安宅神呪經	QS0464	佛說安宅神呪經	1	1	41	304	41	307	
LQ1425-2	幻師颰陀神呪經	QS0465	幻師颰陀神呪經	1	1	41	307	41	307	
LQ1452	佛說辟除賊害呪經	QS0466	佛說辟除賊害呪經	1	1	41	308	41	309	
LQ1374	佛說呪時氣病經	QS0467	佛說呪時氣病經	1	1	41	309	41	309	
LQ1375	佛說呪齒經	QS0468	佛說呪齒經	1	1	41	309	41	309	
LQ1376	佛說呪目經	QS0469	佛說呪目經	1	1	41	310	41	310	
LQ1377	佛說呪小兒經	QS0470	佛說呪小兒經	1	1	41	310	41	310	
LQ0403	阿彌陀鼓音聲王陀羅尼經	QS0471	阿彌陀鼓音聲王陀羅尼經	1	1	41	312	41	314	
LQ1439	佛說摩尼羅亶經	QS0472	佛說摩尼羅亶經	1	1	41	315	41	317	
LQ1049-1	佛說護諸童子陀羅尼呪經	QS0473	佛說護諸童子陀羅尼呪經	1	1	41	317	41	320	
LQ0936	諸佛心陀羅尼經	QS0474	諸佛心陀羅尼經	1	1	41	320	41	322	
LQ1441	拔濟苦難陀羅尼經	QS0475	拔濟苦難陀羅尼經	1	1	41	322	41	323	
LQ1412	八名普密陀羅尼經	QS0476	八名普密陀羅尼經	1	1	41	323	41	324	
LQ1200	佛說持世陀羅尼經	QS0477	佛說持世陀羅尼經	1	1	41	325	41	327	
LQ1406	佛說六門陀羅尼經	QS0478	佛說六門陀羅尼經	1	1	41	328	41	328	
LQ1060	清淨觀世音菩薩普賢陀羅尼經	QS0479	清淨觀世音菩薩普賢陀羅尼經	1	1	41	329	41	329	
LQ1437	佛說檀持羅麻油述經	QS0480	佛說檀持羅麻油述經	1	1	41	334	41	334	
LQ1168	諸佛集會陀羅尼經	QS0481	諸佛集會陀羅尼經	1	1	41	335	41	337	
LQ1444	佛說智炬陀羅尼經	QS0482	佛說智炬陀羅尼經	1	1	41	338	41	340	
LQ1192	佛說隨求即得大自在陀羅尼神呪經	QS0483	佛說隨求即得大自在陀羅尼神呪經	1	1	41	341	41	352	
LQ1416-1	百千印陀羅尼經	QS0484	百千印陀羅尼經	1	1	41	352	41	353	
LQ1355	佛說救面然餓鬼陀羅尼神呪經	QS0485	佛說救面然餓鬼陀羅尼神呪經	1	1	41	354	41	355	
LQ1422	莊嚴王陀羅尼呪經	QS0486	莊嚴王陀羅尼呪經	1	1	41	356	41	358	
LQ1196	香王菩薩陀羅尼呪經	QS0487	香王菩薩陀羅尼呪經	1	1	41	359	41	360	
LQ1442	佛說拔除罪障呪王經	QS0488	佛說拔除罪障呪王經	1	1	41	361	41	362	
LQ1421	佛說一切功德莊嚴王經	QS0489	佛說一切功德莊嚴王經	1	1	41	363	41	372	
LQ1180	虛空藏菩薩能滿諸願最勝心陀羅尼求聞持法	QS0490	虛空藏菩薩能滿諸願最勝心陀羅尼求聞持法	1	1	41	373	41	375	
LQ1409	佛說善夜經	QS0491	佛說善夜經	1	1	41	376	41	378	
LQ1212	金剛頂經曼殊室利菩薩五字心陀羅尼品	QS0492	金剛頂經曼殊室利菩薩五字心陀羅尼品	1	1	41	379	41	386	
LQ1119	觀自在如意輪菩薩瑜伽法要	QS0493	觀自在如意輪菩薩瑜伽法要	1	1	41	387	41	394	
LQ0774	佛說佛地經	QS0494	佛說佛地經	1	1	41	395	41	401	
LQ0424	佛遺教經	QS0495	佛遺教經	1	1	41	402	41	407	
LQ0852	出生菩提心經	QS0496	出生菩提心經	1	1	41	408	41	417	
LQ0722	佛說佛印三昧經	QS0497	佛說佛印三昧經	1	1	41	418	41	420	
LQ0640	文殊師利般涅槃經	QS0498	文殊師利般涅槃經	1	1	41	420	41	423	
LQ0183	異出菩薩本起經	QS0499	異出菩薩本起經	1	1	41	424	41	431	
LQ0699	佛說賢首經	QS0500	佛說賢首經	1	1	41	432	41	433	
LQ0615	千佛因緣經	QS0501	千佛因緣經	1	1	41	434	41	448	
LQ0229	佛說月明菩薩經	QS0502	佛說月明菩薩經	1	1	41	449	41	451	
LQ0698	佛說心明經	QS0503	佛說心明經	1	1	41	452	41	454	
LQ0602	佛說滅十方冥經	QS0504	佛說滅十方冥經	1	1	41	454	41	459	
LQ0242	佛說鹿母經	QS0505	佛說鹿母經	1	1	41	460	41	465	
LQ0714	佛說魔逆經	QS0506	佛說魔逆經	1	1	41	466	41	480	
LQ0230	佛說賴吒和羅所問德光太子經	QS0507	佛說賴吒和羅所問德光太子經	1	1	41	481	41	495	
LQ0715	商主天子所問經	QS0508	None	1	1	41	508	41	508	
LQ0842	諸法最上王經	QS0509	諸法最上王經	1	1	41	526	41	526	
LQ0816	大乘四法經	QS0510	大乘四法經	1	1	41	527	41	533	
LQ0657	離垢慧菩薩所問禮佛法經	QS0511	離垢慧菩薩所問禮佛法經	1	1	41	534	41	538	
LQ0748	寂照神變三摩地經	QS0512	寂照神變三摩地經	1	1	41	539	41	548	
LQ0792	佛說造塔功德經	QS0513	佛說造塔功德經	1	1	41	549	41	551	
LQ0762	佛說不增不減經	QS0514	佛說不增不減經	1	1	41	552	41	555	
LQ0702	佛說堅固女經	QS0515	佛說堅固女經	1	1	41	556	41	560	
LQ0703	佛說大乘流轉諸有經	QS0516	佛說大乘流轉諸有經	1	1	41	561	41	562	
LQ0237	佛說大意經	QS0517	佛說大意經	1	1	41	563	41	566	
LQ0605	受持七佛名號所生功德經	QS0518	受持七佛名號所生功德經	1	1	41	567	41	570	
LQ0721	佛為海龍王說法印經	QS0519	佛為海龍王說法印經	1	1	41	570	41	571	
LQ0793	右遶佛塔功德經	QS0520	右遶佛塔功德經	1	1	41	571	41	573	
LQ0426	般泥洹後灌臘經	QS0521	般泥洹後灌臘經	1	1	41	574	41	574	
LQ0223	妙色王因緣經	QS0522	妙色王因緣經	1	1	41	575	41	577	
LQ0224	佛說師子素馱娑王斷肉經	QS0523	佛說師子素馱娑王斷肉經	1	1	41	578	41	580	没有經名，请核对原文。
LQ0701	差摩婆帝受記經	QS0524	差摩婆帝受記經	1	1	41	581	41	583	
LQ0656	師子莊嚴王菩薩請問經	QS0525	師子莊嚴王菩薩請問經	1	1	41	584	41	587	
LQ0696	有德女所問大乘經	QS0526	有德女所問大乘經	1	1	41	588	41	590	
LQ0425	佛臨涅槃記法住經	QS0527	佛臨涅槃記法住經	1	1	41	591	41	594	
LQ0600	佛說八部佛名經	QS0528	佛說八部佛名經	1	1	41	594	41	596	
LQ0817	菩薩內習六波羅蜜經	QS0529	菩薩內習六波羅蜜經	1	1	41	597	41	599	
LQ0232	菩薩投身飼餓虎起塔因緣經	QS0530	菩薩投身飼餓虎起塔因緣經	1	1	41	600	41	608	
LQ0744	金剛三昧本性清淨不壞不滅經	QS0531	金剛三昧本性清淨不壞不滅經	1	1	41	609	41	614	
LQ0236	佛說師子月佛本生經	QS0532	佛說師子月佛本生經	1	1	41	615	41	620	
LQ0700	佛說長者法志妻經	QS0533	佛說長者法志妻經	1	1	41	621	41	623	
LQ0670	佛說薩羅國經	QS0534	佛說薩羅國經	1	1	41	624	41	626	
LQ0601	佛說十吉祥經	QS0535	佛說十吉祥經	1	1	41	627	41	628	
LQ0707	長者女菴提遮師子吼了義經	QS0536	長者女菴提遮師子吼了義經	1	1	41	629	41	633	
LQ0243	一切智光明仙人慈心因緣不食肉經	QS0537	一切智光明仙人慈心因緣不食肉經	1	1	41	634	41	637	
LQ0304	金剛三昧經	QS0538	金剛三昧經	2	2	41	650	41	659	
LQ0431	佛說法滅盡經	QS0539	佛說法滅盡經	1	1	41	660	41	661	
LQ0843	佛說甚深大迴向經	QS0540	佛說甚深大迴向經	1	1	41	662	41	665	
LQ0717	天王太子辟羅經	QS0541	天王太子辟羅經	1	1	41	665	41	666	
LQ0706	優婆夷淨行法門經	QS0542	優婆夷淨行法門經	2	2	41	679	41	692	
LQ0048	八大人覺經	QS0543	八大人覺經	1	1	42	1	42	1	
LQ0809	佛說三品弟子經	QS0544	佛說三品弟子經	1	1	42	2	42	3	
LQ0811	佛說四輩經	QS0545	佛說四輩經	1	1	42	4	42	6	
LQ0430	佛說當來變經	QS0546	佛說當來變經	1	1	42	6	42	8	
LQ0240	過去佛分衛經	QS0547	過去佛分衛經	1	1	42	8	42	9	
LQ0819	佛說十二頭陀經	QS0548	佛說十二頭陀經	1	1	42	10	42	13	
LQ0681	佛說樹提伽經	QS0549	佛說樹提伽經	1	1	42	14	42	15	
LQ0221	佛說長壽王經	QS0550	佛說長壽王經	1	1	42	16	42	19	
LQ0837	佛說法常住經	QS0551	佛說法常住經	1	1	42	20	42	20	
LQ1651	菩薩地持經	QS0552	菩薩地持經	8	8	42	146	42	162	
LQ1652-1	菩薩善戒經	QS0553	菩薩善戒經	9	9	42	279	42	294	
LQ1652-2	菩薩善戒經	QS0554	菩薩善戒經	1	1	42	295	42	306	
LQ1561	佛說淨業障經	QS0555	佛說淨業障經	1	1	42	306	42	318	
LQ1545	佛說梵網經	QS0556	佛說梵網經	2	2	42	332	42	346	
LQ1547	佛說受十善戒經	QS0557	佛說受十善戒經	1	1	42	348	42	361	
LQ1549	優婆塞戒經	QS0558	優婆塞戒經	7	7	42	449	42	463	
LQ1546	菩薩瓔珞本業經	QS0559	菩薩瓔珞本業經	2	2	42	480	42	494	
LQ1567	菩薩戒本	QS0560	菩薩戒本	1	1	42	495	42	509	
LQ1568	菩薩戒本經	QS0561	菩薩戒本經	1	1	42	510	42	517	
LQ1566	菩薩戒羯磨文	QS0562	菩薩戒羯磨文	1	1	42	518	42	522	
LQ1550	佛藏經	QS0563	佛藏經	4	4	42	565	42	576	
LQ1548	佛說菩薩內戒經	QS0564	佛說菩薩內戒經	1	1	42	577	42	589	
LQ1569	優婆塞五戒威儀經	QS0565	優婆塞五戒威儀經	1	1	42	590	42	601	
LQ1553	佛說文殊師利淨律經	QS0566	佛說文殊師利淨律經	1	1	42	602	42	612	
LQ1552	清淨毗尼方廣經	QS0567	清淨毗尼方廣經	1	1	42	613	42	625	
LQ1554	寂調音所問經	QS0568	寂調音所問經	1	1	42	626	42	639	
LQ1560	大乘三聚懺悔經	QS0569	大乘三聚懺悔經	1	1	42	640	42	649	
LQ1571	菩薩五法懺悔經	QS0570	菩薩五法懺悔經	1	1	42	650	42	651	
LQ1558	菩薩藏經	QS0571	菩薩藏經	1	1	42	652	42	659	
LQ1557	三曼陀颰陀羅菩薩經	QS0572	三曼陀颰陀羅菩薩經	1	1	42	660	42	665	
LQ1570	菩薩受齋經	QS0573	菩薩受齋經	1	1	42	665	42	667	
LQ1559	舍利弗悔過經	QS0574	舍利弗悔過經	1	1	42	667	42	670	
LQ1556	佛說文殊悔過經	QS0575	佛說文殊悔過經	1	1	43	1	43	17	
LQ1551	法律三昧經	QS0576	法律三昧經	1	1	43	17	43	23	
LQ0719	十善業道經	QS0577	十善業道經	1	1	43	23	43	27	
LQ1576	大智度論	QS0578	大智度論	100	100	43	#REF!	45	289	
LQ1589	十地經論	QS0579	十地經論	12	12	45	#REF!	45	476	
LQ1592	彌勒菩薩所問經論	QS0580	彌勒菩薩所問經論	7	7	45	559	45	574	
LQ1590	大寶積經論	QS0581	大寶積經論	4	4	45	623	45	639	
LQ1593	寶髻經四法優波提舍	QS0582	寶髻經四法優波提舍	1	1	45	639	45	648	
LQ1597	佛地經論	QS0582	佛地經論	7	7	46	76	46	89	
LQ1577-2	金剛般若波羅蜜經論	QS0583	金剛般若波羅蜜經論	3	3	46	113	46	123	
LQ1581	能斷金剛般若波羅蜜多經論頌	QS0584	能斷金剛般若波羅蜜多經論頌	1	1	46	124	46	127	
LQ1579	金剛般若波羅蜜經論	QS0585	金剛般若波羅蜜經論	3	3	46	152	46	165	
LQ1580	能斷金剛般若波羅蜜多經論釋	QS0586	能斷金剛般若波羅蜜多經論釋	3	3	46	182	46	189	
LQ2420	略明般若末後一頌讚述	QS0587	略明般若末後一頌讚述	1	1	46	190	46	192	
LQ1582	金剛般若波羅蜜經破取著不壞假名論	QS0588	金剛般若波羅蜜經破取著不壞假名論	2	2	46	206	46	218	
LQ1598	文殊師利菩薩問菩提經論	QS0589	文殊師利菩薩問菩提經論	2	2	46	231	46	241	
LQ1587-2	妙法蓮華經論優波提舍	QS0590	妙法蓮華經論優波提舍	2	2	46	252	46	263	
LQ1586	妙法蓮華經優波提舍	QS0591	妙法蓮華經優波提舍	2	2	46	272	46	286	
LQ1599	勝思惟梵天所問經論	QS0592	勝思惟梵天所問經論	3	3	46	317	46	331	
LQ1596	遺教經論	QS0593	遺教經論	1	1	46	332	46	352	
LQ1594	大般涅槃經論	QS0594	大般涅槃經論	1	1	46	353	46	360	
LQ1595	涅槃經本有今無偈論	QS0595	涅槃經本有今無偈論	1	1	46	361	46	365	
LQ1591	無量壽經優波提舍願生偈	QS0596	無量壽經優波提舍願生偈	1	1	46	366	46	371	
LQ1600	轉法輪經優波提舍	QS0598	轉法輪經優波提舍	1	1	46	372	46	379	
LQ1601	三具足經優波提舍	QS0599	三具足經優波提舍	1	1	46	380	46	393	
LQ1649	瑜伽師地論	QS0600	瑜伽師地論	100	100	46	453	48	466	
LQ1672	顯揚聖教論	QS0601	顯揚聖教論	20	20	48	54	49	66	
