龍泉編碼	磧砂藏实体经名	磧砂编码	经文名称	卷序号	实际卷数	起始册号	起始页码	终止册号	终止页码	
LQ1227	佛說妙吉祥菩薩陀羅尼	QS1289	佛說妙吉祥菩薩陀羅尼	1	1	107	452	107	453	
LQ1435	佛說無量壽大智陀羅尼	QS1290	佛說無量壽大智陀羅尼	1	1	107	453	107	454	
LQ1428	佛說宿命智陀羅尼	QS1291	佛說宿命智陀羅尼	1	1	107	454	107	454	
LQ1177	佛說慈氏菩薩陀羅尼	QS1292	佛說慈氏菩薩陀羅尼	1	1	107	454	107	454	
LQ1185	佛說虛空藏菩薩陀羅尼	QS1293	佛說虛空藏菩薩陀羅尼	1	1	107	454	107	455	
LQ0011	大正句王經	QS1294	大正句王經	2	2	107	462	107	467	
LQ0009	佛說人仙經	QS1295	佛說人仙經	1	1	107	469	107	474	
LQ0043	佛說頻婆娑羅王經	QS1296	佛說頻婆娑羅王經	1	1	107	475	107	479	2部經同一个编码
LQ0117	佛說舊城喻經	QS1297	佛說舊城喻經	1	1	107	479	107	482	
LQ0127	佛說信解智力經	QS1298	佛說信解智力經	1	1	107	483	107	487	
LQ1371	佛說善樂長者經	QS1299	佛說善樂長者經	1	1	107	487	107	489	
LQ1137	佛說聖多羅菩薩經	QS1300	佛說聖多羅菩薩經	1	1	107	489	107	493	
LQ1427	佛說大吉祥陀羅尼經	QS1301	佛說大吉祥陀羅尼經	1	1	107	494	107	495	
LQ1326	佛說寶賢陀羅尼經	QS1302	佛說寶賢陀羅尼經	1	1	107	495	107	496	
LQ1413	佛說秘密八名陀羅尼經	QS1303	佛說秘密八名陀羅尼經	1	1	107	496	107	497	
LQ1150	佛說觀自在菩薩母陀羅尼經	QS1304	佛說觀自在菩薩母陀羅尼經	1	1	107	497	107	499	
LQ0136	佛說戒香經	QS1305	佛說戒香經	1	1	107	499	107	500	
LQ1172	佛說延壽妙門陀羅尼經	QS1306	佛說延壽妙門陀羅尼經	1	1	107	501	107	506	
LQ0020	佛說信佛功德經	QS1307	佛說信佛功德經	1	1	107	507	107	513	
LQ1395	佛說一切如來名號陀羅尼經	QS1308	佛說一切如來名號陀羅尼經	1	1	107	514	107	515	
LQ1451	佛說息除賊難陀羅尼經	QS1309	佛說息除賊難陀羅尼經	1	1	107	515	107	516	
LQ0808	佛說法身經	QS1310	佛說法身經	1	1	107	516	107	519	
LQ0270	佛說最上根本大樂金剛不空三昧大教王經	QS1311	佛說最上根本大樂金剛不空三昧大教王經	7	7	107	594	107	603	
LQ1329	佛說最上秘密那拏天經	QS1312	佛說最上秘密那拏天經	3	3	107	618	107	626	
LQ0064	佛說解夏經	QS1313	佛說解夏經	1	1	107	627	107	629	
LQ0017	佛說帝釋所問經	QS1314	佛說帝釋所問經	1	1	107	629	107	638	
LQ0574	佛說決定義經	QS1315	佛說決定義經	1	1	107	639	107	647	
LQ0071	佛說護國經	QS1316	佛說護國經	1	1	107	647	107	653	
LQ3702	景德傳燈錄	QS1317	景德傳燈錄	30	30	108	561	108	580	
LQ0727	佛說未曾有正法經	QS1318	佛說未曾有正法經	6	6	108	626	108	634	
LQ0016	佛說大生義經	QS1319	佛說大生義經	1	1	108	635	108	640	
LQ0088	佛說分別布施經	QS1320	佛說分別布施經	1	1	108	641	108	643	
LQ0165	佛說分別緣生經	QS1321	佛說分別緣生經	1	1	108	643	108	645	
LQ0109	佛說法印經	QS1322	佛說法印經	1	1	108	645	108	646	
LQ0254	佛母出生三法藏般若波羅蜜多經	QS1323	佛母出生三法藏般若波羅蜜多經	25	25	109	209	109	218	
LQ0376	佛說大方廣善巧方便經	QS1324	佛說大方廣善巧方便經	4	4	109	242	109	249	
LQ0859	佛說大乘不思議神通境界經	QS1325	佛說大乘不思議神通境界經	3	3	109	264	109	270	
LQ0853	佛說發菩提心破諸魔經	QS1327	佛說發菩提心破諸魔經	2	2	109	276	109	282	
LQ0283	佛說聖佛母般若波羅蜜多經	QS1328	佛說聖佛母般若波羅蜜多經	1	1	109	283	109	284	
LQ0153	佛說給孤長者女得度因緣經	QS1329	佛說給孤長者女得度因緣經	3	3	109	298	109	306	
LQ0013	佛說大集法門經	QS1331	佛說大集法門經	2	2	109	316	109	323	
LQ1728	集諸法寶最上義論	QS1332	集諸法寶最上義論	2	2	109	329	109	335	
LQ1731	菩提心離相論	QS1333	菩提心離相論	1	1	109	336	109	341	
LQ0085	佛說淨意優婆塞所問經	QS1334	佛說淨意優婆塞所問經	1	1	109	342	109	345	
LQ1644	大乘破有論	QS1335	大乘破有論	1	1	109	345	109	346	
LQ0905	佛說無二平等最上瑜伽大教王經	QS1336	佛說無二平等最上瑜伽大教王經	6	6	109	391	109	399	
LQ1727	集大乘相論	QS1337	集大乘相論	2	2	109	405	109	411	
LQ1190	佛說佛母般若波羅蜜多大明觀想儀軌	QS1338	佛說佛母般若波羅蜜多大明觀想儀軌	1	1	109	411	109	414	
LQ0500	佛說光明童子因緣經	QS1339	佛說光明童子因緣經	4	4	109	435	109	441	
LQ0754	佛說入無分別法門經	QS1340	佛說入無分別法門經	1	1	109	442	109	445	
LQ1645	六十頌如理論	QS1341	六十頌如理論	1	1	109	445	109	448	
LQ1424	佛說寶帶陀羅尼經	QS1342	佛說寶帶陀羅尼經	1	1	109	449	109	455	
LQ1460	佛說金身陀羅尼經	QS1343	佛說金身陀羅尼經	1	1	109	455	109	457	
LQ0904	佛說金剛場莊嚴般若波羅蜜多教中一分	QS1344	佛說金剛場莊嚴般若波羅蜜多教中一分	1	1	109	458	109	464	
LQ1751	佛吉祥德讚	QS1345	佛吉祥德讚	3	3	109	477	109	482	
LQ2853	顯密圓通成佛心要集	QS1346	顯密圓通成佛心要集	2	2	109	507	109	526	
LQ0474	佛說初分說經	QS1348	佛說初分說經	2	2	109	533	109	539	
LQ0090	佛說息諍因緣經	QS1349	佛說息諍因緣經	1	1	109	540	109	545	
LQ0363	佛說無畏授所問大乘經	QS1350	佛說無畏授所問大乘經	3	3	109	552	109	556	
LQ0142	佛說月喻經	QS1350	佛說月喻經	1	1	109	556	109	557	
LQ0123	佛說醫喻經	QS1351	佛說醫喻經	1	1	109	557	109	558	
LQ1646	大乘二十頌論	QS1352	大乘二十頌論	1	1	109	558	109	559	
		QS1354	佛說秘密相經	3	3	109	569	109	575	
LQ1584	佛母般若波羅蜜多圓集要義釋論	QS1355	佛母般若波羅蜜多圓集要義釋論	4	4	109	600	109	606	
LQ0233	佛說福力太子因緣經	QS1356	佛說福力太子因緣經	3	3	109	617	109	621	
LQ0012	佛說尼拘陀梵志經	QS1357	佛說尼拘陀梵志經	2	2	109	627	109	632	
		QS1358	佛母般若波羅蜜多圓集要義論	1	1	109	632	109	634	
LQ0211	佛說灌頂王喻經	QS1359	佛說灌頂王喻經	1	1	109	634	109	635	
LQ1746	廣大發願頌	QS1360	廣大發願頌	1	1	109	635	109	636	
LQ0010	佛說白衣金幢二婆羅門緣起經	QS1361	佛說白衣金幢二婆羅門緣起經	3	3	109	645	109	650	
LQ0900	佛說一切如來真實攝大乘現證三昧大教王經	QS1362	佛說一切如來真實攝大乘現證三昧大教王經	30	30	110	239	110	247	
LQ0219	大乘本生心地觀經	QS1363	大乘本生心地觀經	8	8	110	331	110	343	
LQ1725	大乘寶要義論	QS1364	大乘寶要義論	10	10	110	401	110	406	
LQ0662	佛說除蓋障菩薩所問經	QS1365	佛說除蓋障菩薩所問經	20	20	110	516	110	519	
LQ0603	佛說大乘大方廣佛冠經	QS1366	佛說大乘大方廣佛冠經	2	2	110	524	110	528	
LQ0570	佛說身毛喜豎經	QS1367	佛說身毛喜豎經	3	3	110	542	110	549	
LQ1583	聖佛母般若波羅蜜多九頌精義論	QS1367	聖佛母般若波羅蜜多九頌精義論	2	2	110	553	110	556	
LQ1565	佛說八種長養功德經	QS1368	佛說八種長養功德經	1	1	110	556	110	557	
LQ1269	穢跡金剛說神通大滿陀羅尼法術靈要門經	QS1369	穢跡金剛說神通大滿陀羅尼法術靈要門經	1	1	110	558	110	560	
LQ1270	穢跡金剛法禁百變法門經	QS1370	穢跡金剛法禁百變法門經	1	1	110	560	110	563	
LQ1242	不動使者陀羅尼秘密法	QS1371	不動使者陀羅尼秘密法	1	1	110	565	110	573	
LQ1055	金剛恐怖集會方廣軌儀觀自在菩薩三世最勝心明王經	QS1372	金剛恐怖集會方廣軌儀觀自在菩薩三世最勝心明王經	1	1	110	574	110	591	
LQ0883	金剛頂一切如來真實攝大乘現證大教王經	QS1373	金剛頂一切如來真實攝大乘現證大教王經	3	3	110	615	110	627	
		QS1374	金剛恐怖集會方廣軌儀觀自在菩薩三世最勝心明王大威力烏樞瑟摩明王經	3	3	110	649	110	664	
LQ0894	金剛頂經瑜伽修習毗盧遮那三摩地法	QS1375	金剛頂經瑜伽修習毗盧遮那三摩地法	1	1	111	1	111	10	
LQ0970	一字奇特佛頂經	QS1376	一字奇特佛頂經	3	3	111	45	111	64	
LQ0971-1	一字頂輪王念誦儀軌	QS1377	一字頂輪王念誦儀軌	1	1	111	57	111	64	
LQ1061	阿唎多羅陀羅尼阿嚕力品	QS1378	阿唎多羅陀羅尼阿嚕力品	1	1	111	65	111	82	
LQ0822	金剛頂瑜伽念珠經	QS1379	金剛頂瑜伽念珠經	1	1	111	83	111	84	
		QS1380	佛說大方廣曼殊室利經	1	1	111	84	111	93	
LQ0269	大樂金剛不空真實三麼耶般若波羅蜜多理趣經	QS1381	大樂金剛不空真實三麼耶般若波羅蜜多理趣經	1	1	111	93	111	98	
LQ1095	十一面觀自在菩薩心密言念誦儀軌經	QS1382	十一面觀自在菩薩心密言念誦儀軌經	3	3	111	111	111	116	
LQ0454	百千頌大集經地藏菩薩請問法身讚	QS1383	百千頌大集經地藏菩薩請問法身讚	1	1	111	117	111	121	
LQ1294	佛說大吉祥天女十二契一百八名無垢大乘經	QS1384	佛說大吉祥天女十二契一百八名無垢大乘經	1	1	111	121	111	126	
LQ0328	普賢菩薩行願讚	QS1385	普賢菩薩行願讚	1	1	111	127	111	130	
LQ1210-1	金剛頂經瑜伽文殊師利菩薩法一品	QS1386	金剛頂經瑜伽文殊師利菩薩法一品	1	1	111	130	111	132	
LQ0967	菩提場所說一字頂輪王經	QS1387	菩提場所說一字頂輪王經	5	5	111	190	111	197	
LQ1240-1	底哩三昧耶不動尊威怒王使者念誦法	QS1389	底哩三昧耶不動尊威怒王使者念誦法	1	1	111	198	111	210	2部經同一个编码
LQ1039	佛說出生無邊門陀羅尼經	QS1390	佛說出生無邊門陀羅尼經	1	1	111	211	111	219	
LQ1044-1	一切如來心秘密全身舍利寶篋印陀羅尼經	QS1391	一切如來心秘密全身舍利寶篋印陀羅尼經	1	1	111	219	111	224	
LQ1293-1	佛說大吉祥天女十二名號經	QS1392	佛說大吉祥天女十二名號經	1	1	111	224	111	225	
LQ1170	佛說一切如來金剛壽命陀羅尼經	QS1393	佛說一切如來金剛壽命陀羅尼經	1	1	111	225	111	226	
LQ0887	金剛頂瑜伽經十八會指歸	QS1394-1	金剛頂瑜伽經十八會指歸	1	1	111	227	111	233	
LQ0272	仁王護國般若波羅蜜多經	QS1394	仁王護國般若波羅蜜多經	2	2	111	247	111	258	
LQ1029-1	大寶廣博樓閣善住秘密陀羅尼經	QS1395	大寶廣博樓閣善住秘密陀羅尼經	3	3	111	283	111	293	
LQ1014	大雲輪請雨經	QS1396	大雲輪請雨經	2	2	111	302	111	311	
LQ1004	佛母大孔雀明王經	QS1396-1	佛母大孔雀明王經	3	3	111	343	111	354	
LQ0800	慈氏菩薩所說大乘緣生稻稈喻經	QS1397	慈氏菩薩所說大乘緣生稻	1	1	111	355	111	360	
LQ1305-1	佛說穰麌梨童女經	QS1398	佛說穰麌梨童女經	1	1	111	361	111	363	
LQ1201	佛說雨寶陀羅尼經	QS1399	佛說雨寶陀羅尼經	1	1	111	363	111	366	
LQ1030	菩提場莊嚴陀羅尼經	QS1400	菩提場莊嚴陀羅尼經	1	1	111	367	111	383	
LQ1133	葉衣觀自在菩薩經	QS1401	葉衣觀自在菩薩經	1	1	111	384	111	390	
LQ1285	毗沙門天王經	QS1402	毗沙門天王經	1	1	111	390	111	393	
LQ1302	訶利帝母真言法	QS1403	訶利帝母真言法	1	1	111	393	111	396	
LQ0358	佛說三十五佛名禮懺文	QS1404	佛說三十五佛名禮懺文	1	1	111	397	111	398	2部經同一个编码
LQ1354	佛說救拔焰口餓鬼陀羅尼經	QS1405	佛說救拔焰口餓鬼陀羅尼經	1	1	111	398	111	401	
LQ1059	觀自在菩薩說普賢陀羅尼經	QS1406	觀自在菩薩說普賢陀羅尼經	1	1	111	401	111	404	
LQ1207	八大菩薩曼荼羅經	QS1407	八大菩薩曼荼羅經	1	1	111	404	111	406	
LQ1372	能淨一切眼疾病陀羅尼經	QS1408	能淨一切眼疾病陀羅尼經	1	1	111	406	111	407	
LQ1370	除一切疾病陀羅尼經	QS1409	除一切疾病陀羅尼經	1	1	111	407	111	408	
LQ0891	金剛頂蓮華部心念誦儀軌	QS1410	金剛頂蓮華部心念誦儀軌	1	1	111	409	111	429	
LQ1078	金剛頂瑜伽千手千眼觀自在菩薩修行儀軌經	QS1411	金剛頂瑜伽千手千眼觀自在菩薩修行儀軌經	1	1	111	430	111	450	
LQ0938	阿閦如來念誦供養法	QS1412	阿閦如來念誦供養法	1	1	111	451	111	460	
LQ0988	佛頂尊勝陀羅尼念誦儀軌	QS1413	佛頂尊勝陀羅尼念誦儀軌	1	1	111	460	111	467	
		QS1414	普賢金剛薩埵瑜伽念誦儀軌	1	1	111	468	111	476	
LQ0637	文殊問經字母品第十四	QS1415	文殊問經字母品第十四	1	1	111	476	111	478	
LQ1165	金剛王菩薩秘密念誦儀軌	QS1417	金剛王菩薩秘密念誦儀軌	1	1	111	479	111	488	
LQ1156	金剛頂勝初瑜伽普賢菩薩念誦法經	QS1418	金剛頂勝初瑜伽普賢菩薩念誦法經	1	1	111	488	111	494	
LQ0776	大乘密嚴經	QS1419	大乘密嚴經	3	3	111	527	111	543	
LQ1103	七俱胝佛母所說准提陀羅尼經	QS1420	七俱胝佛母所說准提陀羅尼經	1	1	111	544	111	558	
LQ1025	大樂金剛不空真實三昧邪經般若波羅蜜多理趣釋	QS1421	大樂金剛不空真實三昧邪經般若波羅蜜多理趣釋	2	2	111	569	111	584	
LQ0926-1	金剛頂瑜伽護摩儀軌	QS1422	金剛頂瑜伽護摩儀軌	1	1	111	585	111	593	
LQ1158	金剛頂瑜伽金剛薩埵五秘密修行念誦儀軌	QS1423	金剛頂瑜伽金剛薩埵五秘密修行念誦儀軌	1	1	111	594	111	602	
LQ1041	大方廣佛華嚴經入法界品四十二字輪觀門法	QS1424	大方廣佛華嚴經入法界品四十二字輪觀門法	1	1	111	603	111	607	
LQ1026	般若波羅蜜多理趣經大安樂不空三昧真實金剛菩薩等一十七聖大曼荼羅義述	QS1426	般若波羅蜜多理趣經大安樂不空三昧真實金剛菩薩等一十七聖大曼荼羅義述	1	1	111	608	111	610	
LQ0921-1	陀羅尼門諸部要目	QS1426	陀羅尼門諸部要目	1	1	111	610	111	613	
LQ0897	金剛頂瑜伽三十七尊禮	QS1427	金剛頂瑜伽三十七尊禮	1	1	111	613	111	615	
LQ0932	受菩提心戒儀	QS1428	受菩提心戒儀	1	1	111	616	111	618	
LQ1235	大聖文殊師利菩薩讚佛法身禮	QS1429	大聖文殊師利菩薩讚佛法身禮	1	1	111	618	111	620	
LQ0947	無量壽如來修觀行供養儀軌	QS1430	無量壽如來修觀行供養儀軌	1	1	111	621	111	629	
LQ1712	大乘緣生論	QS1431	大乘緣生論	1	1	111	630	111	638	
LQ0464	佛說大集會正法經	QS1432	佛說大集會正法經	5	5	112	12	112	22	
LQ1228	佛說最勝妙吉祥根本智最上秘密一切名義三摩地分	QS1433	佛說最勝妙吉祥根本智最上秘密一切名義三摩地分	2	2	112	28	112	35	
LQ0666	佛說勝軍王所問經	QS1434	佛說勝軍王所問經	1	1	112	36	112	40	
LQ0040	佛說輪王七寶經	QS1435	佛說輪王七寶經	1	1	112	40	112	43	
LQ0030	佛說園生樹經	QS1436	佛說園生樹經	1	1	112	43	112	45	2部經同一个编码
LQ0957	佛說帝釋巖秘密成就儀軌	QS1437	佛說帝釋巖秘密成就儀軌	1	1	112	46	112	49	
LQ1075	聖觀自在菩薩功德讚	QS1438	聖觀自在菩薩功德讚	1	1	112	50	112	52	
LQ0273	佛說了義般若波羅蜜多經	QS1439	佛說了義般若波羅蜜多經	1	1	112	53	112	54	
LQ0903	佛說一切如來金剛三業最上秘密大教王經	QS1441	佛說一切如來金剛三業最上秘密大教王經	7	7	112	129	112	141	
LQ1717	諸教決定名義論	QS1442	諸教決定名義論	1	1	112	142	112	144	
LQ0860	佛說大方廣未曾有經善巧方便品	QS1443	佛說大方廣未曾有經善巧方便品	1	1	112	144	112	147	
		QS1444	瑜伽翳迦訖沙囉烏瑟尼沙斫訖囉真言安怛陀那儀則一字頂輪王瑜伽經	1	1	112	148	112	152	
LQ1181	大虛空藏菩薩念誦法	QS1445	大虛空藏菩薩念誦法	1	1	112	152	112	156	
LQ1017	仁王般若念誦法	QS1446	仁王般若念誦法	1	1	112	156	112	160	
LQ0405	佛說如幻三摩地無量印法門經	QS1447	佛說如幻三摩地無量印法門經	3	3	112	171	112	176	
LQ0140	佛說蟻喻經	QS1448	佛說蟻喻經	1	1	112	177	112	178	
LQ1117-1	觀自在菩薩如意輪念誦儀軌	QS1449	觀自在菩薩如意輪念誦儀軌	1	1	112	178	112	184	
LQ1734	廣釋菩提心論	QS1450	廣釋菩提心論	2	2	112	190	112	196	
LQ1251	甘露軍荼利菩薩供養念誦成就儀軌	QS1451	甘露軍荼利菩薩供養念誦成就儀軌	1	1	112	197	112	211	
LQ0906	一切秘密最上名義大教王儀軌	QS1452	一切秘密最上名義大教王儀軌	2	2	112	217	112	223	
LQ1053	聖觀自在菩薩心真言瑜伽觀行儀軌	QS1453	觀自在多羅瑜伽念誦法	1	1	112	224	112	231	
LQ1053	聖觀自在菩薩心真言瑜伽觀行儀軌	QS1454	聖觀自在菩薩心真言瑜伽觀行軌儀	1	1	112	231	112	235	
LQ0442	海意菩薩所問淨印法門經	QS1455	海意菩薩所問淨印法門經	18	18	112		112	350	
LQ1129	佛說聖觀自在菩薩不空王秘密心陀羅尼經	QS1456	佛說聖觀自在菩薩不空王秘密心陀羅尼經	1	1	112	351	112	358	
LQ0901	佛說秘密三昧大教王經	QS1457	佛說秘密三昧大教王經	4	4	112	388	112	400	
LQ1637	大乘中觀釋論	QS1458	大乘中觀釋論	9	9	112	449	112	455	
LQ1420	佛說施一切無畏陀羅尼經	QS1459	佛說施一切無畏陀羅尼經	1	1	112	455	112	457	
LQ0275	聖八千頌般若波羅蜜多一百八名真實圓義陀羅尼經	QS1460	聖八千頌般若波羅蜜多一百八名真實圓義陀羅尼經	1	1	112	457	112	459	
LQ0008	佛說大堅固婆羅門緣起經	QS1461	佛說大堅固婆羅門緣起經	2	2	112	466	112	474	
LQ3655	宋高僧傳	QS1462	宋高僧傳	30	30	112	264	113	276	
LQ0410	大般涅槃經	QS1463	大般涅槃經	36	36	113	165	114	180	
LQ3008	宗鏡錄	QS1464	宗鏡錄	100	100	114	139	116	151	
LQ1232	妙吉祥平等秘密最上觀門大教王經	QS1465	妙吉祥平等秘密最上觀門大教王經	5	5	116	200	116	206	
LQ1263-1	聖迦柅忿怒金剛童子菩薩成就儀軌經	QS1466	聖迦柅忿怒金剛童子菩薩成就儀軌經	3	3	116	227	116	233	
LQ1152	大樂金剛薩埵修行成就儀軌	QS1467	大樂金剛薩埵修行成就儀軌	1	1	116	234	116	243	2部經同一个编码
		QS1469	曼殊室利菩薩吉祥伽陁	1	1	116	244	116	245	
LQ0885	金剛峰樓閣一切瑜伽瑜祇經	QS1470	金剛峰樓閣一切瑜伽瑜祇經	2	2	116	256	116	270	
LQ0344	佛說如來不思議秘密大乘經	QS1471	佛說如來不思議秘密大乘經	20	20	116	374	116	381	
LQ1215-1	大乘瑜伽金剛性海曼殊室利千臂千鉢大教王經	QS1472	大乘瑜伽金剛性海曼殊室利千臂千鉢大教王經	10	10	116	496	116	504	
LQ1254-1	聖閻曼德迦威怒王立成大神驗念誦法	QS1473	聖閻曼德迦威怒王立成大神驗念誦法	2	2	116	512	116	519	
LQ1022	成就妙法蓮華經王瑜伽觀智儀軌	QS1474	成就妙法蓮華經王瑜伽觀智儀軌	1	1	116	520	116	535	
LQ1464	佛說一切如來安像三昧儀軌經	QS1475	佛說一切如來安像三昧儀軌經	1	1	116	536	116	541	
LQ1317	文殊師利菩薩根本大教王金翅鳥王品	QS1476	文殊師利菩薩根本大教王金翅鳥王品	1	1	116	541	116	549	
LQ1249	金剛頂瑜伽降三世成就極深密門	QS1477	金剛頂瑜伽降三世成就極深密門	1	1	116	550	116	552	
LQ1155	金剛頂瑜伽他化自在天理趣會普賢修行念誦儀軌	QS1478	金剛頂瑜伽他化自在天理趣會普賢修行念誦儀軌	1	1	116	553	116	562	
LQ0898	瑜伽金剛頂經釋字母品	QS1479	瑜伽金剛頂經釋字母品	1	1	116	563	116	564	
LQ1157	金剛頂瑜伽金剛薩埵儀軌	QS1480	金剛頂瑜伽金剛薩埵儀軌	1	1	116	564	116	573	
LQ1166	金剛壽命陀羅尼念誦法	QS1481	金剛壽命陀羅尼念誦法	1	1	116	574	116	576	
LQ1301	大藥叉女歡喜母並愛子成就法	QS1482	大藥叉女歡喜母並愛子成就法	1	1	116	576	116	584	
LQ1134	佛說大方廣曼殊室利經	QS1483	佛說大方廣曼殊室利經	1	1	116	585	116	593	
LQ1213	五字陀羅尼頌	QS1484	五字陀羅尼頌	1	1	116	594	116	600	
LQ1010-1	佛說大孔雀明王畫像壇場儀軌	QS1486	佛說大孔雀明王畫像壇場儀軌	1	1	116	601	116	604	
LQ1307	大聖天歡喜雙身毗那耶迦法	QS1487	大聖天歡喜雙身毗那耶迦法	1	1	116	605	116	607	
LQ1019	守護國界主陀羅尼經	QS1489	守護國界主陀羅尼經	10	10	116	65	117	77	
LQ0291	大乘理趣六波羅蜜多經	QS1490	大乘理趣六波羅蜜多經	10	10	117	186	117	201	
LQ0910	佛說大悲空智金剛大教王儀軌	QS1491	佛說大悲空智金剛大教王儀軌	5	5	117	228	117	233	
LQ0682	佛說巨力長者所問大乘經	QS1492	佛說巨力長者所問大乘經	3	3	117	246	117	251	
LQ1191	普徧光明焰鬘清淨熾盛如意寶印心無能勝大明王大隨求陀羅尼經	QS1493	普徧光明焰鬘清淨熾盛如意寶印心無能勝大明王大隨求陀羅尼經	2	2	117	266	117	278	
LQ1266	大威怒烏芻澀麼儀軌	QS1494	大威怒烏芻澀麼儀軌	1	1	117	280	117	289	
LQ0671	佛為優填王說王法政論經	QS1495	佛為優填王說王法政論經	1	1	117	290	117	295	
LQ0150	佛說五大施經	QS1496	佛說五大施經	1	1	117	295	117	296	
LQ0874	大日經略攝念誦隨行法	QS1497	大日經略攝念誦隨行法	1	1	117	296	117	298	
LQ1122	佛說如意輪蓮華心如來修行觀門儀	QS1498	佛說如意輪蓮華心如來修行觀門儀	1	1	117	299	117	306	
		QS1499	佛說摩利支天女經	1	1	117	306	117	309	
LQ1275	無能勝大明陀羅尼經	QS1501	無能勝大明陀羅尼經	1	1	117	310	117	316	
LQ1434	佛說無畏陀羅尼經	QS1502	佛說無畏陀羅尼經	1	1	117	316	117	317	
LQ0979	佛說最勝無比大威德金輪佛頂熾盛光消災吉祥陀羅尼經	QS1503	佛說最勝無比大威德金輪佛頂熾盛光消災吉祥陀羅尼經	1	1	117	317	117	318	
LQ0980	佛說大威德金輪佛頂熾盛光如來消除一切災難陀羅尼經	QS1504	佛說大威德金輪佛頂熾盛光如來消除一切災難陀羅尼經	1	1	117	318	117	320	
LQ1276	無能勝大明心陀羅尼經	QS1505	無能勝大明心陀羅尼經	1	1	117	320	117	322	
LQ0644	佛說妙吉祥菩薩所問大乘法螺經	QS1506	佛說妙吉祥菩薩所問大乘法螺經	1	1	117	323	117	327	
LQ0089	佛說四品法門經	QS1507	佛說四品法門經	1	1	117	327	117	330	
LQ0617	佛說八大菩薩經	QS1508	佛說八大菩薩經	1	1	117	330	117	331	
LQ0873	大毗盧遮那成佛神變加持經略示七支念誦隨行法	QS1509	大毗盧遮那成佛神變加持經略示七支念誦隨行法	1	1	117	332	117	334	
LQ1318	速疾立驗魔醯首羅天說阿尾奢法	QS1510	速疾立驗魔醯首羅天說阿尾奢法	1	1	117	334	117	337	
LQ1214	大聖曼殊室利童子五字瑜伽法	QS1511	大聖曼殊室利童子五字瑜伽法	1	1	117	337	117	340	
LQ1340	文殊師利菩薩及諸仙所說吉凶時日善惡宿曜經	QS1512	文殊師利菩薩及諸仙所說吉凶時日善惡宿曜經	2	2	117	356	117	370	
LQ0965	一字金輪王佛頂要略念誦法	QS1513	一字金輪王佛頂要略念誦法	1	1	117	371	117	373	
LQ1118	觀自在菩薩如意輪瑜伽	QS1514	觀自在菩薩如意輪瑜伽	1	1	117	374	117	381	
LQ1018	仁王般若陁羅尼釋	QS1515	仁王般若陁羅尼釋	1	1	117	382	117	387	
LQ0267	金剛頂瑜伽理趣般若經	QS1516	金剛頂瑜伽理趣般若經	1	1	117	388	117	395	
		QS1517	大樂金剛不空真實三摩耶般若波羅蜜多理趣經	1	1	117	395	117	401	
LQ1210-2	金剛頂瑜伽經文殊師利菩薩儀軌供養法	QS1518	金剛頂瑜伽經文殊師利菩薩儀軌供養法	1	1	117	402	117	409	
LQ0888	略述金剛頂瑜伽分別聖位修證法門	QS1519	略述金剛頂瑜伽分別聖位修證法門	1	1	117		117		
		QS1520	一字佛頂輪王念誦儀軌	1	1	117	410	117	416	
LQ0547	十不善業道經	QS1521	十不善業道經	1	1	117	417	117	417	
LQ1054	瑜伽蓮華部念誦法	QS1522	瑜伽蓮華部念誦法	1	1	117	418	117	422	
LQ1757	事師法五十頌	QS1524	事師法五十頌	1	1	117	422	117	424	
LQ1239	金剛手光明灌頂經最勝立印聖無動尊大威怒王念誦儀軌法品	QS1525	金剛手光明灌頂經最勝立印聖無動尊大威怒王念誦儀軌法品	1	1	117	425	117	434	
LQ0948	金剛頂經瑜伽觀自在王如來修行法	QS1526	金剛頂經瑜伽觀自在王如來修行法	1	1	117	435	117	444	
LQ1143	佛說一髻尊陀羅尼經	QS1527	佛說一髻尊陀羅尼經	1	1	117	445	117	454	
LQ1462	金剛摧碎陀羅尼	QS1529	金剛摧碎陀羅尼	1	1	117	454	117	456	
LQ1130	不空羂索毗盧遮那佛大灌頂光真言	QS1530	不空羂索毗盧遮那佛大灌頂光真言	1	1	117	456	117	457	
LQ1233	妙吉祥平等瑜伽秘密觀身成佛儀軌	QS1531	妙吉祥平等瑜伽秘密觀身成佛儀軌	1	1	117	458	117	466	
LQ0225	佛說頂生王因緣經	QS1531	佛說頂生王因緣經	6	6	117	493	117	498	
LQ0753	佛說大乘隨轉宣說諸法經	QS1532	佛說大乘隨轉宣說諸法經	3	3	117	511	117	518	
		QS1534	仁王護國般若波羅蜜多經道場念誦軌儀	1	1	117	519	117	530	
LQ0387	佛說大乘入諸佛境界智光明莊嚴經	QSQS0183	佛說大乘入諸佛境界智光明莊嚴經	5	5	117	533	117	558	
LQ0732	佛說大乘智印經	QS1535	佛說大乘智印經	5	5	117	582	117	588	
LQ1359	瑜伽集要救阿難陀羅尼焰口儀軌經	QS1536	瑜伽集要救阿難陀羅尼焰口儀軌經	1	1	117		117		
LQ0893	金剛頂經一切如來真實攝大乘現證大教王經	QS1537	金剛頂經一切如來真實攝大乘現證大教王經	2	2	117	601	117	612	
LQ0575	佛說法乘義決定經	QS1538	佛說法乘義決定經	3	3	117	624	117	627	
