# sid	tripitaka	name	lqsutra	total_reels	remark
LC004140	LC	尊婆須蜜菩薩所集論	LQ016180	7	卷尾原經名“十六諦義  出隨相論釋一卷”，pdf478
LC004150	LC	舍利弗阿毗曇論	LQ016170	23	
LC004160	LC	五事毗婆沙論	LQ016240	2	
LC004170	LC	毗婆沙論	LQ016160	10	
LC004180	LC	分別功德論	LQ015740	5	
LC004190	LC	四諦論	LQ017060	4	
LC004200	LC	部執異論	LQ036060	1	
LC004210	LC	十八部論	LQ036050	1	
LC004220	LC	異部宗輪論	LQ036040	1	
LC004230	LC	佛說辟支彼知佛因緣論	LQ017090	2	
LC004240	LC	佛本行經	LQ001870	7	
LC004250	LC	佛所行讚	LQ001860	5	
LC004260	LC	撰集百緣經	LQ001940	9	
LC004270	LC	出曜經	LQ002060	8	
LC004280	LC	偷迦遮復彌經晉名修行道地		1	行428:存疑C,龙泉编号为空
LC004290	LC	修行道地經	LQ005330	6	
LC004300	LC	僧伽羅劑所集經	LQ001880	3	
LC004310	LC	佛說百喻經	LQ002030	4	
LC004320	LC	菩薩本緣經	LQ002130	3	
LC004330	LC	大乘修行菩薩行門諸經要集	LQ008620	2	
LC004340	LC	坐禪三昧經	LQ005250	2	
LC004350	LC	惟日雜難經	LQ005730	1	
LC004360	LC	佛使比丘迦旃延說法沒盡偈百二十章	LQ036010	1	
LC004370	LC	四品學法		1	行437:存疑C,龙泉编号为空，存在1条经名相似的记录：[四品學法經,LQ008130] 
LC004380	LC	佛入涅槃密跡金剛力士哀戀經		1	行438:存疑C,龙泉编号为空，存在1条经名相似的记录：[佛入涅槃密跡金剛力士哀戀經,LQ004290] 
LC004390	LC	佛說佛醫經	LQ005830	1	
LC004400	LC	佛說治意經	LQ001770	1	
LC004410	LC	佛說佛治身經	LQ005850	1	
LC004420	LC	雜寶藏經	LQ001970	10	該卷經文可能不全
LC004430	LC	那先比丘經	LQ017401	2	
LC004440	LC	阿育王經	LQ036290	10	
LC004450	LC	雜辟喻經	LQ001980	2	
LC004460	LC	天尊說阿育王譬喻經	LQ036300	1	
LC004470	LC	阿育王本施土緣傳		1	行447:存疑C,龙泉编号为空
LC004480	LC	阿育王子法益壞目因緣經	LQ036310	1	
LC004490	LC	四阿含暮抄	LQ015730	2	
LC004500	LC	法句喻經	LQ002050	4	
LC004510	LC	法句經	LQ002040	2	序
LC004520	LC	撰集三蔵及雜蔵經	LQ035980	1	正文題目為《阿育王息壞目因緣經》
LC004530	LC	阿含口解十二因緣經	LQ015750	1	正文標題有缺失不全；書中只有下卷
LC004540	LC	一百五十讚佛頌	LQ015750	1	
LC004550	LC	一百五十讚佛頌	LQ017500	1	
LC004560	LC	三慧經	LQ008100	1	
LC004570	LC	阿毗曇五法行徑	LQ016260	1	
LC004580	LC	迦葉結經	LQ035990	1	
LC004590	LC	佛說小道地經	LQ005350	1	
LC004600	LC	文殊師利發願經	LQ003290	1	
LC004610	LC	六菩薩亦當誦持經	LQ006180	1	
LC004620	LC	讚觀世音菩薩頌	LQ010740	1	
LC004630	LC	金七十論	LQ039010	3	
LC004640	LC	無名羅剎經	LQ005410	3	
LC004650	LC	迦丁比丘說當來變經	LQ036000	1	
LC004660	LC	馬鳴菩薩轉	LQ036320	1	
LC004670	LC	龍樹菩薩勸誡王頌	LQ017440	1	
LC004680	LC	勸發諸王要偈	LQ017430	1	
LC004690	LC	婆藪盤豆法師傳	LQ036350	1	
LC004700	LC	賔頭盧突羅闍為優陁延王說法經	LQ017600	1	
LC004710	LC	提婆菩薩傳	LQ036340	1	
LC004720	LC	龍樹菩薩傳	LQ036331	1	
LC004730	LC	請賔頭盧經	LQ017590	1	
LC004740	LC	龍樹菩薩為禪陁迦王說法要偈	LQ017420	1	
LC004750	LC	大勇菩薩分別業報略經	LQ005430	1	
LC004760	LC	勝宗十句義論	LQ039020	1	
LC004770	LC	大阿羅漢難提蜜多羅所說法住記	LQ036020	1	
LC004780	LC	經律異相	LQ038870	50	
LC004790	LC	陀羅尼雜集	LQ013480	10	
LC004800	LC	諸經要集	LQ038900	20	
LC004810	LC	出三藏記集	LQ039580	15	
LC004820	LC	衆經目錄	LQ039590	7	
LC004830	LC	歷代三寶紀	LQ036070	14	
LC004840	LC	衆經目錄		5	行484:存疑C,龙泉编号为空
LC004850	LC	大唐內典錄	LQ039620	10	
LC004860	LC	大週刊定衆經目錄	LQ039650	14	
LC004870	LC	古今譯經圖紀	LQ039630	4	
LC004880	LC	續古今譯經圖紀	LQ039640	1	
LC004890	LC	續大唐內典錄		1	行489:存疑C,龙泉编号为空
LC004900	LC	開元釋教錄	LQ039660	18	
LC004910	LC	一切經音義	LQ039431	25	
LC004920	LC	新譯大方廣佛華嚴經音義	LQ039441	2	
LC004930	LC	大唐西域記	LQ037770	10	
LC004940	LC	集古今佛道論衡	LQ038010	3	
LC004950	LC	續集古今佛道論衡	LQ038020	1	
LC004960	LC	集沙門不應拜俗等事	LQ038180	6	
LC004970	LC	集神州塔寺三寶感通録		3	行497:存疑C,龙泉编号为空
LC004980	LC	道宣律師感統録	LQ038040	1	
LC004990	LC	大唐大慈恩寺三藏法師傳	LQ036390	10	
LC005000	LC	高僧傳	LQ036530	13	
LC005010	LC	續高僧傳	LQ036540	19	
LC005020	LC	一切經音義	LQ039450	16	
LC005030	LC	續高僧傳		25	行503:存疑C,龙泉编号为空，存在3条经名相似的记录：[續高僧傳,LQ036540] [補續高僧傳,LQ036570] [新續高僧傳四集【另卷首一卷】,LQ036600] 
LC005040	LC	辯正論	LQ038200	8	
LC005050	LC	破邪論	LQ038190	2	
LC005060	LC	十門辯惑論	LQ038210	1	
LC005070	LC	弘明集	LQ037990	9	卷首應該是缺失
LC005080	LC	廣弘明集	LQ038000	28	
LC005090	LC	南海寄歸內法傳	LQ038920	4	
LC005100	LC	受用三水要行法	LQ026920	1	600頁為豎版頁面
LC005110	LC	說罪要行法	LQ026930	1	
LC005120	LC	護命放生軌儀法	LQ026910	1	
LC005130	LC	比丘尼傳	LQ036710	4	
LC005140	LC	集諸經禮懺儀	LQ038420	2	
LC005150	LC	大乘莊嚴寶王經	LQ010720	2	與上一卷重複
LC005160	LC	佛說無能勝幡王經	LQ009600	1	
LC005170	LC	佛說守護大千國土經	LQ010210	2	
LC005180	LC	分別善惡報應經	LQ000840	2	與上一卷重複
LC005190	LC	消除一切閃電障難隨求如意陀羅尼經	LQ014480	1	卷首應該是缺失
LC005200	LC	佛說六道伽陀經	LQ005450	1	
LC005210	LC	勝軍化世百瑜伽他經	LQ017620	1	
LC005220	LC	法集要頌經	LQ002070	3	
LC005230	LC	菩提行經	LQ017320	4	
LC005240	LC	佛說大迦葉問大寶積正法經	LQ003820	4	大宋新譯三藏聖教序
LC005250	LC	佛說法集名數經	LQ005760	1	大宋新譯三藏聖教序
LC005260	LC	十二緣生祥瑞經	LQ005400	1	
LC005270	LC	佛說苾芻迦屍迦十法經	LQ015410	1	
LC005280	LC	聖多羅菩薩一百八名陀羅尼經	LQ011380	1	
LC005290	LC	金剛針論	LQ017010	1	
LC005300	LC	諸佛心印陀羅尼經	LQ009350	1	
LC005310	LC	佛說苾芻迦五法經	LQ015400	1	卷四重複
LC005320	LC	毗俱胝菩薩一百八名經	LQ011470	1	
LC005330	LC	大方廣菩薩藏文殊師利根本儀軌經	LQ012190	20	
LC005340	LC	佛說聖寶藏神儀軌經	LQ013250	2	
LC005350	LC	一切如來大秘密王未曾有最上微妙大曼拏羅經	LQ009070	5	
LC005360	LC	佛說大摩裡支菩薩經	LQ012980	6	
LC005370	LC	佛說尊勝大明王經	LQ014590	1	
LC005380	LC	佛說如意寶總持王經	LQ014500	1	
LC005390	LC	佛說聖六字大明王陀羅尼經	LQ010690	1	
LC005400	LC	揵稚梵讚	LQ017530	1	
LC005410	LC	佛說長者施報經	LQ000760	1	
LC005420	LC	聖多羅菩薩梵讚	LQ011400	1	
LC005430	LC	佛說帝釋般若波羅蜜多心經	LQ002760	1	大宋新譯三藏聖教序
LC005440	LC	大乘舍黎娑擔摩經	LQ007970	1	大宋新譯三藏聖教序
LC005450	LC	佛說四無所畏經	LQ001490	1	
LC005460	LC	佛說諸佛經	LQ006090	1	
LC005470	LC	佛說大乘戒經	LQ015640	1	
LC005480	LC	聖六字增壽大明陀羅尼經	LQ010710	1	
LC005490	LC	一切如來説佛頂輪王一百八名讚	LQ009760	1	
LC005500	LC	增慧陀羅尼經	LQ014190	1	
LC005510	LC	佛說佛母寶德藏般若波羅蜜經	LQ002550	3	558頁殘；疑似有大宋新譯三藏聖教序
LC005520	LC	佛說護國尊者所問大乘經	LQ003530	4	
LC005530	LC	佛說持明藏瑜伽大教尊那菩薩大明成就儀軌經	LQ012090	4	
LC005540	LC	佛說大乘觀想曼拏羅淨諸惡趣經	LQ009560	1	
LC005550	LC	佛說信佛功德經	LQ000200	1	
LC005560	LC	佛說決定義經	LQ005740	1	
LC005570	LC	佛說最上根本大樂金剛不空三昧大教王經	LQ002700	6	
LC005580	LC	禦制密藏詮	LQ039110	21	
LC005590	LC	禦制逍遙詠	LQ039150	11	
LC005600	LC	禦制緣識	LQ039160	5	
LC005610	LC	底哩三昧耶不動尊威怒王使者念誦法	LQ012401	1	
LC005620	LC	佛說大吉祥天女十二名號經	LQ012931	1	
LC005630	LC	菩提場所說一字頂輪王經	LQ009670	5	禦制緣識並序
LC005640	LC	佛母大孔雀明王經	LQ010040	1	禦制緣識並序
LC005650	LC	佛說雨寶陀羅尼經	LQ012010	1	
LC005660	LC	能淨一切眼疾病陀羅尼經	LQ013720	1	禦制緣識並序
LC005670	LC	佛說救拔焰口餓鬼陀羅尼經	LQ013540	1	
LC005680	LC	佛說三十五佛名禮懺文	LQ003580	1	
LC005690	LC	八大菩薩曼茶羅經	LQ012070	1	
LC005700	LC	金剛頂勝初瑜伽普賢菩薩念誦法	LQ011560	1	
LC005710	LC	大乘密嚴經	LQ007750	1	
LC005720	LC	大乘本生心地觀經	LQ002190	7	
LC005730	LC	佛說十地經	LQ003180	3	
LC005740	LC	貞元新定釋教目錄	LQ039700	30	
LC005750	LC	佛說佛名經	LQ006100	11	
LC005760	LC	集大乘相論	LQ017270	2	
LC005770	LC	佛說一切如來真實攝大乘現證三昧大教王經	LQ009000	5	
LC005780	LC	佛說大乘菩薩藏正法經	LQ003480	30	
LC005790	LC	新讃一切經源品次錄		20	行579:存疑C,龙泉编号为空
LC005800	LC	高麗藏初刻本存卷數目表		1	行580:存疑C,龙泉编号为空
LC005810	LC	佛本行集經		19	行581:存疑C,龙泉编号为空，存在1条经名相似的记录：[佛本行集經,LQ001840] 
LC005820	LC	法苑珠林	LQ038880	82	
LC005830	LC	妙法蓮華經	LQ002920	1	
LC005840	LC	妙法蓮華經	LQ019550	8	
LC005850	LC	大乘大悲分陀利經	LQ002180	3	
LC005860	LC	大智度論	LQ015760	71	
LC005870	LC	妙臂菩薩所問經	LQ009130	4	
LC005880	LC	法苑珠林	LQ038880	57	
LC005890	LC	相續解脫地波羅蜜了義經	LQ007730	1	
LC005900	LC	大方廣佛華嚴經	LQ003240	15	
LC005910	LC	高麗國新雕大藏教正別錄	LQ040110	30	
QD000010	QD	大方廣佛華嚴經	LQ003090	51	
QD000020	QD	妙法蓮華經	LQ002920	2	
QD000030	QD	積讃大乘功德經	LQ008550	1	
QD000040	QD	大法炬陀羅尼經	LQ013870	13	
QD000050	QD	大方便佛報恩經	LQ002160	1	48頁經文不全
QD000060	QD	中阿含經	LQ000280	36	
QD000070	QD	阿毗達磨發智論	LQ016120	13	
QD000080	QD	佛說大乘聖無量壽決定光明王如來陀羅尼經	LQ009540	1	75-80頁經文不全
QD000090	QD	一切佛菩薩名集	LQ039040	6	
QD000100	QD	妙法蓮華經	LQ002930	8	181-182頁經文不全
QD000110	QD	大方便佛報恩經	LQ002160	8	193頁經文不全
QD000120	QD	佛母大金曜孔雀明王經	LQ010040	1	卷上
QD000130	QD	佛說八師經	LQ005130	1	195-198頁經文不全
QD000140	QD	佛說觀世音經	LQ048142	1	
QD000150	QD	高王觀世音經	LQ048141	1	
QD000160	QD	佛名集	LQ039040	1	
QD000170	QD	大方廣佛花嚴經疏	LQ019980	4	卷下
QD000180	QD	大方廣佛花嚴經隨疏演義鈔	LQ019991	5	卷上
QD000190	QD	上生經預疏文		1	行20:存疑C,龙泉编号为空
QD000200	QD	釋摩訶衍論通贊疏	LQ025400	10	289-290頁經文不全
QD000210	QD	釋摩訶衍論通贊疏科		1	行22:存疑C,龙泉编号为空(307頁經文不全)
QD000220	QD	成唯識議論述記應新抄科文	LQ024522	3	313，323-327頁經文不全
QD000230	QD	法華經玄贊會古通今新抄		6	行24:存疑C,龙泉编号为空(356頁經文不全)
QD000240	QD	涅槃義記	LQ020970	8	
QD000250	QD	八師經報應記		1	行26:存疑C,龙泉编号为空
QD000260	QD	成唯識論	LQ016540	1	
QD000270	QD	佛說大乘聖無量壽決定光明王如來陀羅尼經	LQ009540	1	
QD000280	QD	勸懺悔文、略是戒相儀、毗奈耶藏近事優婆塞五戒本		1	行29:存疑C,龙泉编号为空(424-425頁經文不全)
QD000290	QD	大方廣佛花嚴經隨疏演義鈔玄鏡記		3	行30:存疑C,龙泉编号为空
QD000300	QD	大方廣佛花嚴經十迴向品疏		1	行31:存疑C,龙泉编号为空
QD000310	QD	仁王護國般若波羅蜜多經科文	LQ018470	1	
QD000320	QD	科文殘卷		1	行33:存疑C,龙泉编号为空
QD000330	QD	佛說延壽經	LQ048280	1	
QD000340	QD	蒙求		1	行35:存疑C,龙泉编号为空，存在3条经名相似的记录：[禪苑蒙求瑤林,LQ030440] [禪苑蒙求拾遺,LQ030450] [釋氏蒙求,LQ036650] 
QD000350	QD	新雕諸親讃壹策		1	行36:存疑C,龙泉编号为空
QD000360	QD	玉泉寺菩薩戒壇所牒		1	行37:存疑C,龙泉编号为空
QD000370	QD	菩薩戒壇所牒		1	行38:存疑C,龙泉编号为空
QD000380	QD	蔔筮書殘葉		1	行39:存疑C,龙泉编号为空
QD000390	QD	佛頂心觀世音菩薩大陀羅尼經	LQ010980	1	455，460，476,477頁經文不全
QD000400	QD	梵綱經手記		1	行41:存疑C,龙泉编号为空
QD000410	QD	法華經手記		7	行42:存疑C,龙泉编号为空
QD000420	QD	發菩提心戒本、大乘八關齋戒儀、菩薩十無書儀		-1	行43:存疑C,龙泉编号为空(492-495頁經文不全)
QD000430	QD	十戒戒本		1	行44:存疑C,龙泉编号为空
QD000440	QD	受戒發願文		1	行45:存疑C,龙泉编号为空
QD000450	QD	大方廣佛花嚴經隨疏演義鈔	LQ019991	1	並序
QD000460	QD	隨疏演義鈔經題撰人釋疏		1	行47:存疑C,龙泉编号为空
QD000470	QD	佛本生經變相目錄		1	行48:存疑C,龙泉编号为空(510-511頁經文不全)
QD000480	QD	經疏抄記		1	行49:存疑C,龙泉编号为空
QD000490	QD	應州當寺沙門祈福願文		1	行50:存疑C,龙泉编号为空
QD000500	QD	圓教四門問答		1	行51:存疑C,龙泉编号为空(521頁經文不全)
QD000510	QD	大方廣佛花嚴經疏序、勸善文		1	行52:存疑C,龙泉编号为空
QD000520	QD	法華經筆記		1	行53:存疑C,龙泉编号为空
QD000530	QD	天親菩薩造第一論		1	行54:存疑C,龙泉编号为空
QD000540	QD	雜抄		1	行55:存疑C,龙泉编号为空，存在1条经名相似的记录：[律雜抄,LQ047410] 
QD000550	QD	僧光章為賣常住什畜狀		1	行56:存疑C,龙泉编号为空
QD000560	QD	五言詩偈殘卷		1	行57:存疑C,龙泉编号为空
QL000010	QL	大般若波羅蜜多經	LQ002460	600	
QL000020	QL	放光般若波羅蜜經	LQ002470	30	
QL000030	QL	摩訶般若波羅蜜經	LQ002490	30	
QL000040	QL	光讚般若波羅蜜經	LQ002480	10	
QL000050	QL	道行般若波羅蜜經	LQ002500	10	
QL000060	QL	小品般若波羅蜜經	LQ002530	10	
QL000070	QL	摩訶般若波羅蜜鈔經	LQ002520	5	
QL000080	QL	大明度無極經	LQ002510	6	
QL000090	QL	勝天王般若波羅蜜經	LQ002560	7	
QL000100	QL	金剛般若波羅蜜經	LQ002600	1	姚秦三藏法師鳩摩羅什譯
QL000110	QL	金剛般若波羅蜜經	LQ002610	1	元魏三藏留支譯
QL000120	QL	金剛般若波羅蜜經	LQ002620	1	陳天竺三藏法師真諦譯
QL000130	QL	能斷金剛般若波羅蜜經	LQ002640	1	唐三藏法師玄奘奉詔譯
QL000140	QL	能斷金剛般若波羅蜜經	LQ002650	1	唐三藏法師義淨奉制譯
QL000150	QL	金剛能斷般若波羅蜜多經	LQ002630	1	
QL000160	QL	佛說濡首菩薩無上清淨分衛經	LQ002590	2	
QL000170	QL	仁王護國般若波羅蜜經	LQ002720	2	不空译
QL000180	QL	實相般若波羅蜜經	LQ002660	1	
QL000190	QL	摩訶般若波羅蜜大明咒經	LQ002780	1	
QL000200	QL	般若波羅蜜多心經	LQ002770	1	唐三藏法師玄奘
QL000210	QL	文殊師利所說摩訶般若波羅蜜經	LQ002570	1	
QL000220	QL	文殊師利所說般若波羅蜜經	LQ002580	1	
QL000230	QL	大寶積經	LQ003420	120	
QL000240	QL	大方廣三戒經	LQ003430	3	
QL000250	QL	佛說無量清淨平等覺經	LQ003910	3	
QL000260	QL	佛說阿彌陀經	LQ003920	2	吳月氏優婆塞 支謙譯
QL000270	QL	佛說無量壽經	LQ003900	2	
QL000280	QL	佛說阿閦佛國經	LQ003450	3	
QL000290	QL	佛說大乘十法經	LQ003460	1	
QL000300	QL	佛說普門品經	LQ003470	1	
QL000310	QL	文殊師利佛土嚴淨經	LQ003500	2	
QL000320	QL	佛說胞胎經	LQ003490	1	
QL000330	QL	佛說法鏡經	LQ003550	2	
QL000340	QL	鬱迦羅越問菩薩行經	LQ003540	1	
QL000350	QL	幻士仁賢經	LQ003560	1	
QL000360	QL	佛說決定毗尼經	LQ003570	1	
QL000370	QL	發覺淨心經	LQ003590	2	
QL000380	QL	佛說優塡王經	LQ003640	1	
QL000390	QL	佛說須摩提經		1	行40:存疑C,龙泉编号为空(西晉三藏竺法護譯)
QL000400	QL	佛說須摩提菩薩經	LQ003660	1	存疑，PDF查詢，姚秦三藏法師鳩摩羅什譯；藏經對堪表中0366；譯者為西晉竺法護譯
QL000410	QL	佛說離垢施女經	LQ003680	1	
QL000420	QL	佛說阿闍世王女阿術達菩薩經	LQ003670	1	
QL000430	QL	佛說須賴經	LQ003600	1	曹魏西域沙門白延於洛陽白馬寺譯
QL000440	QL	佛說須賴經	LQ003610	1	前涼月支國優婆塞支施崳譯
QL000450	QL	得無垢女經	LQ003690	1	
QL000460	QL	文殊師利所說不思議佛境界經	LQ003700	2	
QL000470	QL	佛說如幻三昧經	LQ003720	3	
QL000480	QL	善住意天子所問經	LQ003710	3	
QL000490	QL	太子刷護經	LQ003730	1	
QL000500	QL	太子和休經	LQ003740	1	
QL000510	QL	入法界體性經	LQ003850	1	
QL000520	QL	慧上菩薩問大善權經	LQ003750	2	
QL000530	QL	大乘顯識經	LQ003770	2	
QL000540	QL	佛說大乘方等要慧經	LQ003780	1	
QL000550	QL	彌勒菩薩所問本願經	LQ003790	1	
QL000560	QL	度一切諸佛境界智嚴經	LQ003890	1	
QL000570	QL	佛遺日摩尼寶經	LQ003800	1	
QL000580	QL	佛說摩訶衍寶嚴經	LQ003810	1	
QL000590	QL	勝鬘師子吼一乘大方便方廣經	LQ003830	1	
QL000600	QL	毘耶娑問經	LQ003840	2	
QL000610	QL	大方等大集經	LQ004330	30	北涼天竺三藏 曇無讖譯
QL000620	QL	大乘大方等日藏經	LQ004340	10	
QL000630	QL	大方等大集月藏經	LQ004350	10	
QL000640	QL	大乘大集地藏十輪經	LQ004510	10	
QL000650	QL	佛說大方廣十輪經	LQ004520	8	
QL000660	QL	大集須彌藏經	LQ004360	2	
QL000670	QL	虛空孕菩薩經	LQ004490	2	
QL000680	QL	虛空藏菩薩經	LQ004460	1	
QL000690	QL	虛空藏菩薩神咒經	LQ004470	1	
QL000700	QL	觀虛空藏菩薩經	LQ004500	1	
QL000710	QL	佛說菩薩念佛三昧經	LQ004550	6	
QL000720	QL	佛說大方等大集菩薩念佛三昧經	LQ004560	10	
QL000730	QL	般舟三昧經	LQ004580	3	
QL000740	QL	阿差末菩薩經	LQ004380	7	
QL000750	QL	大方等大集賢護經	LQ004570	5	
QL000760	QL	拔陂菩薩經	LQ004600	1	
QL000770	QL	無盡意菩薩經	LQ004370	4	
QL000780	QL	大集譬喻王經	LQ004630	2	
QL000790	QL	大哀經	LQ004400	8	
QL000800	QL	寳女所問經	LQ004410	4	
QL000810	QL	無言童子經	LQ004430	2	
QL000820	QL	自在王菩薩經	LQ004610	2	
QL000830	QL	奮迅王問經	LQ004620	2	
QL000840	QL	寳星陀羅尼經	LQ004450	8	
QL000850	QL	度諸佛境界智光嚴經	LQ003350	1	
QL000860	QL	大乘金剛髻珠菩薩修行分經	LQ011630	1	
QL000870	QL	大方廣佛華嚴經	LQ003100	60	東晉天竺三藏佛陀跋陀羅等譯
QL000880	QL	大方廣佛華嚴經	LQ003090	80	唐于闐國三藏沙門實叉難陀譯
QL000890	QL	大方廣佛華嚴經普賢菩薩行願品	LQ048210	40	
QL000900	QL	信力入印法門經	LQ003370	5	
QL000910	QL	佛華嚴入如來德智不思議境界經	LQ003360	1	
QL000920	QL	佛說如來興顯經	LQ003220	4	
QL000930	QL	大方廣入如來智德不思議經	LQ003340	1	
QL000940	QL	大方廣佛華嚴經修慈分	LQ003380	1	
QL000950	QL	顯無邊佛土功德經	LQ003200	1	
QL000960	QL	大方廣佛華嚴經不思議佛境界分	LQ003330	1	
QL000970	QL	大方廣如來不思議境界經	LQ003320	1	
QL000980	QL	大方廣普賢所說經	LQ003300	1	
QL000990	QL	莊嚴菩提心經	LQ003390	1	
QL001000	QL	佛說菩薩本業經	LQ003120	1	
QL001010	QL	大方廣佛華嚴經續入法界品	LQ003270	1	
QL001020	QL	佛說兠沙經	LQ003110	1	
QL001030	QL	大方廣菩薩十地經	LQ003400	1	
QL001040	QL	度世品經	LQ003230	6	
QL001050	QL	十住經	LQ003170	6	
QL001060	QL	佛說羅摩伽經	LQ003260	4	
QL001070	QL	諸菩薩求佛本業經	LQ003130	1	
QL001080	QL	菩薩十住行道品經	LQ003140	1	
QL001090	QL	佛說菩薩十住經	LQ003150	1	
QL001100	QL	漸備一切智德經	LQ003160	5	
QL001110	QL	等目菩薩所問三昧經	LQ003190	3	
QL001120	QL	文殊師利問菩薩署經	LQ006290	1	
QL001130	QL	大般涅槃經	LQ004090	40	北涼天竺三藏曇無讖奉召譯
QL001140	QL	南本大般涅槃經	LQ020150	36	
QL001150	QL	大般涅槃經後分	LQ004120	2	
QL001160	QL	佛說方等般泥洹經	LQ004130	2	
QL001170	QL	大悲經	LQ004150	5	
QL001180	QL	大般涅槃經	LQ000070	3	東晉沙門釋法顯譯
QL001190	QL	佛說方等泥洹經		2	行120:存疑C,龙泉编号为空(失譯人名附東晉録)
QL001200	QL	大般泥洹經	LQ004110	6	
QL001210	QL	四童子三昧經	LQ004140	3	
QL001220	QL	佛垂般涅槃略說教誡經	LQ004240	1	
QL001230	QL	佛臨涅槃記法住經		1	行124:存疑C,龙泉编号不存在：LQ042250，存在1条经名相似的记录：[佛臨涅槃記法住經,LQ004250] 
QL001240	QL	佛滅度後棺斂葬送經	LQ004270	1	
QL001250	QL	般泥洹後灌臘經	LQ004260	1	
QL001260	QL	金光明最勝王經	LQ007570	10	
QL001270	QL	金光明經	LQ007580	4	
QL001280	QL	等集眾德三昧經	LQ004170	3	
QL001290	QL	集一切福德三昧經	LQ004160	3	
QL001300	QL	合部金光明經	LQ007590	8	
QL001310	QL	入定不定印經	LQ007450	1	
QL001320	QL	不必定入定入印經	LQ007460	1	
QL001330	QL	無量義經	LQ003070	1	
QL001340	QL	妙法蓮華經	LQ002920	7	
QL001350	QL	法華三昧經	LQ003000	1	
QL001360	QL	薩曇芬陀利經	LQ002950	1	
QL001370	QL	妙法蓮華經觀世音菩薩普門品經	LQ002960	1	
QL001380	QL	正法華經	LQ002930	10	
QL001390	QL	添品妙法蓮華經	LQ002940	8	
QL001400	QL	分別緣起初勝法門經	LQ008020	2	
