# sid	tripitaka	name	lqsutra	total_reels	remark
QS003630	QS	佛說華聚陀羅尼呪經	LQ014050	1	
QS003640	QS	六字呪王經	LQ010660	1	
QS003650	QS	六字神呪王經	LQ010672	1	
QS003660	QS	如來方便善巧呪經	LQ011830	1	
QS003670	QS	佛說持句神呪經	LQ013980	1	
QS003680	QS	佛說陁鄰尼鉢經	LQ013990	1	
QS003690	QS	東方最勝燈王如來遣二菩薩送呪奉釋迦如來護持世間經		1	行365:存疑C,龙泉编号为空
QS003700	QS	善法方便陁羅尼呪經	LQ011740	1	
QS003710	QS	金剛秘密善門陁羅尼經	LQ011752	1	
QS003720	QS	護命法門神呪經	LQ011730	1	
QS003730	QS	無垢淨光大陀羅尼經	LQ010450	1	
QS003740	QS	請觀世音菩薩消伏毒害陁羅尼呪經	LQ010650	1	
QS003750	QS	內藏百寶經	LQ008240	1	
QS003760	QS	溫室洗浴眾僧經	LQ007940	1	
QS003770	QS	佛說須賴經	LQ003610	1	
QS003780	QS	菩薩道樹經		1	行374:存疑C,龙泉编号为空
QS003790	QS	菩薩生地經	LQ006760	1	
QS003800	QS	梵女首意經	LQ006970	1	
QS003810	QS	佛說四不可得經	LQ008120	1	
QS003820	QS	成具光明定意經	LQ007310	1	
QS003830	QS	佛說寶網經	LQ006060	1	
QS003840	QS	大方等如來藏經	LQ007600	1	
QS003850	QS	佛說諸德福田經	LQ007770	1	
QS003860	QS	佛語經	LQ008490	1	
QS003870	QS	金色王經	LQ002220	1	
QS003880	QS	演道俗業經	LQ008380	1	
QS003890	QS	百佛名經	LQ006070	1	
QS003900	QS	佛說須賴經	LQ003600	1	
QS003910	QS	菩薩行五十緣身經		1	行387:存疑C,龙泉编号为空
QS003920	QS	菩薩修行經	LQ003620	1	
QS003930	QS	稱揚諸佛功德經	LQ005950	3	
QS003940	QS	須真天子經	LQ007130	2	
QS003950	QS	摩訶摩耶經	LQ004180	2	
QS003960	QS	除恐災患經	LQ008050	1	
QS003970	QS	觀世音菩薩得大勢菩薩受記經	LQ004040	1	
QS003980	QS	佛說孛經抄	LQ008230	1	
QS003990	QS	佛說海龍王經	LQ007180	4	
QS004000	QS	佛說首楞嚴三昧經	LQ007420	3	
QS004010	QS	佛說觀普賢菩薩行法經	LQ003080	1	
QS004020	QS	佛說觀藥王藥上二菩薩經	LQ011990	1	
QS004030	QS	不思議光菩薩所說經	LQ006540	1	
QS004040	QS	十住斷結經	LQ003410	14	
QS004050	QS	諸佛要集經	LQ008270	2	
QS004060	QS	佛說未曾有因緣經	LQ008060	2	
QS004070	QS	菩薩瓔珞經	LQ007550	13	
QS004080	QS	超日明三昧經	LQ007380	2	
QS004090	QS	賢劫經	LQ005940	10	
QS004100	QS	大法炬陀羅尼經	LQ013870	20	
QS004110	QS	大威德陀羅尼經	LQ013880	20	
QS004120	QS	佛說佛名經	LQ006100	12	
QS004130	QS	三劫三千佛名經	LQ006140	3	
QS004140	QS	五千五百佛名神呪除障滅罪經	LQ006130	8	
QS004150	QS	佛說不思議功德諸佛所護念經	LQ006080	2	
QS004160	QS	佛說華手經	LQ007560	10	
QS004170	QS	大方等陀羅尼經	LQ013860	4	
QS004180	QS	僧伽吒經	LQ004650	4	
QS004190	QS	力莊嚴三昧經	LQ007470	3	
QS004200	QS	大方廣圓覺修多羅了義經	LQ008570	1	
QS004210	QS	觀佛三昧海經	LQ007430	10	
QS004220	QS	大方便佛報恩經	LQ002160	7	
QS004230	QS	菩薩本行經	LQ002150	3	
QS004240	QS	法集經	LQ008070	6	
QS004250	QS	觀察諸法行經	LQ007490	4	
QS004260	QS	菩薩處胎經	LQ004190	5	
QS004270	QS	弘道廣顯三昧經	LQ007350	4	
QS004280	QS	佛說施燈功德經	LQ007950	1	
QS004290	QS	央掘魔羅經	LQ001390	4	
QS004300	QS	無所有菩薩經	LQ006550	4	
QS004310	QS	佛說明度五十校計經	LQ004390	2	
QS004320	QS	中陰經	LQ004200	2	
QS004330	QS	大法鼓經	LQ003010	2	
QS004340	QS	文殊師利所問經	LQ006360	2	
QS004350	QS	月上女經	LQ006510	2	
QS004360	QS	大方廣如來秘密藏經	LQ008390	2	
QS004370	QS	大乘密嚴經	LQ007750	3	
QS004380	QS	占察善惡業報經	LQ008540	2	
QS004390	QS	佛說蓮華面經	LQ004210	2	
QS004400	QS	文殊師利問菩薩署經	LQ006290	1	
QS004410	QS	大乘造像功德經	LQ007860	2	
QS004420	QS	廣大寶樓閣善住秘密陀羅尼經	LQ010272	3	
QS004430	QS	一字佛頂輪王經	LQ009680	6	
QS004440	QS	大陀羅尼末法中一字心呪經	LQ012220	1	
QS004450	QS	大佛頂如來密因修證了義諸菩薩萬行首楞嚴經	LQ009620	10	
QS004460	QS	大毗盧遮那成佛神變加持經	LQ008650	7	
QS004470	QS	蘇婆呼童子經	LQ009141	3	
QS004480	QS	蘇悉地羯羅經	LQ009111	3	
QS004490	QS	牟梨曼陀羅呪經	LQ010280	1	
QS004500	QS	金剛頂瑜伽中略出念誦經	LQ008840	4	
QS004510	QS	七佛所說神呪經	LQ013820	4	
QS004520	QS	大吉義神呪經	LQ013830	2	
QS004530	QS	文殊師利寶藏陀羅尼經	LQ012260	1	
QS004540	QS	金剛光焰止風雨陀羅尼經	LQ010481	1	
QS004550	QS	阿吒婆拘鬼神大將上佛陀羅尼神呪經	LQ012780	1	
QS004560	QS	佛說大普賢陀羅尼經	LQ014140	1	
QS004570	QS	佛說大七寶陀羅尼經	LQ014150	1	
QS004580	QS	六字大陀羅尼呪經	LQ010680	1	
QS004590	QS	佛說安宅神呪經	LQ014400	1	
QS004600	QS	幻師颰陀神呪經	LQ014252	1	
QS004610	QS	佛說辟除賊害呪經	LQ014520	1	
QS004620	QS	佛說呪時氣病經	LQ013740	1	
QS004630	QS	佛說呪齒經	LQ013750	1	
QS004640	QS	佛說呪目經	LQ013760	1	
QS004650	QS	佛說呪小兒經	LQ013770	1	
QS004660	QS	阿彌陀鼓音聲王陀羅尼經	LQ004030	1	
QS004670	QS	佛說摩尼羅亶經	LQ014390	1	
QS004680	QS	佛說護諸童子陀羅尼呪經	LQ010491	1	
QS004690	QS	諸佛心陀羅尼經	LQ009360	1	
QS004700	QS	拔濟苦難陀羅尼經	LQ014410	1	
QS004710	QS	八名普密陀羅尼經	LQ014120	1	
QS004720	QS	佛說持世陀羅尼經	LQ012000	1	
QS004730	QS	佛說六門陀羅尼經	LQ014060	1	
QS004740	QS	清淨觀世音菩薩普賢陀羅尼經	LQ010600	1	
QS004750	QS	佛說檀持羅麻油述經	LQ014370	1	
QS004760	QS	諸佛集會陀羅尼經	LQ011680	1	
QS004770	QS	佛說智炬陀羅尼經	LQ014440	1	
QS004780	QS	佛說隨求即得大自在陀羅尼神呪經	LQ011920	1	
QS004790	QS	百千印陀羅尼經	LQ014161	1	
QS004800	QS	佛說救面然餓鬼陀羅尼神呪經	LQ013550	1	
QS004810	QS	莊嚴王陀羅尼呪經	LQ014220	1	
QS004820	QS	香王菩薩陀羅尼呪經	LQ011960	1	
QS004830	QS	佛說拔除罪障呪王經	LQ014420	1	
QS004840	QS	佛說一切功德莊嚴王經	LQ014210	1	
QS004850	QS	虛空藏菩薩能滿諸願最勝心陀羅尼求聞持法	LQ011800	1	
QS004860	QS	佛說善夜經	LQ014090	1	
QS004870	QS	金剛頂經曼殊室利菩薩五字心陀羅尼品	LQ012120	1	
QS004880	QS	觀自在如意輪菩薩瑜伽法要	LQ011190	1	
QS004890	QS	佛說佛地經	LQ007740	1	
QS004900	QS	佛遺教經	LQ004240	1	
QS004910	QS	出生菩提心經	LQ008520	1	
QS004920	QS	佛說佛印三昧經	LQ007220	1	
QS004930	QS	文殊師利般涅槃經	LQ006400	1	
QS004940	QS	異出菩薩本起經	LQ001830	1	
QS004950	QS	佛說賢首經	LQ006990	1	
QS004960	QS	千佛因緣經	LQ006150	1	
QS004970	QS	佛說月明菩薩經	LQ002290	1	
QS004980	QS	佛說心明經	LQ006980	1	
QS004990	QS	佛說滅十方冥經	LQ006020	1	
QS005000	QS	佛說鹿母經	LQ002420	1	
QS005010	QS	佛說魔逆經	LQ007140	1	
QS005020	QS	佛說賴吒和羅所問德光太子經	LQ002300	1	
QS005030	QS	商主天子所問經	LQ007150	1	
QS005040	QS	諸法最上王經	LQ008420	1	
QS005050	QS	大乘四法經	LQ008160	1	
QS005060	QS	離垢慧菩薩所問禮佛法經	LQ006570	1	
QS005070	QS	寂照神變三摩地經	LQ007480	1	
QS005080	QS	佛說造塔功德經	LQ007920	1	
QS005090	QS	佛說不增不減經	LQ007620	1	
QS005100	QS	佛說堅固女經	LQ007020	1	
QS005110	QS	佛說大乘流轉諸有經	LQ007030	1	
QS005120	QS	佛說大意經	LQ002370	1	
QS005130	QS	受持七佛名號所生功德經	LQ006050	1	
QS005140	QS	佛為海龍王說法印經	LQ007210	1	
QS005150	QS	右遶佛塔功德經	LQ007930	1	
QS005160	QS	般泥洹後灌臘經	LQ004260	1	
QS005170	QS	妙色王因緣經	LQ002230	1	
QS005180	QS	佛說師子素馱娑王斷肉經	LQ002240	1	
QS005190	QS	差摩婆帝受記經	LQ007010	1	
QS005200	QS	師子莊嚴王菩薩請問經	LQ006560	1	
QS005210	QS	有德女所問大乘經	LQ006960	1	
QS005220	QS	佛臨涅槃記法住經	LQ004250	1	
QS005230	QS	佛說八部佛名經	LQ006000	1	
QS005240	QS	菩薩內習六波羅蜜經	LQ008170	1	
QS005250	QS	菩薩投身飼餓虎起塔因緣經	LQ002320	1	
QS005260	QS	金剛三昧本性清淨不壞不滅經	LQ007440	1	
QS005270	QS	佛說師子月佛本生經	LQ002360	1	
QS005280	QS	佛說長者法志妻經	LQ007000	1	
QS005290	QS	佛說薩羅國經	LQ006700	1	
QS005300	QS	佛說十吉祥經	LQ006010	1	
QS005310	QS	長者女菴提遮師子吼了義經	LQ007070	1	
QS005320	QS	一切智光明仙人慈心因緣不食肉經	LQ002430	1	
QS005330	QS	金剛三昧經	LQ003040	2	
QS005340	QS	佛說法滅盡經	LQ004310	1	
QS005350	QS	佛說甚深大迴向經	LQ008430	1	
QS005360	QS	天王太子辟羅經	LQ007170	1	
QS005370	QS	優婆夷淨行法門經	LQ007060	2	
QS005380	QS	八大人覺經	LQ000480	1	
QS005390	QS	佛說三品弟子經	LQ008090	1	
QS005400	QS	佛說四輩經	LQ008110	1	
QS005410	QS	佛說當來變經	LQ004300	1	
QS005420	QS	過去佛分衛經	LQ002400	1	
QS005430	QS	佛說十二頭陀經	LQ008190	1	
QS005440	QS	佛說樹提伽經	LQ006810	1	
QS005450	QS	佛說長壽王經	LQ002210	1	
QS005460	QS	佛說法常住經	LQ008370	1	
QS005470	QS	菩薩地持經	LQ016510	8	
QS005480	QS	菩薩善戒經	LQ016521	9	
QS005490	QS	菩薩善戒經	LQ016522	1	
QS005500	QS	佛說淨業障經	LQ015610	1	
QS005510	QS	佛說梵網經	LQ015450	2	
QS005520	QS	佛說受十善戒經	LQ015470	1	
QS005530	QS	優婆塞戒經	LQ015490	7	
QS005540	QS	菩薩瓔珞本業經	LQ015460	2	
QS005550	QS	菩薩戒本	LQ015670	1	
QS005560	QS	菩薩戒本經	LQ015680	1	
QS005570	QS	菩薩戒羯磨文	LQ015660	1	
QS005580	QS	佛藏經	LQ015500	4	
QS005590	QS	佛說菩薩內戒經	LQ015480	1	
QS005600	QS	優婆塞五戒威儀經	LQ015690	1	
QS005610	QS	佛說文殊師利淨律經	LQ015530	1	
QS005620	QS	清淨毗尼方廣經	LQ015520	1	
QS005630	QS	寂調音所問經	LQ015540	1	
QS005640	QS	大乘三聚懺悔經	LQ015600	1	
QS005650	QS	菩薩五法懺悔經	LQ015710	1	
QS005660	QS	菩薩藏經	LQ015580	1	
QS005670	QS	三曼陀颰陀羅菩薩經	LQ015570	1	
QS005680	QS	菩薩受齋經	LQ015700	1	
QS005690	QS	舍利弗悔過經	LQ015590	1	
QS005700	QS	佛說文殊悔過經	LQ015560	1	
QS005710	QS	法律三昧經	LQ015510	1	
QS005720	QS	十善業道經	LQ007190	1	
QS005730	QS	大智度論	LQ015760	100	
QS005740	QS	十地經論	LQ015890	12	
QS005750	QS	彌勒菩薩所問經論	LQ015920	7	
QS005760	QS	大寶積經論	LQ015900	4	
QS005770	QS	寶髻經四法優波提舍	LQ015930	1	
QS005780	QS	佛地經論	LQ015970	7	
QS005790	QS	金剛般若波羅蜜經論	LQ015772	3	
QS005800	QS	能斷金剛般若波羅蜜多經論頌	LQ015810	1	
QS005810	QS	金剛般若波羅蜜經論	LQ015790	3	
QS005820	QS	能斷金剛般若波羅蜜多經論釋	LQ015800	3	
QS005830	QS	略明般若末後一頌讚述	LQ024200	1	
QS005840	QS	金剛般若波羅蜜經破取著不壞假名論	LQ015820	2	
QS005850	QS	文殊師利菩薩問菩提經論	LQ015980	2	
QS005860	QS	妙法蓮華經論優波提舍	LQ015872	2	
QS005870	QS	妙法蓮華經優波提舍	LQ015860	2	
QS005880	QS	勝思惟梵天所問經論	LQ015990	3	
QS005890	QS	遺教經論	LQ015960	1	
QS005900	QS	大般涅槃經論	LQ015940	1	
QS005910	QS	涅槃經本有今無偈論	LQ015950	1	
QS005920	QS	無量壽經優波提舍願生偈	LQ015910	1	
QS005930	QS	轉法輪經優波提舍	LQ016000	1	
QS005940	QS	三具足經優波提舍	LQ016010	1	
QS005950	QS	瑜伽師地論	LQ016490	100	
QS005960	QS	顯揚聖教論	LQ016720	20	
QS005970	QS	大乘阿毗達磨集論	LQ016750	7	
QS005980	QS	王法正理論	LQ016850	1	
QS005990	QS	瑜伽師地論釋	LQ016500	1	
QS006000	QS	顯揚聖教論頌	LQ016730	1	
QS006010	QS	大乘阿毗達磨雜集論	LQ016760	16	
QS006020	QS	中論	LQ016330	4	
QS006030	QS	般若燈論		15	行599:存疑C,龙泉编号为空，存在1条经名相似的记录：[般若燈論釋,LQ016360] 
QS006040	QS	十二門觀論	LQ016380	1	
QS006050	QS	十八空論	LQ016860	1	
QS006060	QS	百論	LQ016390	2	
QS006070	QS	廣百論本	LQ016400	1	
QS006080	QS	廣百論釋論	LQ016410	10	
QS006090	QS	十住毗婆沙論	LQ015880	15	
QS006100	QS	菩提資糧論	LQ017300	6	
QS006110	QS	大乘莊嚴經論	LQ016740	13	
QS006120	QS	大莊嚴經論	LQ001950	15	
QS006130	QS	順中論	LQ016350	2	
QS006140	QS	攝大乘論	LQ016640	3	
QS006150	QS	攝大乘論	LQ016620	2	
QS006160	QS	攝大乘論本	LQ016630	3	
QS006170	QS	攝大乘論釋	LQ016660	15	
QS006180	QS	攝大乘論釋	LQ016670	10	
QS006190	QS	攝大乘論釋	LQ016650	10	
QS006200	QS	攝大乘論釋	LQ016680	10	
QS006210	QS	佛性論	LQ016800	4	
QS006220	QS	決定藏論	LQ016530	3	
QS006230	QS	辯中邊論頌	LQ016710	1	
QS006240	QS	中邊分別論	LQ016700	2	
QS006250	QS	辯中邊論	LQ016690	3	
QS006260	QS	究竟一乘寶性論	LQ016810	5	
QS006270	QS	業成就論	LQ016790	1	
QS006280	QS	大乘成業論	LQ016780	1	
QS006290	QS	因明正理門論本	LQ017180	1	
QS006300	QS	因明正理門論	LQ017190	1	
QS006310	QS	因明入正理論	LQ017200	1	
QS006320	QS	顯識論	LQ016560	1	
QS006330	QS	轉識論	LQ016570	1	
QS006340	QS	唯識論	LQ016580	1	
QS006350	QS	大乘唯識論	LQ016590	1	
QS006360	QS	唯識二十論	LQ016600	1	
QS006370	QS	成唯識寶生論	LQ016610	5	
QS006380	QS	唯識三十論	LQ016550	1	
QS006390	QS	成唯識論	LQ016540	10	
QS006400	QS	大丈夫論	LQ016470	2	
QS006410	QS	入大乘論	LQ017240	2	
QS006420	QS	大乘掌珍論	LQ016480	2	
QS006430	QS	大乘廣五蘊論	LQ016830	1	
QS006440	QS	大乘五蘊論	LQ016820	1	
QS006450	QS	寶行王正論	LQ017150	1	
QS006460	QS	大乘起信論	LQ017360	1	
QS006470	QS	大乘起信論	LQ017370	2	
QS006480	QS	發菩提心論	LQ017290	2	
QS006490	QS	三無性論	LQ016870	2	
QS006500	QS	方便心論	LQ017220	1	
QS006510	QS	如實論	LQ017230	1	
QS006520	QS	無相思塵論	LQ016920	1	
QS006530	QS	觀所緣緣論	LQ016930	1	
QS006540	QS	觀所緣論釋	LQ016940	1	
QS006550	QS	迴諍論	LQ017210	1	
QS006560	QS	緣生論	LQ017110	1	
QS006570	QS	十二因緣論	LQ017100	1	
QS006580	QS	壹輸盧迦論	LQ016430	1	
QS006590	QS	大乘百法明門論	LQ016840	1	
QS006600	QS	百字論	LQ016420	1	
QS006610	QS	解拳論	LQ016890	1	
QS006620	QS	掌中論	LQ016880	1	
QS006630	QS	取因假設論	LQ016900	1	
QS006640	QS	觀總相論頌	LQ016910	1	
QS006650	QS	止觀門論頌	LQ017140	1	
QS006660	QS	手杖論	LQ017160	1	
QS006670	QS	六門教授習定論	LQ016770	1	
QS006680	QS	大乘法界無差別論	LQ016960	1	
QS006690	QS	提婆菩薩破楞伽經中外道小乘四宗論	LQ016980	1	
QS006700	QS	提婆菩薩破楞伽經中外道小乘涅槃論	LQ016990	1	
QS006710	QS	佛說長阿含經	LQ000010	22	
QS006720	QS	中阿含經	LQ000280	60	
QS006730	QS	增壹阿含經	LQ001440	50	
QS006740	QS	雜阿含經	LQ001020	50	
QS006750	QS	別譯雜阿含經	LQ001030	20	
QS006760	QS	佛般泥洹經	LQ000050	2	
QS006770	QS	佛說方等泥洹經	LQ000060	2	
QS006780	QS	大般涅槃經	LQ000070	3	
QS006790	QS	佛說人本欲生經	LQ000150	1	
QS006800	QS	佛說梵志阿颰經	LQ000220	1	
QS006810	QS	佛說梵網六十二見經	LQ000230	1	
QS006820	QS	佛說屍迦羅越六方禮經	LQ000180	1	
QS006830	QS	佛說寂志果經	LQ000240	1	
QS006840	QS	起世經	LQ000260	10	
QS006850	QS	起世因本經	LQ000270	10	
QS006860	QS	樓炭經	LQ000250	6	
QS006870	QS	長阿含十報法經	LQ000140	2	
QS006880	QS	中本起經	LQ001900	2	
QS006890	QS	佛說七知經	LQ000290	1	
QS006900	QS	佛說鹹水喻經	LQ000310	1	
QS006910	QS	佛說一切流攝守因經	LQ000330	1	
QS006920	QS	佛說四諦經	LQ000340	1	
QS006930	QS	佛說恒水經	LQ000350	1	
QS006940	QS	佛說本相倚致經	LQ000380	1	
QS006950	QS	佛說緣本致經	LQ000390	1	
QS006960	QS	佛說頂生王故事經	LQ000410	1	
QS006970	QS	佛說文陀竭王經	LQ000420	1	
QS006980	QS	佛說閻羅王五天使者經	LQ000450	1	
QS006990	QS	佛說鐵城泥犂經	LQ000440	1	
QS007000	QS	佛說古來世時經	LQ000460	1	
QS007010	QS	佛說阿那律八念經	LQ000470	1	
QS007020	QS	佛說離睡經	LQ000490	1	
QS007030	QS	佛說是法非法經	LQ000500	1	
QS007040	QS	佛說求欲經	LQ000510	1	
QS007050	QS	佛說受歲經	LQ000520	1	
QS007060	QS	佛說梵志計水淨經	LQ000530	1	
QS007070	QS	佛說苦陰經	LQ000550	1	
QS007080	QS	佛說釋摩男本經	LQ000560	1	
QS007090	QS	佛說苦陰因事經	LQ000570	1	
QS007100	QS	佛說樂想經	LQ000580	1	
QS007110	QS	佛說漏分佈經	LQ000590	1	
QS007120	QS	佛說阿耨颰經	LQ000600	1	
QS007130	QS	佛說諸法本經	LQ000610	1	
QS007140	QS	佛說瞿曇彌記果經	LQ000620	1	
QS007150	QS	佛說瞻婆比丘經	LQ000650	1	
QS007160	QS	佛說伏婬經	LQ000670	1	
QS007170	QS	佛說魔嬈亂經	LQ000680	1	
QS007180	QS	佛說弊魔試目連經	LQ000690	1	
QS007190	QS	佛說賴吒和羅經	LQ000700	1	
QS007200	QS	佛說善生子經	LQ000190	1	
QS007210	QS	佛說數經	LQ000720	1	
QS007220	QS	佛說梵志頞波羅延問種尊經	LQ000730	1	
QS007230	QS	三歸五戒慈心猒離功德經	LQ000740	1	
QS007240	QS	佛說須達經	LQ000750	1	
QS007250	QS	佛為黃竹園老婆羅門說學經	LQ000770	1	
QS007260	QS	佛說梵摩喻經	LQ000780	1	
QS007270	QS	佛說尊上經	LQ000800	1	
QS007280	QS	佛說鸚鵡經	LQ000820	1	
QS007290	QS	佛說兜調經	LQ000810	1	
QS007300	QS	佛說意經	LQ000860	1	
QS007310	QS	佛說應法經	LQ000870	1	
QS007320	QS	佛說泥犁經	LQ000910	1	
QS007330	QS	優婆夷墮舍迦經	LQ000930	1	
QS007340	QS	佛說齋經	LQ000920	1	
QS007350	QS	佛說鞞摩肅經	LQ000950	1	
QS007360	QS	佛說婆羅門子命	LQ000960	1	
QS007370	QS	佛說十支居士八城人經	LQ000970	1	
QS007380	QS	佛說邪見經	LQ000980	1	
QS007390	QS	佛說箭喻經	LQ000990	1	
QS007400	QS	佛說普法義經	LQ001010	1	
QS007410	QS	佛說廣義法門經	LQ001000	1	
QS007420	QS	佛說戒德香經	LQ001350	1	
QS007430	QS	佛說四人出現世間經	LQ001480	1	
QS007440	QS	佛說波斯匿王太后崩塵土坌身經	LQ001430	1	
QS007450	QS	須摩提女經	LQ001510	1	
QS007460	QS	佛說婆羅門避死經	LQ001540	1	
QS007470	QS	食施獲五福報經	LQ001550	1	
QS007480	QS	頻婆娑羅王詣佛供養經	LQ001570	1	
QS007490	QS	佛說長者子六過出家經	LQ001590	1	
QS007500	QS	佛說鴦崛摩經	LQ001370	1	
QS007510	QS	佛說力士移山經	LQ001610	1	
QS007520	QS	佛說四未曾有法經	LQ001620	1	
QS007530	QS	佛說舍利弗目犍連遊四衢經	LQ001630	1	
QS007540	QS	鴦崛髻經	LQ001380	1	
QS007550	QS	七佛父母姓字經	LQ000020	1	
QS007560	QS	佛說放牛經	LQ001640	1	
QS007570	QS	緣起經	LQ001180	1	
QS007580	QS	佛說十一想思念如來經	LQ001660	1	
QS007590	QS	佛說四泥犂經	LQ001670	1	
QS007600	QS	阿那邠邸化七子經	LQ001680	1	
QS007610	QS	佛說大愛道般涅槃經	LQ001720	1	
QS007620	QS	佛母般泥洹經	LQ001730	1	
QS007630	QS	舍衛國王夢見十事經	LQ001740	1	
QS007640	QS	佛說國王不黎先尼十夢經	LQ001760	1	
QS007650	QS	阿難同學經	LQ001580	1	
QS007660	QS	佛說五蘊皆空經	LQ001050	1	
QS007670	QS	佛說七處三觀經	LQ001060	2	
QS007680	QS	佛說聖法印經	LQ001080	1	
QS007690	QS	雜阿含經	LQ001040	1	
QS007700	QS	五陰譬喻經	LQ001110	1	
QS007710	QS	佛說水沫所飄經	LQ001120	1	
QS007720	QS	佛說不自守意經	LQ001140	1	
QS007730	QS	佛說滿願子經	LQ001190	1	
QS007740	QS	轉法輪經	LQ041050	1	
QS007750	QS	佛說三轉法輪經	LQ001220	1	
QS007760	QS	佛說八正道經	LQ001300	1	
QS007770	QS	佛說馬有三相經	LQ001320	1	
QS007780	QS	佛說馬有八態譬人經	LQ001330	1	
QS007790	QS	佛說相應相可經	LQ001240	1	
QS007800	QS	難提釋經	LQ001310	1	
QS007810	QS	治禪病秘要法經	LQ005200	2	
QS007820	QS	摩鄧女經	LQ005020	1	
QS007830	QS	摩登女解形中六事經	LQ005030	1	
QS007840	QS	摩登伽經	LQ013410	3	
QS007850	QS	舍頭諫經	LQ013420	1	
QS007860	QS	鬼問目連經	LQ005530	1	
QS007870	QS	雜藏經	LQ005520	1	
QS007880	QS	餓鬼報應經	LQ005540	1	
QS007890	QS	阿難問事佛吉凶經	LQ004670	1	
QS007900	QS	慢法經	LQ004680	1	
QS007910	QS	阿難分別經	LQ004690	1	
QS007920	QS	五母子經	LQ005060	1	
QS007930	QS	沙彌羅經	LQ005070	1	
QS007940	QS	玉耶經	LQ001700	1	
QS007950	QS	玉耶女經	LQ001690	1	
QS007960	QS	阿遬達經	LQ001710	1	
QS007970	QS	修行本起經	LQ001810	2	
QS007980	QS	太子瑞應本起經	LQ001820	2	
QS007990	QS	過去現在因果經	LQ001800	4	
QS008000	QS	法海經	LQ000360	1	
QS008010	QS	海八德經	LQ000370	1	
QS008020	QS	四十二章經	LQ005790	1	
QS008030	QS	佛說柰女耆域因緣經	LQ005040	1	
QS008040	QS	佛說罪業報應教化地獄經	LQ005440	1	
QS008050	QS	佛說龍王兄弟經	LQ005170	1	
QS008060	QS	長者音悅經	LQ004930	1	
QS008070	QS	佛說柰女耆婆經	LQ005050	1	
QS008080	QS	禪秘要法經	LQ005190	3	
QS008090	QS	佛說七女經	LQ005080	1	
QS008100	QS	佛說八師經	LQ005130	1	
QS008110	QS	佛說越難經	LQ004940	1	
QS008120	QS	佛說所欲致患經	LQ005590	1	
QS008130	QS	佛說阿闍世王問五逆經	LQ004820	1	
QS008140	QS	佛說五苦章句經	LQ005620	1	
QS008150	QS	佛說堅意經	LQ005560	1	
QS008160	QS	佛說淨飯王般涅槃經	LQ004830	1	
QS008170	QS	佛說進學經	LQ005860	1	
QS008180	QS	得道梯隥錫杖經	LQ005800	1	
QS008190	QS	佛說持錫杖法經		1	行815:存疑C,龙泉编号为空
QS008200	QS	佛說貧窮老公經	LQ005110	1	
QS008210	QS	佛說三摩竭經	LQ001520	1	
QS008220	QS	佛說蓱沙王五願經	LQ000790	1	
QS008230	QS	琉璃王經	LQ001560	1	
QS008240	QS	生經	LQ001790	5	
QS008250	QS	佛說義足經	LQ001920	2	
QS008260	QS	正法念處經	LQ005420	70	
QS008270	QS	佛本行集經	LQ001840	60	
QS008280	QS	本事經	LQ005770	7	
QS008290	QS	佛說興起行經	LQ001910	2	
QS008300	QS	佛為首迦長者說業報差別經	LQ000830	1	
QS008310	QS	佛說大安般守意經	LQ005180	2	
QS008320	QS	佛說罵意經	LQ005550	1	
QS008330	QS	禪行法想經	LQ005230	1	
QS008340	QS	佛說處處經	LQ005500	1	
QS008350	QS	佛說分別善惡所起經	LQ005490	1	
QS008360	QS	佛說出家緣經	LQ005810	1	
QS008370	QS	佛說阿含正行經	LQ001780	1	
QS008380	QS	佛說地獄眾生相害十八泥犁經	LQ005510	1	
QS008390	QS	佛說法受塵經	LQ005820	1	
QS008400	QS	須摩提長者經	LQ004920	1	
QS008410	QS	長者子懊惱三處經	LQ004900	1	
QS008420	QS	犍陀國王經	LQ004800	1	
QS008430	QS	阿難四事經	LQ004700	1	
QS008440	QS	分別經	LQ005600	1	
QS008450	QS	未生怨經	LQ004810	1	
QS008460	QS	四願經	LQ005570	1	
QS008470	QS	猘狗經	LQ002080	1	
QS008480	QS	八關齋經	LQ000940	1	
QS008490	QS	孝子經	LQ005370	1	
QS008500	QS	黑氏梵志經	LQ005120	1	
QS008510	QS	阿鳩留經	LQ004910	1	
QS008520	QS	佛為阿支羅迦葉自化作苦經		1	行848:存疑C,龙泉编号为空
QS008530	QS	陰持入經	LQ005210	2	
QS008540	QS	五百弟子自說本起經	LQ001930	1	
QS008550	QS	佛說大迦葉本經	LQ004720	1	
QS008560	QS	佛說四自侵經	LQ005580	1	
QS008570	QS	佛說羅雲忍辱經	LQ004750	1	
QS008580	QS	佛為年少比丘說正事經	LQ004770	1	
QS008590	QS	佛說沙曷比丘功德經	LQ004760	1	
QS008600	QS	佛說時非時經	LQ005840	1	
QS008610	QS	佛說自愛經	LQ005630	1	
QS008620	QS	佛說中心經	LQ005640	1	
QS008630	QS	佛說見正經	LQ004790	1	
QS008640	QS	佛說大魚事經	LQ002090	1	
QS008650	QS	佛說阿難七夢經	LQ004710	1	
QS008660	QS	佛說呵鵰阿那含經	LQ004950	1	
QS008670	QS	佛說燈指因緣經	LQ005380	1	
QS008680	QS	佛說婦人遇辜經	LQ005090	1	
QS008690	QS	佛說四天王經	LQ001410	1	
