龍泉編碼	乾隆藏編碼	实体经名	卷数	實際卷數	起始册码	终止册码	备注	特殊问题备注		
LQ0967	QL1024	菩提場所說一字頂輪王經	5		64	64				
LQ1030	QL1025	菩提場莊嚴陀羅尼經	1		64	64				
LQ0902	QL1026	佛說祕密相經	3		64	64				
LQ0903	QL1027	佛說一切如來金剛三業最上祕密大教王經	7		64	64				
LQ1029-1	QL1028	大寶廣博樓閣善住祕密陀羅尼經	3		64	64				
LQ0901	QL1029	佛說祕密三昧大教王經	4		64	64				
LQ0905	QL1030	佛說無二平等最上瑜伽大教王經	6		65	65				
LQ1162	QL1031	佛說金剛手菩薩降伏一切部多大教王經	3		65	65				
LQ1231	QL1032	聖妙吉祥真實名經	1		65	65				
LQ0267	QL1033	金剛頂瑜伽理趣般若經	1		65	65				
LQ0269	QL1034	大樂金剛不空真實三麼耶般若波羅蜜多理趣經	1		65	65				
LQ1190	QL1035	佛說佛母般若波羅蜜多大明觀想儀軌經	1		65	65				
LQ0822	QL1036	金剛頂瑜伽念珠經	1		65	65				
LQ0270	QL1037	佛說最上根本大樂金剛不空三昧大教王經	7		65	65				
LQ1329	QL1038	佛說最上祕密那拏天經	3		65	65				
LQ0885	QL1039	金剛峯樓閣一切瑜伽瑜祇經	2		65	65				
LQ1255	QL1040	佛說妙吉祥最勝根本大教經	3		65	65				
LQ1232	QL1041	妙吉祥平等祕密最上觀門大教王經	5		65	65				
LQ1191	QL1042	普徧光明焰鬘清淨熾盛如意寶印心無能勝大明王大隨求陀羅尼經	2		65	65				
LQ0344	QL1043	佛說如來不思議祕密大乘經	20		65	65				
LQ1215-1	QL1044	大乘瑜伽金剛性海曼殊室利千臂千鉢大教王經	10		65	65				
LQ1325	QL1045	佛說聖寶藏神儀軌經	2		66	66				
LQ1324	QL1046	佛說寶藏神大明曼拏羅儀軌經	2		66	66				
LQ1055	QL1047	金剛恐怖集會方廣軌儀觀自在菩薩三世最勝心明王經	1		66	66				
LQ1268	QL1048	金剛恐怖集會方廣軌儀觀自在菩薩三世最勝心明王大威力烏樞瑟摩明王經	3		66	66				
LQ0956	QL1049	佛說大乘觀想曼拏羅淨諸惡趣經	2		66	66				
LQ1134	QL1050	佛說大方廣曼殊室利經觀自在多羅菩薩儀軌經	1		66	66				
LQ1073	QL1051	佛說一切佛攝相應大教王經聖觀自在菩薩念誦儀軌經	1		66	66				
LQ0898	QL1052	瑜伽金剛頂經釋字母品	1		66	66				
LQ1464	QL1053	佛說一切如來安像三昧儀軌經	1		66	66				
LQ1317	QL1054	文殊師利菩薩根本大教王金翅鳥王品	1		66	66				
LQ1095	QL1055	十一面觀自在菩薩心密言念誦儀軌經	3		66	66				
LQ1219	QL1056	大方廣菩薩藏文殊師利根本儀軌經	20		66	66				
LQ1208	QL1057	佛說持明藏瑜伽大教尊那菩薩大明成就儀軌經	4		66	66				
LQ1209	QL1058	佛說金剛香菩薩大明成就儀軌經	3		66	66				
LQ1313	QL1059	金剛薩埵說頻那夜迦天成就儀軌經	4		66	66				
LQ0910	QL1060	佛說大悲空智金剛大教王儀軌經	5		66	66				
LQ0909	QL1061	佛說幻化網大瑜伽教十忿怒明王大明觀想儀軌經	1		66	66				
LQ1283	QL1062	佛說妙吉祥瑜伽大教金剛陪囉嚩輪觀想成就儀軌經	1		66	66				
LQ1240-1	QL1063	底哩三昧耶不動尊威怒王使者念誦法	1		66	66				
LQ1263-1	QL1064	聖迦柅忿怒金剛童子菩薩成就儀軌經	3		66	66				
LQ1752	QL1065	七佛讚唄伽陀	1		66	66				
LQ1748	QL1066	佛三身讚	1		66	66				
LQ1749	QL1067	佛一百八名讚經	1		66	66				
LQ1141-1	QL1068	聖救度佛母二十一種禮讚經	1		66	66		譯者相同，朝代不同，無法辨別		
LQ0976	QL1069	佛說一切如來頂輪王一百八名讚經	1		66	66				
LQ1745	QL1070	讚法界頌	1		66	66				
LQ1754	QL1071	八大靈塔梵讚	1		66	66				
LQ1747	QL1072	三身梵讚	1		66	66				
LQ1237	QL1073	佛說文殊師利一百八名梵讚	1		66	66				
LQ1236	QL1074	曼殊室利菩薩吉祥伽陀	1		66	66				
LQ1164	QL1075	聖金剛手菩薩一百八名梵讚	1		66	66				
LQ1075	QL1076	聖觀自在菩薩功德讚	1		66	66				
LQ1074	QL1077	讚觀世音菩薩頌	1		66	66				
LQ1077	QL1078	佛說聖觀自在菩薩梵讚	1		66	66				
LQ1140	QL1079	聖多羅菩薩梵讚	1		66	66				
LQ1757	QL1080	事師法五十頌	1		66	66				
LQ1753	QL1081	揵椎梵讚	1		66	66				
LQ1548	QL1082	佛說菩薩內戒經	1		67	67				
LQ1569	QL1083	菩薩優婆塞五戒威儀經	1		67	67				
LQ1553	QL1084	佛說文殊師利淨律經	1		67	67				
LQ1652	QL1085	菩薩善戒經	10		67	67				
LQ1651	QL1086	菩薩地持經	8		67	67				
LQ1545	QL1087	佛說梵網經	2		67	67				
LQ1549	QL1088	優婆塞戒經	7		67	67				
LQ1554	QL1089	寂調音所問經	1		67	67				
LQ1560	QL1090	大乘三聚懺悔經	1		67	67				
LQ1556	QL1091	佛說文殊悔過經	1		67	67				
LQ1546	QL1092	菩薩瓔珞本業經	2		67	67				
LQ1547	QL1093	佛說受十善戒經	1		67	67				
LQ1561	QL1094	佛說淨業障經	1		67	67				
LQ1550	QL1095	佛藏經	4		67	67				
LQ1567	QL1096	菩薩戒本經	1		67	67		北涼天竺三藏法師 曇無懺		
LQ1566	QL1097	菩薩戒羯磨文	1		67	67				
LQ1568	QL1098	菩薩戒本	1		67	67		唐三藏法師 玄奘		
LQ1551	QL1099	佛說法律三昧經	1		67	67				
LQ0719	QL1100	佛說十善業道經	1		67	67				
LQ1552	QL1101	清淨毗尼方廣經	1		67	67				
LQ1571	QL1102	菩薩五法懺悔經	1		67	67				
LQ1558	QL1103	菩薩藏經	1		67	67				
LQ1557	QL1104	三曼陀颰陀羅菩薩經	1		67	67				
LQ1570	QL1105	菩薩受齋經	1		67	67				
LQ1559	QL1106	舍利弗悔過經	1		67	67				
LQ1543	QL1107	佛阿毗曇經	2		67	67				
LQ1521	QL1108	解脫戒本經	1		67	67				
LQ1527	QL1109	優波離問經	1		67	67				
LQ1515	QL1110	根本說一切有部戒經	1		67	67				
LQ1530	QL1111	佛說迦葉禁戒經	1		67	67				
LQ1529-1	QL1112	佛說犯戒罪輕重經	1		67	67				
LQ1538	QL1113	佛說戒消災經	1		67	67				
LQ1537	QL1114	佛說優婆塞五戒相經	1		67	67				
LQ1496-1	QL1115	十誦律	65		68	69				
LQ2377	QL1116	尼羯磨	5		69	69				
LQ1489	QL1117	四分律藏	60		69	70				
LQ1503	QL1118	根本說一切有部毗柰耶	50		71	71				
LQ1487	QL1119	摩訶僧祇律	40		71	72				
LQ2368-1	QL1120	曇無德部四分律刪補隨機羯磨	4		73	73				
LQ1512	QL1121	根本說一切有部毗柰耶雜事	40		73	73				
LQ1482	QL1122	彌沙塞部和醯五分律	30		73	74				
LQ1511	QL1123	根本說一切有部毗柰耶破僧事	20		74	74				
LQ1504	QL1124	根本說一切有部苾芻尼毗柰耶	20		74	75				
LQ1523	QL1125	善見毗婆沙律	18		75	75				
LQ1531	QL1126	大比丘三千威儀	2		75	75				
LQ1519	QL1127	根本薩婆多部律攝	14		75	75				
LQ2376	QL1128	四分僧羯磨	5		75	75				
LQ1495	QL1129	四分比丘尼羯磨法	1		76	76				
LQ1525	QL1130	戒因緣經	10		76	76		未找到对应条目		
LQL1130	QL1131	根本說一切有部百一羯磨	10		76	76				
LQ1502	QL1132	薩婆多部毘尼摩得勒伽	10		76	76				
LQ1513-1	QL1133	根本說一切有部尼陀那	5		76	76				
LQ1513-2	QL1134	根本說一切有部目得迦	10		76	76				
LQ1501	QL1135	薩婆多毗尼毗婆沙	8		76	76				
LQ1501-1	QL1136	續薩婆多毗尼毗婆沙	1		76	76		未找到对应条目		
LQ2694	QL1137	出家授近圓羯磨儀範	1		76	76				
LQ2695	QL1138	根本說一切有部苾蒭習學略法	1		76	76				
LQ1524	QL1139	毗尼毋論	8		76	77				
LQ1522	QL1140	律二十二明瞭論	1		77	77				
LQ1517	QL1141	根本說一切有部毗柰耶尼陀那目得迦攝頌	1		77	77				
LQ1518	QL1142	根本說一切有部毗柰耶雜事攝頌	1		77	77				
LQ0328	QL1143	普賢菩薩行願讚	1		77	77				
LQ1520	QL1144	根本說一切有部毗奈耶頌	4		77	77				
LQ1496-2	QL1145	十誦律毗尼序	3		77	77				
LQ1532	QL1146	沙彌十戒法並威儀	1		77	77				
LQ1494	QL1147	羯磨	2		77	77				
LQ1539	QL1148	佛說大愛道比丘尼經	2		77	77				
LQ1544-1	QL1149	佛說目連問戒律中五百輕重事經	2		77	77				
LQ1516	QL1150	根本說一切有部苾芻尼戒經	2		77	77				
LQ1498-1	QL1151	比丘尼僧祇律波羅提木叉戒經	1		77	77		存疑：摩訶僧祇比丘尼戒本		
LQ1535	QL1152	沙彌尼戒經	1		77	77				
LQ1526	QL1153	舍利弗問經	1		77	77				
LQ1486	QL1154	彌沙塞羯磨本	2		77	77				
LQ2355	QL1155	四分戒本	2		77	77	卷上譯者：唐西太原寺沙門懷素依律集出；卷下譯者：姚秦佛阣耶舍譯			
LQ1492-1	QL1156	四分比丘尼戒本	2		77	77				
LQ1483	QL1157	五分戒本	1		77	77				
LQ1485	QL1158	五分比丘尼戒本	1		77	77				
LQ1488-1	QL1159	波羅提木叉僧祇戒本	1		77	77				
LQ1497-1	QL1160	十誦律比丘戒本	1		77	77				
LQ1498-1	QL1161	十誦律比丘尼戒本	1		77	77				
LQ1499	QL1162	大沙門百一羯磨法	1		77	77				
LQ1493	QL1163	曇無德律部雜羯磨	2		77	77				
LQ1533	QL1164	沙彌威儀	1		77	77				
LQ1536	QL1165	沙彌尼離戒文	1		77	77				
LQ1500	QL1166	十誦羯磨比丘要用	1		77	77				
LQ1577-2	QL1167	金剛般若波羅蜜經論	3		78	78	無著菩薩造；隋南天竺三藏法師 達摩岌多譯			
LQ1579	QL1168	金剛般若波羅蜜經論	3		78	78	天親菩薩造；三魏三藏法師菩提留支奉 詔譯			
LQ1576	QL1169	大智度論	100		78	80				
LQ1649	QL1170	瑜伽師地論	100		80	82				
LQ1668	QL1171	攝大乘論釋	10		82	82	無性菩薩造；玄奘譯			
LQ1665	QL1172	攝大乘論釋	10		82	82	世親菩薩造；唐三藏法師玄奘奉召譯			
LQ1667	QL1173	攝大乘論釋	10		83	83	世親菩薩造；隋天竺三藏達摩岌多譯			
LQ1666	QL1174	攝大乘論釋	15		83	83	天親菩薩释 陳 真諦譯			
LQ1692	QL1175	無相思塵論	1		83	83				
LQ1693	QL1176	觀所緣緣論	1		83	83				
LQ1694	QL1177	觀所緣緣論釋	1		83	83				
LQ1683	QL1178	大乘廣五蘊論	1		83	83				
LQ1682	QL1179	大乘五蘊論	1		83	83				
LQ1672	QL1180	顯揚聖教論	20		83	84				
LQ1676	QL1181	大乘阿毗達磨雜集論	16		84	84				
LQ1633	QL1182	中論	4		84	84				
LQ1588	QL1183	十住毗婆沙論	15		84	84				
LQ1730	QL1184	菩提資粮論	6		84	84				
LQ0195	QL1185	大莊嚴經論	15		84	85				
LQ1663	QL1186	攝大乘論	3		85	85	陳天竺三藏真諦譯			
LQ1664	QL1187	攝大乘論	2		85	85	元魏天竺沙門佛陀扇多譯			
LQ1636	QL1188	般若燈論	15		85	85				
LQ1638	QL1189	十二門論	1		85	85				
LQ1686	QL1190	十八空論	1		85	85				
LQ1639	QL1191	百論	2		85	85				
LQ1640	QL1192	廣百論本	1		85	85				
LQ1674	QL1193	大乘莊嚴經論	13		85	85				
LQ1598	QL1194	文殊師利菩薩問菩提經論	2		86	86				
LQ1582	QL1195	金剛般若波羅蜜經破取著不壞假名論	2		86	86				
LQ1599	QL1196	勝思惟梵天所問經論	3		86	86				
LQ1589	QL1197	十地經論	12		86	86				
LQ1597	QL1198	佛地經論	7		86	86				
LQ1601	QL1199	三具足經優波提舍	1		86	86				
LQ1654	QL1200	成唯識論	10		86	86				
LQ1641	QL1201	廣百論釋論	10		86	87				
LQ1675	QL1202	大乘阿毗達磨集論	7		87	87				
LQ1685	QL1203	王法正理論	1		87	87				
LQ1650	QL1204	瑜伽師地論釋	1		87	87				
LQ1673	QL1205	顯揚聖教論頌	1		87	87				
LQ1592	QL1206	彌勒菩薩所問經論	7		87	87				
LQ1591	QL1207	無量壽經優波提舍	1		87	87				
LQ1600	QL1208	轉法輪經優波提舍	1		87	87				
LQ1594	QL1209	大般涅槃經論	1		87	87		未找到		
LQ1595	QL1210	涅槃經本有今無偈論	1		87	87				
LQ1581	QL1211	能斷金剛般若波羅蜜多經論頌	1		87	87				
LQ1596	QL1212	遺教經論	1		87	87				
LQ1661	QL1213	成唯識寶生論	5		87	87				
LQ1710	QL1214	十二因緣論	1		87	87				
LQ1643	QL1215	壹輸盧迦論	1		87	87				
LQ1684	QL1216	大乘百法明門論	1		87	87				
LQ1657	QL1217	轉識論	1		87	87				
LQ1655	QL1218	唯識三十論	1		87	87		世親菩薩造 唐玄奘譯		
LQ1720	QL1219	因明入正理論	1		87	87				
LQ1656	QL1220	顯識論	1		87	87				
LQ1729	QL1221	發菩提心論	2		87	87				
LQ1687	QL1222	三無性論	2		87	87				
LQ1680	QL1223	佛性論	4		87	87				
LQ1678	QL1224	大乘成業論	1		87	87				
LQ1679	QL1225	業成就論	1		87	87				
LQ1719	QL1226	因明正理門論	1		87	87				
LQ1718	QL1227	因明正理門論本	1		87	87				
LQ1714	QL1228	止觀門論七十七頌	1		87	87				
LQ1716	QL1229	手杖論	1		87	87				
LQ1711	QL1230	緣生論	1		87	87				
LQ1690	QL1231	取因假設論	1		87	87				
LQ1691	QL1232	觀緫相論頌	1		87	87				
LQ1677	QL1233	六門教授習定論	1		87	87				
LQ1580	QL1234	能斷金剛般若波羅蜜多經論釋	3		87	87				
LQ2420	QL1235	略明般若末後一頌讚述	1		88	88				
LQ1586	QL1236	妙法蓮華經優波提舍	2		88	88				
LQ1587-2	QL1237	妙法蓮華經論優波提舍	2		88	88				
LQ1590	QL1238	大寳積經論	4		88	88				
LQ1653	QL1239	決定藏論	3		88	88				
LQ1681	QL1240	究竟一乘寶性論	5		88	88				
LQ1648	QL1241	大乘掌珍論	2		88	88				
LQ1658	QL1243	大乘楞伽經唯識論	1		88	88				
LQ1659	QL1244	大乘唯識論	1		88	88				
LQ1660	QL1245	唯識二十論	1		88	88				
LQ1593	QL1246	寶髻經四法優波提舍	1		88	88				
LQ1647	QL1247	大丈夫論	2		88	88				
LQ1724	QL1248	入大乘論二卷	2		88	88				
LQ1669	QL1249	辯中邊論	3		88	88				
LQ1671	QL1250	辯中邊論頌	1		88	88				
LQ1635	QL1251	順中論	2		88	88				
LQ1662	QL1252	攝大乘論本	3		88	88				
LQ1670	QL1253	中邊分別論	2		88	88				
LQ1737	QL1254	大乘起信論	2		88	88	唐三藏實叉難陀奉制譯			
LQ1736	QL1255	大乘起信論	1		88	88	梁天竺三藏法師真諦譯			
LQ1721	QL1256	迴諍論	1		88	88				
LQ1723	QL1257	如實論	1		88	88		未找到		
LQ1715	QL1258	寶行王正論	1		88	88				
LQ1642	QL1259	百字論	1		88	88				
LQ1689	QL1260	解拳論	1		88	88				
LQ1688	QL1261	掌中論	1		88	88				
LQ1722	QL1262	方便心論	1		88	88				
LQ1697	QL1263	大乘法界無差別論	1		88	88				
LQ1698	QL1264	提婆菩薩破楞伽經中外道小乘四宗論	1		88	88				
LQ1699	QL1265	提婆菩薩釋楞伽經中外道小乘涅槃論	1		88	88				
LQ1706	QL1266	四諦論	4		89	89				
LQ1709	QL1267	辟支佛因緣論	1		89	89				
LQ1614	QL1268	阿毗達磨大毗婆沙論	200		89	92				
LQ1615	QL1269	阿毗曇毗婆沙論	82		92	94				
LQ1631	QL1270	阿毗達磨順正理論	80		94	96				
LQ1632	QL1271	阿毗達磨藏顯宗論	40		96	96				
LQ1627	QL1272	阿毗達磨俱舍論	30		97	97				
LQ1617	QL1273	舍利弗阿毗曇論	22		97	98				
LQ1628	QL1274	阿毗達磨俱舍釋論	22		98	99				
LQ1629	QL1275	阿毗達磨俱舍論本頌	2		99	99				
LQ1572	QL1276	三法度論	3		99	99				
LQ1708	QL1277	三彌底部論	3		99	99				
LQ1613	QL1278	阿毗曇八犍度論	30		99	99				
LQ1705	QL1279	成實論	20		100	100				
LQ1612	QL1280	阿毗達磨發智論	20		100	100				
LQ1605	QL1281	阿毗達磨集異門足論	20		101	101				
LQ1610	QL1282	阿毗達磨品類足論	18		101	101				
LQ1622	QL1283	阿毗曇甘露味論	2		101	101				
LQ1616	QL1284	鞞婆沙論	14		101	102				
LQ1700	QL1285	隨相論	2		102	102				
LQ1608	QL1286	阿毗達磨識身足論	16		102	102				
LQ1609	QL1287	阿毗達磨界身足論	2		102	102				
LQ1624	QL1288	五事毗婆沙論	2		102	102				
LQ3605	QL1289	十八部論	1		102	102				
LQ3606	QL1290	部執異論	1		102	102				
LQ3604	QL1291	異部宗輪論	1		102	102				
LQ1621	QL1292	雜阿毗曇心論	11		102	102				
LQ1619	QL1293	阿毗曇心論	4		103	103				
LQ1618	QL1294	尊婆須蜜菩薩所集論	15		103	103				
LQ1574	QL1295	分別功德論	3		103	103				
LQ1623	QL1296	入阿毗達磨論	2		103	103				
LQ1611	QL1297	眾事分阿毗曇論	12		103	103				
LQ1707	QL1298	解脫道論	12		103	104				
LQ1619	QL1299	法勝阿毗曇心論	6		104	104				
LQ3902	QL1300	勝宗十句義論	1		104	104				
LQ1606	QL1301	阿毗達磨法蘊足論	10		104	104				
LQ1703	QL1302	立世阿毗曇論	10		104	104				
LQ1726	QL1303	大乘集菩薩學論	25		104	104				
LQ1739	QL1304	大宗地玄文本論	8		105	105				
LQ3901	QL1305	金七十論	3		105	105				
LQ1734	QL1306	廣釋菩提心論	4		105	105				
LQ1728	QL1307	集諸法寶最上義論	2		105	105				
LQ1701	QL1308	金剛針論	1		105	105				
LQ1731	QL1309	菩提心離相論	1		105	105				
LQ1644	QL1310	大乘破有論	1		105	105				
LQ1727	QL1311	集大乘相論	2		105	105				
LQ1645	QL1312	六十頌如理論	1		105	105				
LQ1646	QL1313	大乘二十頌論	1		105	105				
LQ1584	QL1314	佛母般若波羅蜜多圓集要義論	1		105	105		未找到	只能找到释论	
LQ1585	QL1315	佛母般若波羅蜜多圓集要義釋論	4		105	105		三寶菩薩造 大域龍菩薩造本來 宋西天三藏朝散大夫試鴻臚少卿傳梵大師 法護等奉 詔譯	對堪表中，1584和1585完全一致	
LQ1725	QL1316	大乘寶要義論	10		105	105				
LQ0220	QL1317	菩薩本生鬘論	16		105	105				
LQ1583	QL1318	聖佛母般若波羅蜜多九頌精義論	1		105	105				
LQ1712	QL1319	大乘緣生論	1		105	105				
LQ1717	QL1320	諸教決定名義論	1		105	105				
LQ1637	QL1321	大乘中觀釋論	9		105	105				
LQ1607	QL1322	施設論	7		105	105				
LQ2492	QL1323	大乘法界無差別論	1		105	105		唐 提雲般若譯	對堪表中1696和1697完全一致	
LQ1735	QL1324	金剛頂瑜伽中發阿耨多羅三藐三菩提心論	1		105	105				
LQ1704	QL1325	彰所知論	2		105	105				
LQ0206	QL1326	出曜經	20		106	106				
LQ0196	QL1327	賢愚因緣經	13		106	106				
LQ0187	QL1328	佛本行經	7		107	107				
LQ0194	QL1329	撰集百緣經	10		107	107				
LQ0533	QL1330	修行道地經	8		107	107				
LQ0534	QL1331	道地經	1		107	107				
LQ0583	QL1332	佛說佛醫經	1		107	107				
LQ0573	QL1333	惟日雜難經	1		107	107				
LQ0197	QL1334	雜寶藏經	8		107	107				
LQ0428	QL1335	迦葉赴佛般涅槃經	1		107	107				
LQ0972	QL1336	瑜伽翳迦訖沙囉烏瑟尼沙斫訖囉真言安怛陀那儀則一字頂輪王瑜伽經	1		107	107		未找到		
LQ0429	QL1337	佛入涅槃密跡金剛力士哀戀經	1		107	107				
LQ3601	QL1338	佛使比丘迦旃延說法沒盡偈經	1		107	107				
LQ0585	QL1339	佛治身經	1		107	107				
LQ0177	QL1340	治意經	1		107	107				
LQ0329	QL1341	文殊師利發願經	1		107	107				
LQ0618	QL1342	六菩薩名亦當誦持經	1		107	107				
LQ0535	QL1343	小道地經	1		107	107				
LQ1575	QL1344	阿含口解十二因緣經	1		107	107				
LQ3652	QL1345	付法藏因緣經	6		107	107				
LQ0530	QL1346	達磨多羅禪經	2		107	107				
LQ0526	QL1347	禪法要解經	2		108	108				
LQ3629	QL1348	阿育王經	10		108	108				
LQ3630	QL1349	阿育王譬喻經	1		108	108				
LQ0810	QL1350	三慧經	1		108	108				
LQ1626	QL1351	阿毗曇五法行經	1		108	108				
LQ1760	QL1352	賓頭盧突羅闍為優陀延王說法緣經	1		108	108				
LQ1759	QL1353	請賓頭盧經	1		108	108				
LQ0543	QL1354	大勇菩薩分別業報略經	1		108	108				
LQ0525	QL1355	坐禪三昧法門經	2		108	108				
LQ0186	QL1356	佛所行讚經	5		108	108				
LQ0188	QL1357	僧伽羅剎所集佛行經	5		108	108				
LQ0205	QL1358	法句譬喻經	4		108	108				
LQ1732	QL1359	菩提行經	4		108	108				
LQ0893	QL1360	金剛頂一切如來真實攝大乘現證大教王經	2		108	108		唐不空譯		
LQ1340	QL1361	文殊師利菩薩及諸仙所說吉凶時日善惡宿曜經	2		108	108				
LQ0213	QL1362	僧伽斯那所撰菩薩本緣經	4		108	108				
LQ1740-1	QL1363	那先比丘經	3		108	108				
LQ0200	QL1364	舊雜譬喻經	2		109	109				
LQ0527	QL1365	禪要訶欲經	1		109	109				
LQ0531	QL1366	內身觀章句經	1		109	109				
LQ0532	QL1367	法觀經	1		109	109				
LQ3599	QL1368	迦葉結經	1		109	109				
LQ0203	QL1369	百喻經	2		109	109				
LQ0204	QL1370	法句經	2		109	109		吳 維祇難等譯		
LQ0202	QL1371	眾經撰雜譬喻經	2		109	109				
LQ3631	QL1372	阿育王子法益壞目因緣經	1		109	109				
LQ0199	QL1373	雜譬喻經	2		109	109		失譯人名出後漢録		
LQ0541	QL1374	無明羅剎經	1		109	109				
LQ1229	QL1375	文殊所說最勝名義經	2		109	109				
LQ3600	QL1376	迦丁比丘說當來變經	1		109	109				
LQ0201	QL1377	雜譬喻經	1		109	109		姚秦三藏法師鳩摩羅什		
LQ0528	QL1378	思惟要略法	1		109	109				
LQ0189	QL1379	十二遊經	1		109	109				
LQ1756	QL1380	賢聖集伽陀一百頌	1		109	109				
LQ1746	QL1381	廣大發願頌	1		109	109				
LQ1275	QL1382	無能勝大明陀羅尼經	1		109	109				
LQ1276	QL1383	無能勝大明心陀羅尼經	1		109	109				
LQ0547	QL1384	十不善業道經	1		109	109				
LQ0862	QL1385	大乘修行菩薩行門諸經要集	3		109	109				
LQ1573	QL1386	四阿含暮抄解	2		109	109				
LQ0524	QL1387	五門禪經要用法	1		109	109				
LQ1078	QL1388	金剛頂瑜伽千手千眼觀自在菩薩修行儀軌經	1		109	109				
LQ1758	QL1389	密跡力士大權神王經偈頌	1		109	109				
LQ0906	QL1390	一切秘密最上名義大教王儀軌	2		109	109				
LQ1152	QL1391	大樂金剛薩埵修行成就儀軌	1		109	109				
LQ1236	QL1392	曼殊室利菩薩吉祥伽陀	1		109	109				
LQ1022	QL1393	成就妙法蓮華經王瑜伽觀智儀軌	1		109	109				
LQ1249	QL1394	金剛頂瑜伽降三世成就極深密門	1		109	109				
LQ1155	QL1395	金剛頂瑜伽他化自在天理趣會普賢修行念誦儀軌	1		109	109				
LQ1166	QL1396	金剛壽命陀羅尼念誦法	1		109	109				
LQ1301	QL1397	大藥叉女歡喜母並愛子成就法	1		109	109				
LQ0957	QL1398	佛說帝釋巖秘密成就儀軌	1		109	109				
LQ1117-1	QL1399	觀自在菩薩如意輪念誦儀軌	1		109	109				
LQ0873	QL1400	大毗盧遮那成佛神變加持經略示七支念誦隨行法	1		109	109				
LQ1318	QL1401	速疾立驗摩醯首羅天說阿尾奢法	1		109	109				
LQ1214	QL1402	大聖曼殊室利童子五字瑜伽法	1		109	109				
LQ1266	QL1403	大威怒烏芻澁麼儀軌	1		109	109				
LQ1010-1	QL1404	大孔雀明王畫像壇場儀軌	1		109	109				
LQ1158	QL1405	金剛頂瑜伽金剛薩埵儀軌	1		109	109				
LQ0965	QL1406	一字金輪王佛頂要略念誦法	1		109	109				
LQ1118	QL1407	觀自在菩薩如意輪瑜伽念誦法	1		109	109				
LQ1307	QL1408	大聖大歡喜雙身毗那耶迦法	1		109	109				
LQ0874	QL1409	大日經略攝念誦隨行法	1		109	109				
LQ1213	QL1410	五字陀羅尼頌	1		109	109				
LQ1018	QL1411	仁王般若陀羅尼釋	1		109	109				
LQ1025	QL1412	大樂金剛不空真實三昧耶經般若波羅蜜多理趣釋	2		110	110				
LQ1228	QL1413	佛說最勝妙吉祥根本智最上秘密一切名義三摩地分	2		110	110				
LQ1165	QL1414	金剛王菩薩秘密念誦儀軌	1		110	110				
LQ1156	QL1415	金剛頂勝初瑜伽普賢菩薩念誦法經	1		110	110				
LQ1158	QL1416	金剛頂瑜伽金剛薩埵五秘密修行念誦儀軌	1		110	110				
LQ0947	QL1417	無量壽如來修觀行供養儀軌	1		110	110				
LQ1251	QL1418	甘露軍茶利菩薩供養念誦成就儀軌	1		110	110				
LQ1053	QL1419	觀自在多羅瑜伽念誦法	1		110	110		未找到		
LQ1053	QL1420	聖觀自在菩薩心真言瑜伽觀行軌儀	1		110	110				
LQ0529	QL1421	菩薩訶色欲法	1		110	110				
LQ0813	QL1422	四品學法	1		110	110				
LQ1181	QL1423	大虛空藏菩薩念誦法	1		110	110				
LQ1017	QL1424	仁王般若念誦法	1		110	110				
LQ0938	QL1425	阿閦如來念誦供養法	1		110	110				
LQ0988	QL1426	佛頂尊勝陀羅尼念誦儀軌	1		110	110				
LQ1254-1	QL1427	聖閻曼德迦威怒王立成大神驗念誦法	1		110	110				
LQ1254-2	QL1428	大乘方廣曼殊室利菩薩華嚴本教讚閻曼德迦忿怒真言大威德儀軌品	1		110	110				
LQ1254-3	QL1429	大方廣曼殊室利童真菩薩華嚴本教讚閻曼德迦忿怒王真言阿毗遮嚕迦儀軌品	1		110	110				
LQ0912-1	QL1430	蘇悉地羯羅供養法	3		110	110				
LQ1242	QL1431	不動使者陀羅尼秘密法	1		110	110				
LQ0894	QL1432	金剛頂經瑜伽修習毗盧遮那三摩地法	1		110	110				
LQ1210-2	QL1433	金剛頂瑜伽經文殊師利菩薩儀軌供養法	1		110	110				
LQ1054	QL1434	瑜伽蓮華部念誦法	1		110	110				
LQ0948	QL1435	金剛頂經瑜伽觀自在王如來修行法	1		110	110				
LQ0949	QL1436	金剛頂經觀自在王如來修行法	1		110	110				
LQ1239	QL1437	金剛手光明灌頂經最勝立印聖無動尊大威怒王念誦儀軌	1		110	110				
LQ0888	QL1438	略述金剛頂瑜伽分別聖位修證法門	1		110	110				
LQ0971-1	QL1439	一字佛頂輪王念誦儀軌	1		110	110				
LQ1016	QL1440	仁王護國般若波羅密多經道場念誦軌儀	1		110	110				
LQ0891	QL1441	金剛頂蓮華部心念誦儀軌	1		110	110				
LQ1122	QL1442	佛說如意輪蓮華心如來修行觀門儀	1		110	110				
LQ1233	QL1443	妙吉祥平等瑜伽秘密觀身成佛儀軌	1		110	110				
LQ0207	QL1444	法集要頌經	4		110	110				
LQ1743	QL1445	勸發諸王要偈	1		110	110				
LQ1744	QL1446	龍樹菩薩勸誡王頌	1		110	110				
LQ1157	QL1447	普賢金剛薩埵瑜伽念誦儀	1		110	110				
LQ0926-1	QL1448	金剛頂瑜伽護摩儀軌	1		110	110				
LQ1092	QL1449	大悲心陀羅尼修行念誦略儀	1		110	110				
